,genre_list
1047,Modal_jazz
1048,American_experimental_pop_music_(page_does_not_exist)
1049,Highlife
1050,Jam_bands
1051,Norteño_(music)
1052,Gothic_folk_(page_does_not_exist)
1053,Chouval_bwa
1054,Chopper_(rap)
1055,Country_Pop
1056,West_Coast_jazz
1057,The_Great_American_Songbook
1058,New_wave
1059,Funeral_doom_metal
1060,Underground_music
1061,Andalusian_classical_music
1062,Musical_theatre
1063,Playback_singer
1064,Tango_(music)
1065,Chanson_réaliste
1066,Avant_Garde
1067,Caribbean_music
1068,Karaoke_Music_(page_does_not_exist)
1069,Frevo
1070,Psych_rock
1071,Contemporary_R&amp;B
1072,Shoegaze
1073,"""Rocknroll"""
1074,Hard_Rock_music
1075,Kan_ha_diskan
1076,Melodic_rock
1077,Minimal_wave
1078,Acoustic_guitar
1079,Ambient_Music
1080,Minimalist_music
1081,Electro_(music)
1082,Protest_song
1083,Vocal_music
1084,Wagnerian_rock
1085,Post_hardcore
1086,Video
1087,Phonk
1088,Viking_metal
1089,Jazz_blues
1090,Blues_rock
1091,Electronicore
1092,Indie_pop
1093,Freestyle_rap
1094,Post-Britpop
1095,Dark_wave
1096,Riot_grrrl
1097,Latin_Jazz
1098,Beat_Poetry_(page_does_not_exist)
1099,Soul-blues
1100,Alt-country
1101,R&amp;B/Soul
1102,Avant-garde
1103,Southern_gothic
1104,Performance_art
1105,Old-time_music
1106,Regional_Mexican
1107,Art_song
1108,Disco_house
1109,Progressive_jazz
1110,Future_garage
1111,Dark_rock
1112,Comedy_Rock
1113,Groove_Metal
1114,Adult_alternative_music
1115,Bounce_music
1116,Avant-garde_rap
1117,Country_and_western
1118,Neo-psychedelia
1119,Avant-rock
1120,Nouvelle_Chanson
1121,Progressive_folk_music
1122,Grime_music
1123,Bolero
1124,World_beat
1125,Zumba
1126,Holiday_music
1127,Sarcasm
1128,Nueva_canción
1129,British_rock_and_roll
1130,Shred_metal
1131,Singer-Songwriter
1132,Impressionist_(entertainment)
1133,Nerdcore_hip_hop
1134,Downtempo
1135,Christian_Rock
1136,Melodic_metalcore
1137,Memphis_blues
1138,Heartland_rock
1139,Yé-yé
1140,New_Flamenco
1141,Crust_punk
1142,Urban_pop
1143,Folk_rock
1144,Screamo
1145,Milonga_(music)
1146,Bentonia_School
1147,Hard_rock
1148,Christian_pop
1149,Acoustic_blues
1150,Southern_rock
1151,Jazz
1152,Alternative_Pop/Rock
1153,West_coast_hip_hop
1154,Minneapolis_sound
1155,Conscious_Rap
