label,frequency,female,male,female%,male%,max_list_length,min_list_length,mean_list_length
death_metal,71,1.0,70.0,0.014084507042253521,0.9859154929577465,12.0,1.0,4.056338028169014
trip_hop,70,45.0,25.0,0.6428571428571429,0.35714285714285715,13.0,2.0,4.3
vocal_jazz,69,56.0,13.0,0.8115942028985508,0.18840579710144928,9.0,1.0,2.927536231884058
gangsta_rap,68,2.0,66.0,0.029411764705882353,0.9705882352941176,7.0,1.0,3.1029411764705883
metalcore,66,4.0,62.0,0.06060606060606061,0.9393939393939394,12.0,1.0,4.787878787878788
post_grunge,66,8.0,58.0,0.12121212121212122,0.8787878787878788,12.0,2.0,4.666666666666667
grunge,65,17.0,48.0,0.26153846153846155,0.7384615384615385,13.0,2.0,4.630769230769231
garage_rock,64,10.0,54.0,0.15625,0.84375,10.0,1.0,4.515625
power_metal,63,3.0,60.0,0.047619047619047616,0.9523809523809523,9.0,1.0,4.190476190476191
ambient,63,12.0,51.0,0.19047619047619047,0.8095238095238095,73.0,2.0,6.5396825396825395
glam_rock,62,7.0,55.0,0.11290322580645161,0.8870967741935484,73.0,1.0,5.145161290322581
celtic,62,39.0,23.0,0.6290322580645161,0.3709677419354839,11.0,1.0,3.338709677419355
emo,62,2.0,60.0,0.03225806451612903,0.967741935483871,10.0,2.0,5.258064516129032
dream_pop,60,41.0,19.0,0.6833333333333333,0.31666666666666665,10.0,1.0,4.1
easy_listening,60,16.0,44.0,0.26666666666666666,0.7333333333333333,73.0,1.0,5.216666666666667
chanson,60,27.0,33.0,0.45,0.55,8.0,1.0,2.6333333333333333
lo_fi,58,13.0,45.0,0.22413793103448276,0.7758620689655172,73.0,2.0,5.948275862068965
trap,56,4.0,52.0,0.07142857142857142,0.9285714285714286,9.0,2.0,3.5535714285714284
roots_rock,56,8.0,48.0,0.14285714285714285,0.8571428571428571,12.0,1.0,4.767857142857143
avant_garde,52,12.0,40.0,0.23076923076923078,0.7692307692307693,14.0,1.0,4.769230769230769
musical,51,26.0,25.0,0.5098039215686274,0.49019607843137253,7.0,1.0,3.1372549019607843
texas_blues,51,7.0,44.0,0.13725490196078433,0.8627450980392157,9.0,1.0,3.0588235294117645
soul_blues,49,11.0,38.0,0.22448979591836735,0.7755102040816326,9.0,1.0,3.2857142857142856
instrumental_rock,49,1.0,48.0,0.02040816326530612,0.9795918367346939,9.0,1.0,4.408163265306122
ska,49,4.0,45.0,0.08163265306122448,0.9183673469387755,14.0,1.0,5.0
edm,47,25.0,22.0,0.5319148936170213,0.46808510638297873,10.0,1.0,4.340425531914893
latin,46,17.0,29.0,0.3695652173913043,0.6304347826086957,12.0,2.0,4.826086956521739
industrial_metal,46,3.0,43.0,0.06521739130434782,0.9347826086956522,15.0,2.0,5.5
noise_rock,46,3.0,43.0,0.06521739130434782,0.9347826086956522,11.0,1.0,4.130434782608695
schlager,46,29.0,17.0,0.6304347826086957,0.3695652173913043,10.0,1.0,2.782608695652174
new_age,44,18.0,26.0,0.4090909090909091,0.5909090909090909,73.0,1.0,6.363636363636363
opera,44,26.0,18.0,0.5909090909090909,0.4090909090909091,8.0,1.0,3.272727272727273
latin_pop,44,19.0,25.0,0.4318181818181818,0.5681818181818182,9.0,1.0,3.727272727272727
acoustic_rock,43,12.0,31.0,0.27906976744186046,0.7209302325581395,73.0,1.0,5.534883720930233
gothic_rock,43,14.0,29.0,0.32558139534883723,0.6744186046511628,11.0,1.0,5.0
ccm,42,25.0,17.0,0.5952380952380952,0.40476190476190477,6.0,1.0,3.0476190476190474
rap,42,9.0,33.0,0.21428571428571427,0.7857142857142857,9.0,1.0,2.8333333333333335
film,42,7.0,35.0,0.16666666666666666,0.8333333333333334,10.0,1.0,3.7857142857142856
roots,41,14.0,27.0,0.34146341463414637,0.6585365853658537,11.0,2.0,4.585365853658536
flamenco,41,3.0,38.0,0.07317073170731707,0.926829268292683,9.0,1.0,3.2439024390243905
electronic_rock,41,3.0,38.0,0.07317073170731707,0.926829268292683,73.0,2.0,7.390243902439025
west_coast_hip_hop,40,1.0,39.0,0.025,0.975,6.0,1.0,2.775
industrial_rock,40,4.0,36.0,0.1,0.9,9.0,1.0,4.875
punk,40,10.0,30.0,0.25,0.75,7.0,1.0,3.775
outlaw_country,39,4.0,35.0,0.10256410256410256,0.8974358974358975,10.0,2.0,4.282051282051282
french_pop,39,17.0,22.0,0.4358974358974359,0.5641025641025641,6.0,1.0,3.0256410256410255
folk_pop,39,22.0,17.0,0.5641025641025641,0.4358974358974359,9.0,1.0,3.717948717948718
alternative_r_and_b,39,18.0,21.0,0.46153846153846156,0.5384615384615384,12.0,1.0,3.4871794871794872
symphonic_metal,38,13.0,25.0,0.34210526315789475,0.6578947368421053,9.0,1.0,4.157894736842105
christian_rock,38,7.0,31.0,0.18421052631578946,0.8157894736842105,12.0,1.0,4.0
art_pop,37,20.0,17.0,0.5405405405405406,0.4594594594594595,73.0,1.0,6.297297297297297
britpop,37,2.0,35.0,0.05405405405405406,0.9459459459459459,73.0,1.0,5.783783783783784
east_coast_hip_hop,36,1.0,35.0,0.027777777777777776,0.9722222222222222,6.0,1.0,2.638888888888889
western_swing,36,3.0,33.0,0.08333333333333333,0.9166666666666666,9.0,1.0,2.9444444444444446
speed_metal,36,1.0,35.0,0.027777777777777776,0.9722222222222222,12.0,2.0,4.444444444444445
baroque_pop,36,13.0,23.0,0.3611111111111111,0.6388888888888888,73.0,2.0,6.166666666666667
groove_metal,35,1.0,34.0,0.02857142857142857,0.9714285714285714,12.0,2.0,5.314285714285714
industrial,35,8.0,27.0,0.22857142857142856,0.7714285714285715,15.0,1.0,5.0285714285714285
delta_blues,34,1.0,33.0,0.029411764705882353,0.9705882352941176,5.0,1.0,2.5588235294117645
rap_rock,33,2.0,31.0,0.06060606060606061,0.9393939393939394,10.0,2.0,5.303030303030303
hardcore_hip_hop,33,1.0,32.0,0.030303030303030304,0.9696969696969697,10.0,1.0,3.393939393939394
psychedelic,33,7.0,26.0,0.21212121212121213,0.7878787878787878,9.0,1.0,4.393939393939394
childrens,32,15.0,17.0,0.46875,0.53125,6.0,1.0,2.9375
electro,32,15.0,17.0,0.46875,0.53125,9.0,2.0,4.4375
piedmont_blues,31,2.0,29.0,0.06451612903225806,0.9354838709677419,5.0,1.0,2.4838709677419355
big_band,30,4.0,26.0,0.13333333333333333,0.8666666666666667,73.0,1.0,6.0
black_metal,30,1.0,29.0,0.03333333333333333,0.9666666666666667,10.0,1.0,4.266666666666667
gothic_metal,30,10.0,20.0,0.3333333333333333,0.6666666666666666,11.0,2.0,4.533333333333333
old_time,30,7.0,23.0,0.23333333333333334,0.7666666666666667,11.0,1.0,2.8
freestyle,29,20.0,9.0,0.6896551724137931,0.3103448275862069,11.0,1.0,3.793103448275862
melodic_death_metal,29,3.0,26.0,0.10344827586206896,0.896551724137931,12.0,1.0,4.517241379310345
southern_gospel,29,4.0,25.0,0.13793103448275862,0.8620689655172413,4.0,1.0,1.9655172413793103
neo_psychedelic,29,4.0,25.0,0.13793103448275862,0.8620689655172413,9.0,2.0,4.931034482758621
fusion,29,5.0,24.0,0.1724137931034483,0.8275862068965517,8.0,2.0,4.655172413793103
spoken_word,29,7.0,22.0,0.2413793103448276,0.7586206896551724,73.0,2.0,7.310344827586207
doo_wop,29,10.0,19.0,0.3448275862068966,0.6551724137931034,73.0,1.0,7.0
doom_metal,28,2.0,26.0,0.07142857142857142,0.9285714285714286,11.0,2.0,5.571428571428571
cabaret,28,19.0,9.0,0.6785714285714286,0.32142857142857145,12.0,1.0,3.5714285714285716
honky_tonk,28,11.0,17.0,0.39285714285714285,0.6071428571428571,8.0,2.0,3.2142857142857144
funk_rock,28,1.0,27.0,0.03571428571428571,0.9642857142857143,13.0,2.0,5.964285714285714
k_pop,28,7.0,21.0,0.25,0.75,7.0,1.0,3.142857142857143
psychedelic_folk,27,11.0,16.0,0.4074074074074074,0.5925925925925926,7.0,2.0,3.888888888888889
southern_hip_hop,27,0.0,27.0,0.0,1.0,10.0,1.0,3.185185185185185
hip_hop_soul,27,15.0,12.0,0.5555555555555556,0.4444444444444444,6.0,2.0,4.037037037037037
smooth_jazz,26,3.0,23.0,0.11538461538461539,0.8846153846153846,45.0,1.0,5.230769230769231
post_rock,25,7.0,18.0,0.28,0.72,7.0,2.0,4.44
jump_blues,25,1.0,24.0,0.04,0.96,8.0,1.0,3.56
new_jack_swing,25,12.0,13.0,0.48,0.52,13.0,2.0,4.64
country_folk,25,15.0,10.0,0.6,0.4,9.0,1.0,4.72
dancehall,24,8.0,16.0,0.3333333333333333,0.6666666666666666,8.0,2.0,4.0
metal,24,2.0,22.0,0.08333333333333333,0.9166666666666666,9.0,1.0,4.416666666666667
classical_crossover,23,15.0,8.0,0.6521739130434783,0.34782608695652173,73.0,1.0,6.173913043478261
acid_rock,23,1.0,22.0,0.043478260869565216,0.9565217391304348,11.0,3.0,5.608695652173913
pop_rap,23,9.0,14.0,0.391304347826087,0.6086956521739131,7.0,1.0,3.782608695652174
urban,23,12.0,11.0,0.5217391304347826,0.4782608695652174,10.0,2.0,4.608695652173913
comedy,23,6.0,17.0,0.2608695652173913,0.7391304347826086,12.0,1.0,3.9565217391304346
eurodance,23,15.0,8.0,0.6521739130434783,0.34782608695652173,7.0,1.0,3.260869565217391
rock_pop,23,5.0,18.0,0.21739130434782608,0.782608695652174,5.0,2.0,2.9565217391304346
bossa_nova,23,5.0,18.0,0.21739130434782608,0.782608695652174,45.0,1.0,5.391304347826087
underground_hip_hop,23,0.0,23.0,0.0,1.0,10.0,1.0,2.9565217391304346
funk_metal,23,0.0,23.0,0.0,1.0,13.0,4.0,5.913043478260869
techno,23,10.0,13.0,0.43478260869565216,0.5652173913043478,14.0,1.0,4.826086956521739
space_rock,22,3.0,19.0,0.13636363636363635,0.8636363636363636,10.0,2.0,5.045454545454546
post_punk_revival,22,4.0,18.0,0.18181818181818182,0.8181818181818182,8.0,2.0,4.590909090909091
dub,22,1.0,21.0,0.045454545454545456,0.9545454545454546,15.0,2.0,5.2727272727272725
post_disco,22,10.0,12.0,0.45454545454545453,0.5454545454545454,9.0,1.0,4.863636363636363
proto_punk,21,2.0,19.0,0.09523809523809523,0.9047619047619048,11.0,2.0,4.761904761904762
hi_nrg,21,16.0,5.0,0.7619047619047619,0.23809523809523808,8.0,1.0,3.761904761904762
popular,21,10.0,11.0,0.47619047619047616,0.5238095238095238,5.0,1.0,2.6666666666666665
shoe_gaze,21,7.0,14.0,0.3333333333333333,0.6666666666666666,6.0,2.0,4.428571428571429
ska_punk,21,0.0,21.0,0.0,1.0,10.0,2.0,5.285714285714286
alternative_dance,21,5.0,16.0,0.23809523809523808,0.7619047619047619,9.0,3.0,5.095238095238095
neoclassical_metal,20,2.0,18.0,0.1,0.9,8.0,3.0,4.7
jazz_rock,20,1.0,19.0,0.05,0.95,7.0,1.0,3.95
worship,20,10.0,10.0,0.5,0.5,12.0,2.0,3.9
classic_female_blues,20,20.0,0.0,1.0,0.0,3.0,1.0,1.65
christian_metal,20,2.0,18.0,0.1,0.9,8.0,2.0,3.9
mpb,19,2.0,17.0,0.10526315789473684,0.8947368421052632,11.0,1.0,5.315789473684211
cajun,19,3.0,16.0,0.15789473684210525,0.8421052631578947,12.0,1.0,4.894736842105263
trance,19,13.0,6.0,0.6842105263157895,0.3157894736842105,10.0,2.0,4.368421052631579
horrorcore,19,0.0,19.0,0.0,1.0,10.0,1.0,3.789473684210526
christian_pop,19,11.0,8.0,0.5789473684210527,0.42105263157894735,5.0,1.0,2.6315789473684212
teen_pop,19,9.0,10.0,0.47368421052631576,0.5263157894736842,73.0,2.0,6.842105263157895
reggae_fusion,19,5.0,14.0,0.2631578947368421,0.7368421052631579,11.0,2.0,4.315789473684211
heartland_rock,18,2.0,16.0,0.1111111111111111,0.8888888888888888,10.0,2.0,5.111111111111111
western,18,2.0,16.0,0.1111111111111111,0.8888888888888888,12.0,1.0,4.333333333333333
dubstep,18,7.0,11.0,0.3888888888888889,0.6111111111111112,10.0,3.0,5.333333333333333
melodic_hardcore,18,2.0,16.0,0.1111111111111111,0.8888888888888888,8.0,3.0,5.0
skate_punk,18,0.0,18.0,0.0,1.0,10.0,2.0,5.222222222222222
boogie_woogie,18,2.0,16.0,0.1111111111111111,0.8888888888888888,7.0,2.0,3.888888888888889
europop,18,8.0,10.0,0.4444444444444444,0.5555555555555556,73.0,1.0,7.444444444444445
horror_punk,18,1.0,17.0,0.05555555555555555,0.9444444444444444,11.0,2.0,4.888888888888889
psychedelic_pop,18,4.0,14.0,0.2222222222222222,0.7777777777777778,73.0,2.0,8.333333333333334
alternative_pop,17,11.0,6.0,0.6470588235294118,0.35294117647058826,8.0,1.0,3.2941176470588234
folk_punk,17,0.0,17.0,0.0,1.0,8.0,2.0,4.705882352941177
christian_hip_hop,17,2.0,15.0,0.11764705882352941,0.8823529411764706,6.0,1.0,2.588235294117647
instrumental,17,2.0,15.0,0.11764705882352941,0.8823529411764706,8.0,2.0,3.764705882352941
a_cappella,17,5.0,12.0,0.29411764705882354,0.7058823529411765,8.0,1.0,3.176470588235294
stoner_rock,17,1.0,16.0,0.058823529411764705,0.9411764705882353,9.0,1.0,4.588235294117647
vocal,17,11.0,6.0,0.6470588235294118,0.35294117647058826,8.0,2.0,4.411764705882353
southern_soul,17,7.0,10.0,0.4117647058823529,0.5882352941176471,12.0,1.0,4.352941176470588
broadway,17,12.0,5.0,0.7058823529411765,0.29411764705882354,8.0,1.0,4.0588235294117645
vaudeville,17,8.0,9.0,0.47058823529411764,0.5294117647058824,4.0,1.0,2.7058823529411766
opera_pop,17,8.0,9.0,0.47058823529411764,0.5294117647058824,7.0,1.0,3.411764705882353
free_jazz,17,3.0,14.0,0.17647058823529413,0.8235294117647058,45.0,2.0,7.0
satire,16,3.0,13.0,0.1875,0.8125,12.0,2.0,5.6875
down_tempo,16,7.0,9.0,0.4375,0.5625,73.0,3.0,9.4375
observational_comedy,16,2.0,14.0,0.125,0.875,12.0,2.0,5.5
acid_jazz,16,5.0,11.0,0.3125,0.6875,45.0,2.0,8.0625
comedy_rock,15,0.0,15.0,0.0,1.0,73.0,1.0,9.6
technical_death_metal,15,0.0,15.0,0.0,1.0,9.0,2.0,4.266666666666667
dansband,15,9.0,6.0,0.6,0.4,6.0,1.0,3.0
emo_pop,15,2.0,13.0,0.13333333333333333,0.8666666666666667,10.0,3.0,5.933333333333334
classic_rock,15,2.0,13.0,0.13333333333333333,0.8666666666666667,9.0,1.0,4.266666666666667
salsa,15,3.0,12.0,0.2,0.8,9.0,1.0,3.533333333333333
shock_rock,15,2.0,13.0,0.13333333333333333,0.8666666666666667,10.0,3.0,4.733333333333333
art_punk,15,1.0,14.0,0.06666666666666667,0.9333333333333333,10.0,2.0,5.866666666666666
grime,15,8.0,7.0,0.5333333333333333,0.4666666666666667,7.0,2.0,4.0
neotraditional_country,15,4.0,11.0,0.26666666666666666,0.7333333333333333,9.0,1.0,3.1333333333333333
jangle_pop,15,5.0,10.0,0.3333333333333333,0.6666666666666666,73.0,2.0,9.0
anti_folk,15,8.0,7.0,0.5333333333333333,0.4666666666666667,6.0,2.0,3.6666666666666665
contemporary_classical,14,5.0,9.0,0.35714285714285715,0.6428571428571429,10.0,1.0,4.142857142857143
jazz_funk,14,2.0,12.0,0.14285714285714285,0.8571428571428571,45.0,3.0,7.857142857142857
drum_and_bass,14,5.0,9.0,0.35714285714285715,0.6428571428571429,13.0,1.0,5.428571428571429
uk_garage,14,12.0,2.0,0.8571428571428571,0.14285714285714285,6.0,1.0,3.7857142857142856
shoegaze,14,5.0,9.0,0.35714285714285715,0.6428571428571429,7.0,3.0,4.571428571428571
indietronica,14,5.0,9.0,0.35714285714285715,0.6428571428571429,15.0,2.0,5.357142857142857
dance_rock,14,4.0,10.0,0.2857142857142857,0.7142857142857143,10.0,3.0,5.571428571428571
outsider,14,0.0,14.0,0.0,1.0,11.0,1.0,4.5
ragtime,14,1.0,13.0,0.07142857142857142,0.9285714285714286,8.0,2.0,4.285714285714286
avant_garde_rock,14,2.0,12.0,0.14285714285714285,0.8571428571428571,8.0,1.0,4.214285714285714
musical_comedy,14,3.0,11.0,0.21428571428571427,0.7857142857142857,8.0,1.0,5.428571428571429
swamp_rock,14,2.0,12.0,0.14285714285714285,0.8571428571428571,12.0,2.0,6.214285714285714
electro_house,13,5.0,8.0,0.38461538461538464,0.6153846153846154,9.0,3.0,5.538461538461538
avant_garde_jazz,13,6.0,7.0,0.46153846153846156,0.5384615384615384,45.0,1.0,6.3076923076923075
rap_metal,13,0.0,13.0,0.0,1.0,9.0,2.0,5.3076923076923075
sludge_metal,13,0.0,13.0,0.0,1.0,15.0,3.0,5.6923076923076925
latin_jazz,13,3.0,10.0,0.23076923076923078,0.7692307692307693,45.0,3.0,7.3076923076923075
tejano,13,3.0,10.0,0.23076923076923078,0.7692307692307693,6.0,1.0,3.3846153846153846
lovers_rock,13,8.0,5.0,0.6153846153846154,0.38461538461538464,6.0,1.0,2.769230769230769
bolero,13,2.0,11.0,0.15384615384615385,0.8461538461538461,5.0,1.0,3.769230769230769
neo_folk,13,5.0,8.0,0.38461538461538464,0.6153846153846154,8.0,2.0,4.6923076923076925
aor,13,5.0,8.0,0.38461538461538464,0.6153846153846154,6.0,3.0,4.230769230769231
garage_punk,12,2.0,10.0,0.16666666666666666,0.8333333333333334,6.0,1.0,4.166666666666667
guaracha,12,2.0,10.0,0.16666666666666666,0.8333333333333334,5.0,2.0,4.0
hawaiianan,12,2.0,10.0,0.16666666666666666,0.8333333333333334,8.0,1.0,2.8333333333333335
texas_country,12,0.0,12.0,0.0,1.0,10.0,1.0,3.8333333333333335
grindcore,12,0.0,12.0,0.0,1.0,15.0,2.0,6.0
glam_punk,12,2.0,10.0,0.16666666666666666,0.8333333333333334,7.0,1.0,4.166666666666667
celtic_rock,12,1.0,11.0,0.08333333333333333,0.9166666666666666,7.0,1.0,3.75
reggaeton,12,3.0,9.0,0.25,0.75,9.0,1.0,4.25
samba,12,1.0,11.0,0.08333333333333333,0.9166666666666666,8.0,1.0,3.6666666666666665
world_beat,12,3.0,9.0,0.25,0.75,6.0,2.0,3.8333333333333335
crossover_thrash,12,0.0,12.0,0.0,1.0,10.0,1.0,5.25
irish_traditional,12,8.0,4.0,0.6666666666666666,0.3333333333333333,5.0,1.0,3.3333333333333335
hyphy,12,0.0,12.0,0.0,1.0,5.0,2.0,3.0
novelty,12,0.0,12.0,0.0,1.0,73.0,1.0,8.416666666666666
soundtrack,11,1.0,10.0,0.09090909090909091,0.9090909090909091,73.0,1.0,9.818181818181818
g_funk,11,0.0,11.0,0.0,1.0,6.0,2.0,3.909090909090909
detroit_blues,11,1.0,10.0,0.09090909090909091,0.9090909090909091,3.0,1.0,2.272727272727273
surf_rock,11,1.0,10.0,0.09090909090909091,0.9090909090909091,73.0,2.0,10.272727272727273
gypsy_jazz,11,0.0,11.0,0.0,1.0,45.0,1.0,6.818181818181818
extreme_metal,11,0.0,11.0,0.0,1.0,8.0,1.0,4.090909090909091
avant_garde_metal,11,0.0,11.0,0.0,1.0,15.0,2.0,5.909090909090909
dark_wave,11,3.0,8.0,0.2727272727272727,0.7272727272727273,15.0,2.0,5.181818181818182
soul_jazz,11,0.0,11.0,0.0,1.0,45.0,2.0,8.0
folktronica,11,4.0,7.0,0.36363636363636365,0.6363636363636364,6.0,2.0,3.727272727272727
inspirational,11,6.0,5.0,0.5454545454545454,0.45454545454545453,10.0,1.0,3.5454545454545454
chamber_pop,11,3.0,8.0,0.2727272727272727,0.7272727272727273,73.0,2.0,10.363636363636363
punk_blues,10,2.0,8.0,0.2,0.8,7.0,2.0,4.4
contemporary_r_and_b,10,7.0,3.0,0.7,0.3,11.0,2.0,4.2
idm,10,2.0,8.0,0.2,0.8,9.0,3.0,5.8
nu_disco,10,3.0,7.0,0.3,0.7,7.0,2.0,4.6
rocksteady,10,0.0,10.0,0.0,1.0,8.0,3.0,4.2
psychedelic_soul,10,2.0,8.0,0.2,0.8,12.0,3.0,5.5
freak_folk,10,5.0,5.0,0.5,0.5,11.0,3.0,5.3
cool_jazz,10,4.0,6.0,0.4,0.6,45.0,2.0,7.6
symphonic_rock,10,2.0,8.0,0.2,0.8,9.0,3.0,4.9
drone,10,1.0,9.0,0.1,0.9,7.0,3.0,4.1
bhangra,10,3.0,7.0,0.3,0.7,6.0,1.0,2.4
electroclash,10,8.0,2.0,0.8,0.2,5.0,1.0,3.6
swamp_pop,10,1.0,9.0,0.1,0.9,5.0,1.0,2.8
