,genre_list
1597,southern_metal
1598,motown
1599,tango
1600,acoustic_guitar
1601,tulsa_sound
1602,no_wave
1603,hauntology
1604,lo-fi_music
1605,electroclash
1606,surf
1607,neo-swing
1608,frat_rock
1609,canción_ranchera
1610,acid_rap
1611,chopper
1612,italo_disco
1613,future_soul
1614,banda
1615,battle_rap
1616,avant-funk
1617,avant-prog
1618,deathgrind
1619,revival
1620,trova
1621,alt.country
1622,smooth_soul
1623,vocal_quartet
1624,jazz_rap
1625,thrashcore
1626,rock
1627,opera_arias
1628,krispy_kreme
1629,pop_dance_rock_jazz
1630,g-funk
1631,indian_classical
1632,renaissance
1633,swedish_pop
1634,bossanova
1635,contemporary
1636,folk_alternative
1637,jingles
1638,indie-alternative_rock
1639,milonga
1640,mandopop
1641,garage_rock
1642,music_of_colombia
1643,womens_music
1644,afro-pop
1645,death-doom
1646,avant-pop
1647,country_rock
1648,midwest_hip_hop
1649,sarcasm
1650,j-rock
1651,rockabilly
1652,neoclassical_dark_wave
1653,ghazal
1654,hillbilly_rockabilly_r&b
1655,jam_rock
1656,rock_and_roll_revival
1657,drone_music
1658,aleatoric
1659,rapcore
1660,bossa_and_others
1661,funeral_doom_metal
1662,hop
1663,nu_jazz
1664,electronic_indie_pop
1665,retro
1666,stride
1667,alternative_hip_hop
1668,canadian_blues
1669,american
1670,harp
1671,indie_classic
1672,contemporary_art_music
1673,\\u2060
1674,post_rock
1675,independent_music
1676,doo-wop
1677,indiepop
1678,concerts
1679,modern_classical
1680,tonal
1681,wellness
