,artist,gender,category,retrieved,genre
5601,David L. Cook,male,American_country_singers,David L. Cooke,[]
5602,David LaBruyere,male,American_male_guitarists,David LaBruyere,[]
5603,David LaFlamme,male,American_male_singers,David Laflamme,[]
5604,David Laganella,male,American_male_guitarists,David Laganella,['american 21st century classical']
5605,David Lasley,male,American_male_singers,David Lasley,['deep soft rock']
5606,David Lee Murphy,male,American_country_singers,David Lee Murphy,"['contemporary country', 'country', 'country road', 'country rock', 'modern country rock']"
5607,David Lee Roth,male,American_male_singers,David Lee Roth,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'metal', 'neo classical metal', 'rock']"
5608,David Leisner,male,American_male_guitarists,David Leisner,['classical guitar']
5609,David Leonard,male,American_male_guitarists,David Leonard,"['anthem worship', 'ccm', 'christian pop']"
5610,David Lichens,male,American_male_guitarists,none,none
5611,David Lindgren,male,Swedish_male_singers,David Lindgren,"['europop', 'swedish pop']"
5612,David Lindley,male,American_male_guitarists,David Lindley,"['arab folk', 'roots rock']"
5613,David Lloyd,male,English_male_singers,David Lloyd-Jones,['orchestral performance']
5614,David Longstreth,male,American_male_guitarists,David Longstreth,[]
5615,David Lowery,male,American_male_guitarists,David Lowery,[]
5616,David Lynn Jones,male,American_country_singers,none,none
5617,David M. Allen,male,English_male_singers,David M. Allen,[]
5618,David M. Bailey,male,American_male_guitarists,David M. Bailey,[]
5619,David Malachowski,male,American_male_guitarists,David Malachowski,[]
5620,David Mansfield,male,American_male_guitarists,David Mansfield,[]
5621,David Marks,male,American_male_guitarists,David Marks & The Marksmen,[]
5622,David Massengill,male,American_male_singers,David Massengill,['contemporary folk']
5623,David Matheson,male,Canadian_male_singers,none,none
5624,David McAlmont,male,English_male_singers,David McAlmont,[]
5625,David McComb,male,Australian_male_singers,David McComb,[]
5626,David McCormack,male,Australian_male_singers,David McCormack,[]
5627,David McEnery,male,American_country_singers,none,none
5628,David Mead,male,American_male_singer-songwriters,David Mead,['acoustic pop']
5629,David Michael Bennett,male,American_male_guitarists,David Michael Bennett,['steampunk']
5630,David Miller,male,American_country_singers,Aaron David Miller,[]
5631,David Miner,male,American_male_guitarists,David Miner,[]
5632,David Morris,male,American_male_singer-songwriters,David Morris,[]
5633,David Morse,male,American_male_singers,David Morse,[]
5634,David Myles,male,Canadian_male_singers,David Myles,['canadian folk']
5635,David Nail,male,American_country_singers,David Nail,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']"
5636,David Nelson,male,American_male_guitarists,David Nelson Band,[]
5637,David Newman,male,American_male_singers,David Newman,[]
5638,David Nigger,male,Male_guitarists,none,none
5639,David Oh,male,American_male_singers,David Ohanian,[]
5640,David Oliver,male,American_male_singers,David Oliver,[]
5641,David Olney,male,American_country_singers,David Olney,"['folk', 'traditional folk']"
5642,David Otero,male,Male_guitarists,David Otero,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish rock']"
5643,David Ouimet,male,American_male_singers,none,none
5644,David Pack,male,American_male_guitarists,David Pack,"['deep soft rock', 'yacht rock']"
5645,David Pajo,male,American_male_guitarists,none,none
5646,David Palmer,male,American_male_singer-songwriters,David Palmer,[]
5647,David Paton,male,Male_guitarists,David Paton,[]
5648,David Patterson,male,American_male_guitarists,Davidra Patterson,[]
5649,David Paul Campbell,male,American_male_guitarists,none,none
5650,David Penner,male,American_male_guitarists,none,none
5651,David Pickvance,male,English_male_composers,none,none
5652,David Plummer,male,English_male_singers,John Archambault and David Plummer,"[""children's music"", 'nursery']"
5653,David Pomeranz,male,American_male_singers,David Pomeranz,"['classic opm', 'opm', 'soft rock']"
5654,David Potts,male,English_male_singers,David Potts,[]
5655,David Price,male,American_male_guitarists,David Arnold & Michael Price,['soundtrack']
5656,David Raleigh,male,American_male_singer-songwriters,David Raleigh,[]
5657,David Rawlings,male,American_male_guitarists,David Rawlings,['new england americana']
5658,David Ray Stephens,male,American_male_guitarists,none,none
5659,David Rea,male,American_male_guitarists,David Read,[]
5660,David Readman,male,English_male_singers,David Readman,['melodic hard rock']
5661,David Reilly,male,American_male_singers,David Reilly,[]
5662,David Roback,male,American_male_guitarists,none,none
5663,David Rodriguez,male,American_country_singers,David Rodriguez,[]
5664,David Rogers,male,American_country_singers,David Rogers,[]
5665,David Rovics,male,American_male_singer-songwriters,David Rovics,"['folk punk', 'traditional folk']"
5666,David Ruffin,male,African-American_male_singers,David Ruffin,"['classic soul', 'motown', 'quiet storm', 'soul']"
5667,David Rush,male,African-American_male_rappers,David Rush,[]
5668,David Ryan Harris,male,American_male_guitarists,David Ryan Harris,"['acoustic pop', 'neo mellow']"
5669,David Scott Stone,male,American_male_guitarists,David Scott Stone,[]
5670,David Sereda,male,Canadian_male_singers,David Sereda,[]
5671,David Shankle,male,American_male_guitarists,David Shankle,[]
5672,David Shelley,male,American_male_guitarists,David Shelley Ensemble,['christian relaxative']
5673,David Skinner,male,English_male_singers,David Skinner,[]
5674,David Slater,male,American_country_singers,David Slater,[]
5675,David Sneddon,male,Scottish_male_singers,none,none
5676,David Soul,male,American_male_singers,David Soul,"['bubblegum pop', 'soft rock']"
5677,David Spinozza,male,American_male_guitarists,David Spinozza,[]
5678,David Starobin,male,American_male_guitarists,David Starobin,['classical guitar']
5679,David Steinhart,male,American_male_singer-songwriters,David Steinhart,[]
5680,David Strackany,male,American_male_guitarists,none,none
5681,David Street,male,American_male_singers,Sesame Street's David,[]
5682,David Sylvian,male,English_male_singer-songwriters,David Sylvian,"['art pop', 'art rock', 'experimental rock', 'fourth world', 'melancholia', 'new romantic', 'new wave', 'new wave pop']"
5683,David T. Walker,male,American_male_guitarists,David T. Walker,['jazz blues']
5684,David Tanenbaum,male,American_male_guitarists,David Tanenbaum,['classical guitar']
5685,David Thomas,male,American_male_singers,David Thomas,[]
5686,David Thomas Broughton,male,Male_guitarists,David Thomas Broughton,['freak folk']
5687,David Thompson,male,Canadian_male_singers,David Thompson,[]
5688,David Thrussell,male,Australian_male_singers,David Thrussell,[]
5689,David Torn,male,American_male_guitarists,David Torn,"['dark jazz', 'ecm-style jazz', 'jazz guitar']"
5690,David Tronzo,male,American_male_guitarists,David Tronzo,[]
5691,David Urwitz,male,Swedish_male_singers,David Urwitz,['classic swedish pop']
5692,David Van Day,male,English_male_singers,David Van Day,[]
5693,David Van De Pitte,male,American_male_guitarists,none,none
5694,David Vanian,male,English_male_singers,none,none
5695,David Vincent,male,American_male_guitarists,Vincent David,['classical saxophone']
5696,David W. Ross,male,English_male_singers,David William Ross,[]
5697,David Watson,male,English_male_singers,David Watson,[]
5698,David Wayne,male,American_male_singers,David Wayne,[]
5699,David Werner,male,American_male_guitarists,David Werner,[]
5700,David Westlake,male,English_male_singers,David Westlake,[]
5701,David White,male,American_male_singer-songwriters,David White,[]
5702,David Whitfield,male,English_male_singers,David Whitfield,['deep adult standards']
5703,David Wiffen,male,English_male_singers,David Wiffen,['cosmic american']
5704,David Wilcox,male,American_male_guitarists,David Wilcox,['folk']
5705,David Williams,male,American_male_guitarists,David Williams,[]
5706,David Wills,male,American_country_singers,David Wills,[]
5707,David Wm. Sims,male,American_male_guitarists,none,none
5708,David Woodcock,male,English_male_singers,David Woodcock,[]
5709,David Wrench,male,Welsh_male_singers,David Wrench,[]
5710,David Young,male,American_male_guitarists,David Young,['atmosphere']
5711,David Yow,male,American_male_singers,David Yow,[]
5712,David Zed,male,American_male_singers,"Voodoo Dob,Zed Kayode Olasehinde,Matthew David Wilkins",[]
5713,Davide Barbieri,male,Male_songwriters,none,none
5714,Davide Tiso,male,Male_guitarists,Davide Tiso,[]
5715,Davie Allan,male,American_male_guitarists,Davie Allan & The Arrows,"['classic garage rock', 'surf music']"
5716,Davina,female,American_female_singers,Davina Michelle,"['dutch pop', 'dutch rock']"
5717,Davis Daniel,male,American_country_singers,Daniel Davis,[]
5718,Davitt Sigerson,male,American_male_singer-songwriters,Davitt Sigerson,[]
5719,Davy Jones,male,English_male_singers,Davy Jones,['bubblegum pop']
5720,Davy Knowles,male,Male_guitarists,Davy Knowles,"['isle of man indie', 'modern blues rock']"
5721,Dawayne Bailey,male,American_male_guitarists,none,none
5722,Dawen,male,American_male_singer-songwriters,Dawen Wang,['mandopop']
5723,Dawin,male,American_male_singer-songwriters,Dawin,['nyc pop']
5724,Dawn Hampton,female,American_female_singer-songwriters,Dawn Hampton,[]
5725,Dawn Landes,female,American_female_singer-songwriters,Dawn Landes,"['indie folk', 'new americana']"
5726,Dawn Langstroth,female,Canadian_female_pop_singers,Dawn Langstroth,[]
5727,Dawn Richard,female,African-American_female_singers,Dawn Richard,"['alternative r&b', 'deep pop r&b', 'escape room', 'hip pop', 'indie r&b', 'post-teen pop', 'r&b', 'urban contemporary']"
5728,Dawn Sears,female,American_female_country_singers,Dawn Sears,['deep contemporary country']
5729,Dawn Silva,female,African-American_female_singers,Dawn Silva,[]
5730,Dawn Tallman,female,African-American_female_singers,Dawn Tallman,[]
5731,Dax Riggs,male,American_male_singer-songwriters,Dax Riggs,[]
5732,Daya,female,American_female_pop_singers,Daya,"['dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop', 'tropical house', 'viral pop']"
5733,Dayna Kurtz,female,American_female_singer-songwriters,Dayna Kurtz,[]
5734,Dayna Manning,female,Canadian_female_pop_singers,Dayna Manning,['lilith']
5735,Daz Dillinger,male,African-American_male_rappers,Daz Dillinger,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap', 'west coast trap']"
5736,Daz Sampson,male,English_male_singers,none,none
5737,Dazzie Dee,male,African-American_male_rappers,Dazzie Dee,['deep g funk']
5738,DbClifford,male,Canadian_male_singers,dbClifford,[]
5739,De'Adre Aziza,female,American_female_singers,none,none
5740,DeFord Bailey,male,American_country_singers,Deford Bailey,"['country blues', 'harmonica blues', 'traditional country']"
5741,DeStorm Power,male,African-American_male_rappers,DeStorm Power,['viral pop']
5742,DeWayne McKnight,male,American_male_guitarists,none,none
5743,Dea Norberg,female,Swedish_female_singers,Dea Norberg,[]
5744,Deacon John Moore,male,American_male_guitarists,none,none
5745,Deacon the Villain,male,American_male_rappers,Deacon The Villain,['underground rap']
5746,Deakin,male,American_male_guitarists,Los Deakino,['cumbia sonidera']
5747,Dean Aicher,male,American_male_guitarists,none,none
5748,Dean Alexander,male,American_country_singers,Dean Alexander,[]
5749,Dean Bernardini,male,American_male_guitarists,none,none
5750,Dean Blunt,male,English_male_singer-songwriters,Dean Blunt,"['art pop', 'chamber psych', 'collage pop', 'escape room', 'experimental pop', 'fluxwork', 'freak folk', 'outsider house', 'uk experimental electronic']"
5751,Dean Brody,male,Canadian_male_singers,Dean Brody,"['canadian contemporary country', 'canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
5752,Dean Brown,male,American_male_guitarists,Dean Brown,"['deep jazz fusion', 'jazz fusion', 'modern funk']"
5753,Dean DeLeo,male,American_male_guitarists,Dean Deleo,[]
5754,Dean Dillon,male,American_country_singers,Dean Dillon,[]
5755,Dean Edwards,male,American_male_singers,Dean Edwards,[]
5756,Dean Felber,male,American_male_guitarists,none,none
5757,Dean Ford,male,Scottish_male_singers,Dean Ford,[]
5758,Dean Friedman,male,American_male_guitarists,Dean Friedman,['soft rock']
5759,Dean Geyer,male,Australian_male_singers,Dean Geyer,[]
5760,Dean Magraw,male,American_male_guitarists,Dean Magraw,['fingerstyle']
5761,Dean Martin,male,American_crooners,Dean Martin,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']"
5762,Dean McTaggart,male,Canadian_male_singers,Dean McTaggart,[]
5763,Dean Menta,male,American_male_guitarists,none,none
5764,Dean Miller,male,American_country_singers,Dean Miller,[]
5765,Dean Parks,male,American_male_guitarists,Deantoni Parks,['experimental percussion']
5766,Dean Parrish,male,American_male_singers,Dean Parrish,['northern soul']
5767,Dean Paul Martin,male,American_male_singers,none,none
5768,Dean Pleasants,male,American_male_guitarists,none,none
5769,Dean Ray,male,Australian_male_singers,Dean Ray,['australian talent show']
5770,Dean Roland,male,American_male_guitarists,none,none
5771,Dean Saunders,male,English_male_singers,Dean Saunders,[]
5772,Dean Schlabowske,male,American_male_guitarists,Dean Schlabowske,[]
5773,Dean Taylor,male,American_male_guitarists,R. Dean Taylor,"['motown', 'northern soul']"
5774,Dean Tuftin,male,Canadian_male_singers,none,none
5775,Dean Turner,male,Male_guitarists,Min. Deandre Turner,[]
5776,Dean Vegas,male,Australian_male_singers,Dean Vegas,[]
5777,Dean Ween,male,American_male_guitarists,Dean Ween Group,[]
5778,Deana Carter,female,American_female_country_singers,Deana Carter,"['country', 'country dawn']"
5779,Deanna Durbin,female,Canadian_female_pop_singers,Deanna Durbin,['vintage hollywood']
5780,Dear Frederic,male,Canadian_male_singers,Dear Frederic,[]
5781,Deathprod,male,Male_guitarists,Deathprod,"['ambient', 'drone', 'mandible', 'norwegian experimental', 'norwegian psychedelic', 'sound art', 'warm drone']"
5782,Deb Lyons,female,American_female_singers,Deb Lyons,[]
5783,Deb Obarski,female,American_female_singers,none,none
5784,Deb Talan,female,American_female_singer-songwriters,Deb Talan,"['folk', 'lilith']"
5785,Debbi Peterson,female,American_female_singers,Debbi Peterson,[]
5786,Debbie Burton,female,American_female_singers,none,none
5787,Debbie Cameron,female,American_female_singers,Debbie Cameron,[]
5788,Debbie Davies,female,American_female_guitarists,Debbie Davies,"['electric blues', 'modern blues']"
5789,Debbie Dean,female,American_female_singers,Debbie Dean,[]
5790,Debbie Deb,female,American_female_singers,Debbie Turner,['show tunes']
5791,Debbie Friedman,female,American_female_singer-songwriters,Debbie Friedman,['judaica']
5792,Debbie Gibson,female,American_female_singer-songwriters,Debbie Gibson,"['new wave pop', 'pop rock', 'soft rock']"
5793,Debbie Gravitte,female,American_female_singers,Debbie Gravitte,[]
5794,Debbie Harry,female,American_female_pop_singers,Debbie Harry,['new wave pop']
5795,Debbie Horton,female,American_female_guitarists,none,none
5796,Debbie Jacobs,female,American_female_singers,Debbie Jacobs,['deep disco']
5797,Debbie Kurup,female,English_female_singers,Debbie Kurup,[]
5798,Debbie Loeb,female,American_female_singer-songwriters,Debbie Loeb,['deep vocal house']
5799,Debbie Reynolds,female,American_female_pop_singers,Debbie Reynolds,['vintage hollywood']
5800,Debbie Weems,female,American_female_singers,none,none
5801,Debby Boone,female,American_female_country_singers,Debby Boone,['bubblegum pop']
5802,Debby Ryan,female,American_female_singer-songwriters,Debby Ryan,['post-teen pop']
5803,Debelah Morgan,female,American_female_singer-songwriters,Debelah Morgan,['urban contemporary']
5804,Debi Doss,female,American_female_singers,Debi Doss,[]
5805,Debi Smith,female,American_female_singers,Debi Smith,[]
5806,Deborah Allen,female,American_female_country_singers,Deborah Allen,"['country dawn', 'deep contemporary country']"
5807,Deborah Anderson,female,English_female_singers,Deborah Anderson,[]
5808,Deborah Bonham,female,English_female_singers,Deborah Bonham,['british blues']
5809,Deborah Coleman,female,American_female_guitarists,Deborah Coleman,"['electric blues', 'modern blues']"
5810,Deborah Cooper,female,African-American_female_singer-songwriters,Deborah Cooper,"['diva house', 'tribal house', 'vocal house']"
5811,Deborah Cox,female,Canadian_female_pop_singers,Deborah Cox,"['canadian pop', 'hip pop', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary', 'vocal house']"
5812,Deborah Falconer,female,American_female_singers,Deborah Falconer,[]
5813,Deborah Gray,female,Australian_female_singers,Deborah Katchko-Gray,[]
5814,Deborah Holland,female,American_female_guitarists,Deborah Holland,[]
5815,Deborah Lippmann,female,American_female_singers,Deborah Lippmann,[]
5816,Deborah Woodson,female,American_female_singers,Deborah Woodson,[]
5817,Deborahe Glasgow,female,English_female_singers,Deborahe Glasgow,['lovers rock']
5818,Debra Arlyn,female,American_female_singer-songwriters,Debra Arlyn,[]
5819,Debra Byrd,female,American_female_singers,Debra Byrd,[]
5820,Debra Byrne,female,Australian_female_pop_singers,Debra Byrnes,[]
5821,Debra Cowan,female,American_female_singers,Debra Cowan,[]
5822,Debra Laws,female,American_female_singer-songwriters,Debra Laws,['urban contemporary']
5823,Deby Medrez Pier,female,American_female_singers,Deby Medrez Pier,[]
5824,Declan Bennett,male,English_male_singers,Declan Bennett,[]
5825,Declan Galbraith,male,English_male_singers,Declan Galbraith,[]
5826,Declan McKenna,male,English_male_singers,Declan McKenna,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']"
5827,Declan O'Rourke,male,Male_guitarists,Declan O'Rourke,"['irish rock', 'irish singer-songwriter']"
5828,Declan Sinnott,male,Male_guitarists,Declan Sinnott,[]
5829,Dee,male,Canadian_male_singers,Deep Sleep Music Collective,['sleep']
5830,Dee Alexander,female,American_female_singers,Dee Alexander,[]
5831,Dee Bell,female,American_female_jazz_singers,Bella Dee,[]
5832,Dee C. Lee,female,English_female_pop_singers,Dee C. Lee,[]
5833,Dee Clark,male,American_male_singers,Dee Clark,"['brill building pop', 'chicago soul', 'doo-wop', 'rhythm and blues']"
5834,Dee D. Jackson,female,English_female_singers,Dee D. Jackson,['italian disco']
5835,Dee Dee Bridgewater,female,African-American_female_singers,Dee Dee Bridgewater,"['contemporary vocal jazz', 'jazz blues', 'vocal jazz']"
5836,Dee Dee Phelps,female,American_female_singer-songwriters,none,none
5837,Dee Dee Ramone,male,American_male_guitarists,Dee Dee Ramone,[]
5838,Dee Dee Sharp,female,American_female_singers,Dee Dee Sharp,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'philly soul', 'rhythm and blues']"
5839,Dee Dee Warwick,female,American_female_singers,Dee Dee Warwick,['brill building pop']
5840,Dee Demirbag,female,Swedish_female_singers,none,none
5841,Dee Edwards,female,American_female_singers,Dee Edwards,[]
5842,Dee Murray,male,English_male_singers,Deer Murray,[]
5843,Dee Snider,male,American_male_singers,Dee Snider,['glam metal']
5844,Dee-1,male,African-American_male_rappers,Dee-1,"['christian hip hop', 'christian trap']"
5845,Deemi,female,American_female_singers,Deemic,[]
5846,Deena Payne,female,English_female_singers,none,none
5847,Deesha,female,Canadian_female_singers,Deesha,[]
5848,Deetah,female,British_female_singers,Deetah,['uk garage']
5849,Deezer D,male,African-American_male_rappers,Big Deezer,[]
5850,Def Jef,male,African-American_male_rappers,Def Jef,['harlem hip hop']
5851,Defari,male,African-American_male_rappers,Defari,[]
5852,Deidre McCalla,female,African-American_female_singer-songwriters,Deidre McCalla,[]
5853,Deirdre Flint,female,American_female_singers,Deirdre Flint,[]
5854,Deirdre Shannon,female,Irish_female_singers,Deirdre Shannon,[]
5855,Deitra Farr,female,American_female_singer-songwriters,Deitra Farr,['soul blues']
5856,Deke Arlon,male,English_male_singers,none,none
5857,Deke Dickerson,male,American_male_guitarists,Deke Dickerson,"['neo-rockabilly', 'rockabilly']"
5858,Deke Sharon,male,American_male_singers,Deke Sharon,[]
5859,Del Barber,male,Male_guitarists,Del Barber,"['canadian country', 'canadian singer-songwriter', 'manitoba country', 'manitoba indie']"
5860,Del Casher,male,American_male_guitarists,Del Casher,[]
5861,Del Delker,female,American_female_singers,Del Delker,[]
5862,Del Marquis,male,American_male_guitarists,Del Marquis,[]
5863,Del McCoury,male,American_country_singers,The Del McCoury Band,"['appalachian folk', 'bluegrass', 'jam band', 'old-time', 'progressive bluegrass']"
5864,Del Palmer,male,English_male_singers,Del Palmer,[]
5865,Del Reeves,male,American_country_singers,Del Reeves,"['cowboy western', 'truck-driving country']"
5866,Del Rendon,male,American_male_guitarists,Del Rendon,[]
5867,Del Rey,female,American_female_guitarists,Lana Del Rey,"['art pop', 'pop']"
5868,Del Wood,male,American_country_singers,Del Wood,"['honky-tonk piano', 'old west', 'ragtime']"
5869,Del the Funky Homosapien,male,African-American_male_rappers,Del The Funky Homosapien,"['alternative hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap', 'turntablism']"
5870,Delaney Bramlett,male,American_male_guitarists,Delaney Bramlett,[]
5871,Delaney Davidson,male,Male_guitarists,Delaney Davidson,"['gothic americana', 'nz folk', 'nz singer-songwriter']"
5872,Delaney Gibson,female,American_female_singer-songwriters,Delaney Gibson,[]
5873,Delbert McClinton,male,American_country_singers,Delbert McClinton,"['blues', 'blues rock', 'country rock', 'electric blues', 'harmonica blues', 'modern blues', 'roots rock', 'texas country']"
5874,Dele Sosimi,male,English_male_singers,Dele Sosimi,['afrobeat']
5875,Delia Murphy,female,Irish_female_singers,Delia Murphy,['irish ballad']
5876,Delilah,female,English_female_singers,Delilah Montagu,['british singer-songwriter']
5877,Delisa Newton,female,American_female_singers,none,none
5878,Della Griffin,female,American_female_singers,Della Griffin,[]
5879,Della Reese,female,African-American_female_singers,Della Reese,['vocal jazz']
5880,Dellamarie Parrilli,female,American_female_singers,none,none
5881,Delores Holmes,female,American_female_singers,none,none
5882,Delroy Pearson,male,English_male_singers,none,none
5883,Delta Goodrem,female,Australian_female_pop_singers,Delta Goodrem,"['australian pop', 'dance pop', 'europop']"
5884,Delvene Delaney,female,Australian_female_singers,none,none
5885,Demetria McKinney,female,African-American_female_singers,Demetria McKinney,[]
5886,Demetrio Stratos,male,Male_songwriters,Demetrio Stratos,['experimental vocal']
5887,Demi Lovato,female,American_female_pop_singers,Demi Lovato,"['dance pop', 'pop', 'post-teen pop']"
5888,Demrick,male,American_male_rappers,Demrick,"['deep underground hip hop', 'underground hip hop']"
5889,Dena DeRose,female,American_female_jazz_singers,Dena DeRose,['contemporary vocal jazz']
5890,Dena Kaplan,female,Australian_female_singers,none,none
5891,Dena Tauriello,female,American_female_guitarists,Dena Tauriello,[]
5892,Denez Prigent,male,French_male_singers,Denez Prigent,['breton folk']
5893,Deni Bonet,female,American_female_singer-songwriters,Deni Bonet,[]
5894,Deni Hines,female,Australian_female_pop_singers,Deni Hines,"['australian dance', 'australian pop']"
5895,Deniece Williams,female,American_female_singers,Deniece Williams,"['classic soul', 'disco', 'funk', 'motown', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
5896,Denis Bélanger,male,Canadian_male_singers,Denis Belanger,[]
5897,Denis King,male,English_male_singers,Denise King,['contemporary vocal jazz']
5898,Denis Walter,male,Australian_male_singers,Denis Walter,[]
5899,Denise Darcel,female,American_female_singers,none,none
5900,Denise Donatelli,female,American_female_jazz_singers,Denise Donatelli,['deep vocal jazz']
5901,Denise Drysdale,female,Australian_female_singers,none,none
5902,Denise Eisenberg Rich,female,American_female_singer-songwriters,none,none
5903,Denise LaSalle,female,American_female_singers,Denise LaSalle,"['classic soul', 'soul', 'soul blues', 'southern soul', 'southern soul blues']"
5904,Denise Lopez,female,American_female_singers,Denise Lopez,[]
5905,Denise Lor,female,American_female_singers,Denise Lorenz,[]
5906,Denise Marsa,female,American_female_singer-songwriters,Denise Marsa,[]
5907,Denise McCann,female,American_female_singers,none,none
5908,Denise Murray,female,Canadian_female_singers,none,none
5909,Denise Nicholas,female,African-American_female_singers,none,none
5910,Denise Pearson,female,English_female_singers,Denise Pearson,[]
5911,Denison Witmer,male,American_male_singer-songwriters,Denison Witmer,[]
5912,Denizen Kane,male,American_male_rappers,Denizen Kane,[]
5913,Denmark Vessey,male,American_male_rappers,Denmark Vessey,['jazz rap']
5914,Dennis Agajanian,male,American_male_guitarists,Dennis Agajanian,[]
5915,Dennis Cahill,male,American_male_guitarists,Martin Hayes & Dennis Cahill,"['celtic', 'irish fiddle', 'irish folk', 'jig and reel']"
5916,Dennis Coffey,male,American_male_guitarists,Dennis Coffey,"['instrumental soul', 'jazz funk', 'rare groove']"
5917,Dennis Crosby,male,American_male_singers,Dennis Crosby,[]
5918,Dennis Danell,male,American_male_guitarists,none,none
5919,Dennis DeYoung,male,American_male_singer-songwriters,Dennis DeYoung,"['album rock', 'soft rock']"
5920,Dennis Dunaway,male,American_male_guitarists,Dennis Dunaway,[]
5921,Dennis Edwards,male,African-American_male_singers,Dennis Edwards,"['motown', 'quiet storm']"
5922,Dennis Eveland,male,American_male_guitarists,Dennis Eveland,[]
5923,Dennis Frederiksen,male,American_male_singers,none,none
5924,Dennis Kenney,male,American_male_singers,none,none
5925,Dennis Locorriere,male,American_male_guitarists,Dennis Locorriere,[]
5926,Dennis Lotis,male,English_male_singers,Dennis Lotis,[]
5927,Dennis Marcellino,male,American_male_singers,Dennis Marcellino,[]
5928,Dennis Morgan,male,American_male_singers,Morgan Dennison,[]
5929,Dennis Parlato,male,American_male_singers,Dennis Parlato,[]
5930,Dennis Provisor,male,American_male_singer-songwriters,none,none
5931,Dennis Rea,male,American_male_guitarists,Dennis Real,['indie deutschrap']
5932,Dennis Reksten,male,Male_guitarists,Dennis Reksten,[]
5933,Dennis Robbins,male,American_country_singers,Dennis Robbins,[]
5934,Dennis Sandole,male,American_male_guitarists,none,none
5935,Dennis Shryack,male,American_male_singers,none,none
5936,Dennis Stratton,male,English_male_singers,Dennis Stratton,[]
5937,Dennis Tufano,male,American_male_singers,Dennis Tufano,[]
5938,Dennis Waterman,male,British_male_singers,Dennis Waterman,[]
5939,Denny DeMarchi,male,Canadian_male_singers,none,none
5940,Denny Dennis,male,British_male_singers,Denny Dennis,['british dance band']
5941,Denny Dias,male,American_male_guitarists,Denny Dias,[]
5942,Denny Freeman,male,American_male_guitarists,Denny Freeman,"['blues-rock guitar', 'texas blues']"
5943,Denny Jiosa,male,American_male_guitarists,Denny Jiosa,[]
5944,Denny Walley,male,American_male_guitarists,Denny Walley,[]
5945,Denny Wright,male,Male_guitarists,Denny Wright & The Hot Club Of London,['jazz violin']
5946,Dent May,male,American_male_singers,Dent May,"['indie fuzzpop', 'mississippi indie']"
5947,Denver Dalley,male,American_male_singers,none,none
5948,Denys Baptiste,male,English_male_composers,Denys Baptiste,['british jazz']
5949,Denyse Tontz,female,American_female_singer-songwriters,Denyse Tontz,[]
5950,Denzel Curry,male,African-American_male_rappers,Denzel Curry,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'underground hip hop']"
5951,Deon Estus,male,American_male_guitarists,Deon Estus,[]
5952,Derek Bailey,male,Male_guitarists,Derek Bailey,"['avant-garde', 'avant-garde jazz', 'british experimental', 'free improvisation', 'free jazz', 'jazz guitar', 'tzadik']"
5953,Derek DeGrate,male,American_male_singers,Derek DeGrate,[]
5954,Derek DeSantis,male,American_male_guitarists,none,none
5955,Derek Dougan,male,English_male_singers,none,none
5956,Derek George,male,American_country_singers,George Baker and Derek Oldham,[]
5957,Derek Kern,male,American_male_singers,Kern Derek,[]
5958,Derek Miller,male,Canadian_male_singers,Derek Miller,['canadian blues']
5959,Derek Pascoe,male,English_male_singers,none,none
5960,Derek See,male,American_male_guitarists,Derek See,[]
5961,Derek Shulman,male,Scottish_male_singers,Derek Shulman,[]
5962,Derek St. Holmes,male,American_male_guitarists,Derek St. Holmes,[]
5963,Derek Trucks,male,American_male_guitarists,The Derek Trucks Band,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']"
5964,Derek Wadsworth,male,English_male_composers,Derek Wadsworth,[]
5965,Derek Webb,male,American_male_singer-songwriters,Derek Webb,"['christian indie', 'roots worship']"
5966,Derf Scratch,male,American_male_guitarists,none,none
5967,Deric Ruttan,male,Canadian_male_singers,Deric Ruttan,"['canadian country', 'country pop']"
5968,Derik Hultquist,male,American_male_singers,Derik Hultquist,[]
5969,Derri Daugherty,male,American_male_guitarists,Derri Daugherty,['worship']
5970,Derrick C. Brown,male,American_male_singer-songwriters,Derrick C. Brown,[]
5971,Derrick Green,male,American_male_guitarists,Derrick Green,[]
5972,Derrick Hodge,male,American_male_guitarists,Derrick Hodge,['neo r&b']
5973,Derrick Murdock,male,American_male_guitarists,none,none
5974,Derrick Stevens,male,American_male_singers,Derrick Stevenson,[]
5975,Derrick Tribbett,male,American_male_guitarists,none,none
5976,Deryck Whibley,male,Canadian_male_singers,none,none
