,artist,gender,retrieved,genre
0,Billy Joe Royal,male,https://en.wikipedia.org/wiki/Billy_Joe_Royal,"Rock and roll, Country music, Gospel music"
1,Inés Gaviria,female,https://en.wikipedia.org/wiki/Inés_Gaviria,"Latin pop, Pop rock"
2,Tha Realest,male,https://en.wikipedia.org/wiki/Tha_Realest,Hip hop music
3,Mr. Lif,male,https://en.wikipedia.org/wiki/Mr._Lif,"Hip hop music, Alternative hip hop, Political hip hop"
4,Clarice Mayne,female,https://en.wikipedia.org/wiki/Clarice_Mayne,"Music hall, Variety theatre"
5,Randy Newman,male,https://en.wikipedia.org/wiki/Randy_Newman,"Rock music, Pop music, R&amp;B, Americana (music)"
6,Dallas Taylor,male,https://en.wikipedia.org/wiki/Dallas_Taylor_(musician),"Southern metal, Metalcore, Post-hardcore, Death metal"
7,Gary Beach,male,none,none
8,Prof,male,https://en.wikipedia.org/wiki/Prof_(rapper),"Hip hop music, Alternative hip hop"
9,Maureen Forrester,female,none,none
10,Lauren Passarelli,female,https://en.wikipedia.org/wiki/Lauren_Passarelli,"Pop-rock, Instrumental"
11,Connie Mitchell,female,https://en.wikipedia.org/wiki/Connie_Mitchell,"Electropop, Electronic dance music"
12,Alan Jackson,male,https://en.wikipedia.org/wiki/Alan_Jackson,"Country music, Bluegrass music, Gospel music"
13,ZZ Ward,female,https://en.wikipedia.org/wiki/ZZ_Ward,"Blues rock, Contemporary R&amp;B, Pop rock, Blue-eyed soul"
14,Sophia Churney,female,https://en.wikipedia.org/wiki/Sophia_Churney,"Indie (music), Pop music"
15,Tess Mattisson,female,https://en.wikipedia.org/wiki/Tess_Mattisson,"Dance music, Pop music"
16,Luther Kent,male,https://en.wikipedia.org/wiki/Luther_Kent,"Blues, Rhythm and Blues, Gospel music"
17,Jean Guidoni,male,https://en.wikipedia.org/wiki/Jean_Guidoni,"French pop music, Pop/Rock"
18,Billy Mohler,male,none,none
19,Maggie Estep,female,none,none
20,Ian Hunter,male,https://en.wikipedia.org/wiki/Ian_Hunter_(musician),"Rock music, Hard rock, Glam rock"
21,Victor Lundin,male,none,none
22,Patrick Sky,male,none,none
23,Paul Stookey,male,https://en.wikipedia.org/wiki/Paul_Stookey,Folk music
24,Billy Magnussen,male,none,none
25,Nita Strauss,female,https://en.wikipedia.org/wiki/Nita_Strauss,"Heavy metal music, Hard rock, Tribute act, Instrumental metal, Deathcore"
26,Stacey Kent,female,https://en.wikipedia.org/wiki/Stacey_Kent,"Jazz, Vocal jazz"
27,Melissa Hannan,female,none,none
28,Mitch MacDonald,male,https://en.wikipedia.org/wiki/Mitch_MacDonald,"Folk music, Indie music"
29,Bernard Seigal,male,https://en.wikipedia.org/wiki/Bernard_Seigal,"Rock and roll, Rockabilly"
30,David Nigger,male,none,none
31,Kendra Ross,female,https://en.wikipedia.org/wiki/Kendra_Ross,"Contemporary R&amp;B, Soul music, Neo soul, Jazz, Gospel music, Hip hop music"
32,Big Daddy Kinsey,male,none,none
33,Meredith Sheldon,female,https://en.wikipedia.org/wiki/Meredith_Sheldon,"Rock music, Alternative music, Grunge, Indie rock, Pop rock"
34,Thomas Zwijsen,male,https://en.wikipedia.org/wiki/Thomas_Zwijsen,"Classical music, Flamenco, Heavy metal music, Instrumental rock, Progressive rock, Jazz fusion"
35,Alexandra Burke,female,https://en.wikipedia.org/wiki/Alexandra_Burke,"Contemporary R&amp;B, Pop music, Soul music"
36,Gianfranco Baldazzi,male,none,none
37,Dave Brock,male,https://en.wikipedia.org/wiki/Dave_Brock,"Space rock, Progressive rock"
38,Omar Wilson,male,none,none
39,Gordon Fraser,male,none,none
40,Reba McEntire,female,https://en.wikipedia.org/wiki/Reba_McEntire,Country music
41,Scott Frew,male,none,none
42,Major Matt Mason USA,male,https://en.wikipedia.org/wiki/Major_Matt_Mason_USA,"Anti-folk, Do it yourself"
43,Draen Ri?l,male,none,none
44,Dave McCabe,male,https://en.wikipedia.org/wiki/Dave_McCabe,"Indie Music, Rock music"
45,Tim Malchak,male,https://en.wikipedia.org/wiki/Tim_Malchak,"Country music, Christian music"
46,Kim Warnick,female,none,none
47,Kym Marsh,female,https://en.wikipedia.org/wiki/Kym_Marsh,"Pop music, Rock music"
48,Norman Walker,male,none,none
49,Jeff Coopwood,male,none,none
50,Jennifer DiNoia,female,none,none
51,Chad Kroeger,male,https://en.wikipedia.org/wiki/Chad_Kroeger,"Post-grunge, Hard rock, Heavy metal music, Pop rock, Alternative rock, Alternative metal"
52,Dave Walker,male,https://en.wikipedia.org/wiki/Dave_Walker,"R&amp;B, Blues, Heavy metal music"
53,Elli Erl,female,https://en.wikipedia.org/wiki/Elli_Erl,Pop (music)
54,Angelo Moore,male,https://en.wikipedia.org/wiki/Angelo_Moore,"Alternative rock, Funk metal, Ska punk, Spoken word, Reggae Rock, Ska"
55,Paulo Martelli,male,none,none
56,Jan Johansen,male,none,none
57,Ben Sures,male,none,none
58,Michael Henderson,male,https://en.wikipedia.org/wiki/Michael_Henderson,"R&amp;B, Jazz, Funk music, Soul music, Pop music"
59,Josh Krajcik,male,https://en.wikipedia.org/wiki/Josh_Krajcik,Blues
60,Christophe Maé,male,https://en.wikipedia.org/wiki/Christophe_Maé,
61,Joe Seneca,male,none,none
62,June Carter Cash,female,https://en.wikipedia.org/wiki/June_Carter_Cash,"Country music, Folk music, Americana (music), Gospel music, Appalachian music, Country folk"
63,Katharine Blake,female,none,none
64,Peter Brown,male,https://en.wikipedia.org/wiki/Peter_Brown_(singer),"Electronic music, Disco, Post-disco, Funk, Electronic dance music"
65,Marita Black,female,none,none
66,Milan Christopher,male,https://en.wikipedia.org/wiki/Milan_Christopher,Hip hop music
67,Chandler Roberts,female,https://en.wikipedia.org/wiki/Chandler_Roberts,"Contemporary worship music, Contemporary Christian music"
68,Ralph Stanley,male,https://en.wikipedia.org/wiki/Ralph_Stanley,"Bluegrass music, Old-time music, American folk music"
69,Matthew Murphy,male,https://en.wikipedia.org/wiki/Matthew_Murphy,"Indie rock, Pop rock"
70,Brendon McNichol,male,none,none
71,Hanan Rubinstein,male,none,none
72,Swen Swenson,male,none,none
73,Gloria,female,none,none
74,Jessa,female,none,none
75,Rob Rock,male,https://en.wikipedia.org/wiki/Rob_Rock,"Heavy metal music, Hard rock, Power metal, Speed metal, Symphonic metal, Neoclassical metal, Christian rock, Christian metal"
76,Yvonne Elliman,female,https://en.wikipedia.org/wiki/Yvonne_Elliman,"Broadway musicals, Disco, Pop music"
77,Andrew Adkins,male,none,none
78,Tchavolo Schmitt,male,https://en.wikipedia.org/wiki/Tchavolo_Schmitt,Jazz
79,Jimmy Clanton,male,https://en.wikipedia.org/wiki/Jimmy_Clanton,"Rhythm and blues, Swamp pop"
80,Frankie Avalon,male,https://en.wikipedia.org/wiki/Frankie_Avalon,"Pop music, Rock and roll, Swing music, Jazz"
81,Chingy,male,https://en.wikipedia.org/wiki/Chingy,Hip hop music
82,Daisha McBride,female,https://en.wikipedia.org/wiki/Daisha_McBride,"Hip Hop music, Contemporary R&amp;B"
83,Geneviève Castrée,female,https://en.wikipedia.org/wiki/Geneviève_Castrée,"Indie rock, Indie folk, Lo-fi music"
84,Duncan Campbell,male,https://en.wikipedia.org/wiki/Duncan_Campbell_(musician),"Easy listening, Instrumental, Jazz, Big band"
85,Jon Oliva,male,https://en.wikipedia.org/wiki/Jon_Oliva,"Heavy metal music, Progressive metal, Symphonic metal"
86,Nathan Chapman,male,none,none
87,Artur Rojek,male,https://en.wikipedia.org/wiki/Artur_Rojek,Rock music
88,Jared Louche,male,https://en.wikipedia.org/wiki/Jared_Louche,Industrial rock
89,Emily Bauer,female,none,none
90,Al Wilson,male,https://en.wikipedia.org/wiki/Al_Wilson_(singer),"Rhythm and blues, Soul music"
91,Bill Whitten,male,https://en.wikipedia.org/wiki/Bill_Whitten,Alternative rock
92,Toby Slater,male,none,none
93,Birgit Finnilä,female,none,none
94,San Quinn,male,https://en.wikipedia.org/wiki/San_Quinn,Hip hop music
95,Jewel Akens,male,none,none
96,Natalie Gauci,female,https://en.wikipedia.org/wiki/Natalie_Gauci,"Jazz, Pop music, Soul music, Dance music, House music, Electronic music"
97,Barry Stanton,male,https://en.wikipedia.org/wiki/Barry_Stanton,Rock and roll
98,Molly Sterling,female,https://en.wikipedia.org/wiki/Molly_Sterling,Alternative rock
99,Martin Quittenton,male,none,none
100,Daniel Lindström,male,https://en.wikipedia.org/wiki/Daniel_Lindström,
101,List of American female country singers,female,none,none
102,Cliff Richard,male,https://en.wikipedia.org/wiki/Cliff_Richard,"Pop rock, Rock and roll, Contemporary Christian music"
103,Greg Godovitz,male,https://en.wikipedia.org/wiki/Greg_Godovitz,Hard rock
104,Beth Gibbons,female,https://en.wikipedia.org/wiki/Beth_Gibbons,"Trip hop, Folk music, Alternative rock, Baroque pop, Dance pop, Experimental pop"
105,Lenine,male,https://en.wikipedia.org/wiki/Lenine_(musician),"Música popular brasileira, Alternative rock, Brazilian rock, Blues, Samba, Manguebeat, Frevo, Maracatu"
106,Vince Gill,male,https://en.wikipedia.org/wiki/Vince_Gill,"Country music, Country pop"
107,Carol Fran,female,https://en.wikipedia.org/wiki/Carol_Fran,"Electric blues, Soul blues, Swamp pop"
108,Christy Baron,female,https://en.wikipedia.org/wiki/Christy_Baron,"Jazz, Pop music"
109,Richard Laviolette,male,https://en.wikipedia.org/wiki/Richard_Laviolette,"Acoustic rock, Alternative country, Folk rock"
110,RM Hubbert,male,https://en.wikipedia.org/wiki/RM_Hubbert,"Acoustic guitar, Flamenco, Post-rock, Punk rock"
111,Natasha Shneider,female,https://en.wikipedia.org/wiki/Natasha_Shneider,"Rock music, Alternative rock, Pop music"
112,Adam Levy,male,https://en.wikipedia.org/wiki/Adam_Levy,"Jazz, Pop music, Rock and roll"
113,PartyNextDoor,male,https://en.wikipedia.org/wiki/PartyNextDoor,"Alternative R&amp;B, Lo-fi music, Chillwave, Ambient music, Hip hop music, Contemporary R&amp;B"
114,Mr. Mike,male,https://en.wikipedia.org/wiki/Mr._Mike,Hip hop music
115,Claudio Celso,male,https://en.wikipedia.org/wiki/Claudio_Celso,"Brazilian jazz, Jazz fusion"
116,Lucille Starr,female,https://en.wikipedia.org/wiki/Lucille_Starr,Country music
117,David Street,male,none,none
118,Isaiah Toothtaker,male,https://en.wikipedia.org/wiki/Isaiah_Toothtaker,Alternative hip hop
119,Michael James Scott,male,none,none
120,Rick Jones,male,none,none
121,Alice Lon,female,none,none
122,Cara Luft,female,https://en.wikipedia.org/wiki/Cara_Luft,"Folk music, Americana (music)"
123,Dalton Rapattoni,male,https://en.wikipedia.org/wiki/Dalton_Rapattoni,"Alternative music, Alternative pop"
124,Audrey Assad,female,https://en.wikipedia.org/wiki/Audrey_Assad,Contemporary Christian music
125,Brooks Williams,male,https://en.wikipedia.org/wiki/Brooks_Williams,"American folk music, Classical guitar, Jazz, Blues"
126,Selena Gomez,female,https://en.wikipedia.org/wiki/Selena_Gomez,"Pop music, Dance-pop, Electropop"
127,John Schneiderman,male,none,none
128,Jacques Brautbar,male,none,none
129,Chalee Tennison,female,https://en.wikipedia.org/wiki/Chalee_Tennison,Country music
130,Stonewall Jackson,male,https://en.wikipedia.org/wiki/Stonewall_Jackson_(musician),"Country music, Honky-tonk"
131,Kevin Fowler,male,https://en.wikipedia.org/wiki/Kevin_Fowler,Country music
132,Mike Read,male,none,none
133,Bob Neuwirth,male,none,none
134,CajsaStina Åkerström,female,none,none
135,Stephan Said,male,none,none
136,Dave Knudson,male,none,none
137,Damond Jiniya,male,https://en.wikipedia.org/wiki/Damond_Jiniya,Metal Electronique (page does not exist)
138,José Antonio Rodríguez,male,https://en.wikipedia.org/wiki/José_Antonio_Rodríguez_(musician),Flamenco music
139,Michael Tait,male,https://en.wikipedia.org/wiki/Michael_Tait,"Contemporary Christian music, Christian rock"
140,Nelson Keene,male,none,none
141,B?a?ej Halski,male,none,none
142,Luca Princiotta,male,https://en.wikipedia.org/wiki/Luca_Princiotta,"Traditional heavy metal, Symphonic power metal, Thrash metal"
143,Damien Rice,male,https://en.wikipedia.org/wiki/Damien_Rice,"Folk music, Indie rock, Folk rock"
144,Daron Jones,male,https://en.wikipedia.org/wiki/Daron_Jones,Contemporary R&amp;B
145,Marco Marinangeli,male,https://en.wikipedia.org/wiki/Marco_Marinangeli,"Pop music, Rock music, Latin music (genre), R&amp;B, Jazz, Classical music"
146,Mary Cassidy,female,none,none
147,Loon,male,https://en.wikipedia.org/wiki/Loon_(rapper),Hip hop music
148,Jessie Morales,male,https://en.wikipedia.org/wiki/Jessie_Morales,Regional Mexican
149,Zora Young,female,https://en.wikipedia.org/wiki/Zora_Young,Blues
150,Owen Pallett,male,https://en.wikipedia.org/wiki/Owen_Pallett,"Indie pop, Classical music, Baroque pop, Art rock, Electronic music"
151,Axle Whitehead,male,https://en.wikipedia.org/wiki/Axle_Whitehead,Alternative rock
152,Mario Vazquez,male,https://en.wikipedia.org/wiki/Mario_Vazquez,R&amp;B
153,Joe Lynn Turner,male,https://en.wikipedia.org/wiki/Joe_Lynn_Turner,"Hard rock, Album-oriented rock, Pop rock"
154,Scott Johnson,male,none,none
155,Dudley Klute,male,none,none
156,Claudine Longet,female,https://en.wikipedia.org/wiki/Claudine_Longet,"Bossa nova, French pop, Standard (music), Soft rock"
157,Anders Fridén,male,https://en.wikipedia.org/wiki/Anders_Fridén,"Melodic death metal, Alternative metal"
158,Carlito Olivero,male,https://en.wikipedia.org/wiki/Carlito_Olivero,"Pop music, Latin pop, Contemporary R&amp;B"
159,George Tickner,male,https://en.wikipedia.org/wiki/George_Tickner,Hard rock
160,Hattie Hart,female,https://en.wikipedia.org/wiki/Hattie_Hart,"Memphis blues, Country blues"
161,Shad Star,male,none,none
162,"Billy ""Crash"" Craddock",male,"https://en.wikipedia.org/wiki/Billy_""Crash""_Craddock","Country music, Rockabilly"
163,John Reis,male,https://en.wikipedia.org/wiki/John_Reis,"Punk rock, Alternative rock, Rock and roll, Post-hardcore"
164,Reverend Oris Mays,male,none,none
165,Ed Westwick,male,none,none
166,Great Guitars,male,none,none
167,Marty Robbins,male,https://en.wikipedia.org/wiki/Marty_Robbins,"Country music, Western music (North America), Rockabilly, Folk music"
168,Mac Mall,male,https://en.wikipedia.org/wiki/Mac_Mall,"West Coast hip hop, Gangsta rap"
169,Cynthia Brown,female,none,none
170,Teresa Graves,female,none,none
171,Melba Moore,female,https://en.wikipedia.org/wiki/Melba_Moore,"R&amp;B, Smooth soul, Disco, Gospel music"
172,Ian Lloyd,male,https://en.wikipedia.org/wiki/Ian_Lloyd_(musician),"Rock music, Pop music"
173,Uwe Lulis,male,https://en.wikipedia.org/wiki/Uwe_Lulis,"Heavy metal music, Power metal, Speed metal"
174,Kerli,female,https://en.wikipedia.org/wiki/Kerli,"Pop music, Alternative rock, Electronic dance music, Dance-pop, Gothic rock"
175,Peter von Poehl,male,none,none
176,Gérard Blanc,male,https://en.wikipedia.org/wiki/Gérard_Blanc,
177,Norm Hacking,male,https://en.wikipedia.org/wiki/Norm_Hacking,
178,Krystal Meyers,female,https://en.wikipedia.org/wiki/Krystal_Meyers,"Christian rock, Contemporary Christian music, Alternative rock, Dance-pop, Electro music"
179,Shirley Griffith,male,none,none
180,Bernie Nolan,female,none,none
181,Chad Morgan,male,https://en.wikipedia.org/wiki/Chad_Morgan,Country and western
182,Ruby Wright,female,none,none
183,Veronica Maggio,female,https://en.wikipedia.org/wiki/Veronica_Maggio,"Soul music, Pop music"
184,Copywrite,male,https://en.wikipedia.org/wiki/Copywrite_(rapper),Hip hop music
185,Douglas McPhail,male,none,none
186,KB,male,https://en.wikipedia.org/wiki/KB_(rapper),Christian hip hop
187,Vincent Flaherty,male,none,none
188,Archie Campbell,male,https://en.wikipedia.org/wiki/Archie_Campbell,Country music
189,Charlie Byrd,male,https://en.wikipedia.org/wiki/Charlie_Byrd,"Bossa nova, Latin jazz, Swing music"
190,Ray Tabano,male,none,none
191,Sweet Baboo,male,https://en.wikipedia.org/wiki/Sweet_Baboo,"Folk music, Indie folk, Indie pop, Psychedelic music"
192,Janice Grube,female,https://en.wikipedia.org/wiki/Janice_Grube,"Alternative rock, Pop rock, Alternative country, Indie rock"
193,Maggie Sajak,female,https://en.wikipedia.org/wiki/Maggie_Sajak,"Country music, Country pop"
194,Shiyani Ngcobo,male,https://en.wikipedia.org/wiki/Shiyani_Ngcobo,Maskandi
195,Susie Garrett,female,none,none
196,Tionne Watkins,female,https://en.wikipedia.org/wiki/Tionne_Watkins,"Pop music, Contemporary R&amp;B, Hip hop music, Soul music"
197,Bruce Connole,male,none,none
198,Jimmy Gestapo,male,https://en.wikipedia.org/wiki/Jimmy_Gestapo,Punk rock
199,Monica Trapaga,female,https://en.wikipedia.org/wiki/Monica_Trapaga,"Jazz, Children's music"
200,Flesh-n-Bone,male,https://en.wikipedia.org/wiki/Flesh-n-Bone,"Hip hop music, Gangsta rap"
201,Nâdiya,female,https://en.wikipedia.org/wiki/Nâdiya,Contemporary R&amp;B
202,Jimmy Arnold,male,none,none
203,Sascha Paeth,male,https://en.wikipedia.org/wiki/Sascha_Paeth,"Heavy metal music, Hard rock, Power metal, Symphonic metal, Progressive metal"
204,Eric Schoenberg,male,none,none
205,Cássia Eller,female,https://en.wikipedia.org/wiki/Cássia_Eller,"Punk rock, Grunge, Alternative rock, Música popular brasileira, Samba"
206,David Cloyd,male,https://en.wikipedia.org/wiki/David_Cloyd,"Rock music, Indie rock"
207,XSDTRK,male,https://en.wikipedia.org/wiki/XSDTRK,"R&amp;B, Rock and Roll, Alternative music, Industrial music"
208,Toni Fisher,female,none,none
209,Emma Liébel,female,none,none
210,Candy Lo,female,https://en.wikipedia.org/wiki/Candy_Lo,"Chinese rock, Cantopop, Alternative rock"
211,Jean-Michel Vaubien,male,none,none
212,Snot Dudley,male,none,none
213,Charlie Dore,female,https://en.wikipedia.org/wiki/Charlie_Dore,"Folk music, Pop music"
214,Chad Gilbert,male,https://en.wikipedia.org/wiki/Chad_Gilbert,"Pop punk, Alternative rock, Melodic hardcore, Hardcore punk, Metalcore"
215,Don Charles,male,https://en.wikipedia.org/wiki/Don_Charles,
216,Jugge Nohall,male,none,none
217,Lila Ammons,female,none,none
218,Liam Payne,male,https://en.wikipedia.org/wiki/Liam_Payne,"Pop music, Contemporary R&amp;B, Electronic music, Pop rock"
219,Paul Roberts,male,https://en.wikipedia.org/wiki/Paul_Roberts_(musician),"Punk rock, Pop punk, New wave music"
220,Minnie Pearl,female,none,none
221,Evan Dando,male,https://en.wikipedia.org/wiki/Evan_Dando,"Alternative rock, Punk rock, Country rock"
222,Kerrianne Cox,female,none,none
223,George Coles Stebbins,male,none,none
224,Anthony Kiedis,male,https://en.wikipedia.org/wiki/Anthony_Kiedis,"Funk rock, Alternative rock, Funk metal, Punk rock, Rap rock, Hard rock"
225,Dollarman,male,none,none
226,Mick Jagger,male,https://en.wikipedia.org/wiki/Mick_Jagger,Blues
227,Tom Shear,male,https://en.wikipedia.org/wiki/Tom_Shear,"Industrial music, Electro music, Synthpop, Electronic body music"
228,Ray Boltz,male,https://en.wikipedia.org/wiki/Ray_Boltz,Contemporary Christian music
229,Class Actress,female,https://en.wikipedia.org/wiki/Class_Actress,Synthpop
230,Russ Ballard,male,https://en.wikipedia.org/wiki/Russ_Ballard,"Hard rock, Glam rock, Psychedelic pop, Pop rock, Beat music"
231,Lou Pride,male,https://en.wikipedia.org/wiki/Lou_Pride,"Blues, Soul music"
232,Ian MacKaye,male,https://en.wikipedia.org/wiki/Ian_MacKaye,"Hardcore punk, Punk rock, Alternative rock, Post-hardcore, Experimental rock"
233,DJ Quik,male,https://en.wikipedia.org/wiki/DJ_Quik,Hip hop music
234,Olivia Ward,female,none,none
235,George M. Cohan,male,none,none
236,Steve Barton,male,none,none
237,John Regan,male,none,none
238,El Mafrex,male,https://en.wikipedia.org/wiki/El_Mafrex,"Afrobeat, Christian hip hop, Contemporary R&amp;B, Ragga, Urban contemporary gospel"
239,Gavin DeGraw,male,https://en.wikipedia.org/wiki/Gavin_DeGraw,"Blue-eyed soul, Pop rock, Rock music"
240,Greg Trooper,male,https://en.wikipedia.org/wiki/Greg_Trooper,"Americana (music), Alternative country, Folk-rock, Folk music"
241,Günter Lenz,male,none,none
242,Rose Setten,female,none,none
243,Niki Barr,female,none,none
244,Sara Carlson,female,none,none
245,John Frenett,male,none,none
246,Genya Ravan,female,none,none
247,Nicholas Yonge,male,none,none
248,Mario Talavera,male,https://en.wikipedia.org/wiki/Mario_Talavera,Popular music
249,Maxwell Street Jimmy Davis,male,https://en.wikipedia.org/wiki/Maxwell_Street_Jimmy_Davis,"Electric blues, Country blues"
250,Hartmut Enke,male,none,none
251,Sharkey McEwen,male,none,none
252,Patricia Gras,female,none,none
253,Kenneth Cope,male,none,none
254,Nora Jean Bruso,female,https://en.wikipedia.org/wiki/Nora_Jean_Bruso,"Chicago blues, Electric blues"
255,Therese Grankvist,female,https://en.wikipedia.org/wiki/Therese_Grankvist,"Electronic music, House music, Dance-pop"
256,Rachel Matkin,female,https://en.wikipedia.org/wiki/Rachel_Matkin,Country music
257,Steve Wariner,male,https://en.wikipedia.org/wiki/Steve_Wariner,Country music
258,Pier Gonella,male,https://en.wikipedia.org/wiki/Pier_Gonella,"Black metal, Neoclassical metal, Hard rock, Heavy metal music, Instrumental rock"
259,William Matheny,male,https://en.wikipedia.org/wiki/William_Matheny_(musician),Country music
260,Max B,male,https://en.wikipedia.org/wiki/Max_B,Hip hop music
261,Mary Gauthier,female,https://en.wikipedia.org/wiki/Mary_Gauthier,"Folk music, Country music, Americana (music)"
262,Sara Bareilles,female,https://en.wikipedia.org/wiki/Sara_Bareilles,"Pop music, Pop rock, Soul music"
263,KRS-One,male,https://en.wikipedia.org/wiki/KRS-One,"Hip hop, Conscious rap, Political hip hop, Hardcore hip hop"
264,Cyril Cinélu,male,none,none
265,Arrow Benjamin,male,https://en.wikipedia.org/wiki/Arrow_Benjamin,"Contemporary R&amp;B, Pop music"
266,Werner Pöhlert,male,none,none
267,Gerry Boulet,male,https://en.wikipedia.org/wiki/Gerry_Boulet,
268,Hugh X. Lewis,male,none,none
269,Elle King,female,https://en.wikipedia.org/wiki/Elle_King,"Americana (music), Blues rock, Alternative country, Rock music"
270,Curt Smith,male,https://en.wikipedia.org/wiki/Curt_Smith,"Pop music, Pop rock, New wave music, Mod revival, Post-punk, Synth-pop"
271,Bunny Brunel,male,https://en.wikipedia.org/wiki/Bunny_Brunel,"Jazz, Jazz fusion"
272,Baiyu,female,https://en.wikipedia.org/wiki/Baiyu_(singer),"Contemporary R&amp;B, Pop music"
273,Taana Gardner,female,https://en.wikipedia.org/wiki/Taana_Gardner,"Disco, Club music, Post-disco, R&amp;B"
274,Daryl Coley,male,https://en.wikipedia.org/wiki/Daryl_Coley,"Gospel music, Contemporary Christian"
275,Josie Cotton,female,https://en.wikipedia.org/wiki/Josie_Cotton,"Pop rock, New wave music"
276,Dray Skky,female,https://en.wikipedia.org/wiki/Dray_Skky,"Hip hop music, R&amp;B, Pop music, Gospel music, Soul music"
277,Dua Lipa,female,https://en.wikipedia.org/wiki/Dua_Lipa,"Pop music, Synth-pop, Dance-pop, Dream pop"
278,Nickelz,male,https://en.wikipedia.org/wiki/Nickelz,Hip hop music
279,Albert Harris,male,https://en.wikipedia.org/wiki/Albert_Harris_(composer),Film music
280,Oliver Mann,male,none,none
281,Phil Fearon,male,https://en.wikipedia.org/wiki/Phil_Fearon,"Contemporary R&amp;B, Post-disco, Funk"
282,Black Francis,male,https://en.wikipedia.org/wiki/Black_Francis,Alternative rock
283,George Assang,male,https://en.wikipedia.org/wiki/George_Assang,"Jazz, Blues"
284,Tammin Sursok,female,https://en.wikipedia.org/wiki/Tammin_Sursok,"Pop Rocks, Power pop"
285,Chris Michie,male,https://en.wikipedia.org/wiki/Chris_Michie,Pop rock
286,Napoléon Coste,male,none,none
287,Doug Gillard,male,https://en.wikipedia.org/wiki/Doug_Gillard,"Indie rock, Pop music"
288,George Tunnell,male,none,none
289,Chuck Ragan,male,https://en.wikipedia.org/wiki/Chuck_Ragan,"Folk rock, Punk rock, Folk punk"
290,Erin Hay,female,none,none
291,Willie Gardner,male,https://en.wikipedia.org/wiki/Willie_Gardner,"Punk rock, Post-punk, Synthpop, New wave music, Electronic music"
292,Susie Allanson,female,https://en.wikipedia.org/wiki/Susie_Allanson,Country music
293,Jorge Cardoso,male,none,none
294,Tal Wilkenfeld,female,https://en.wikipedia.org/wiki/Tal_Wilkenfeld,"Rock music, Blues rock, Folk music, Indie rock, Funk, Jazz, Jazz fusion, Folk rock"
295,Lauren Savoy,female,none,none
296,Thomas Dilward,male,none,none
297,Fabrizio Sotti,male,https://en.wikipedia.org/wiki/Fabrizio_Sotti,"Jazz, Jazz fusion, Hip Hop music, R&amp;B, Pop music"
298,Kid Ink,male,https://en.wikipedia.org/wiki/Kid_Ink,Hip hop music
299,Laurie Ann Haus,female,none,none
300,Dave Van Ronk,male,https://en.wikipedia.org/wiki/Dave_Van_Ronk,"Folk music, Ragtime, Blues, Country blues"
301,Bessie Banks,female,https://en.wikipedia.org/wiki/Bessie_Banks,"R&amp;B, Soul music"
302,Karen Bishko,female,none,none
303,Rhett Akins,male,https://en.wikipedia.org/wiki/Rhett_Akins,Country music
304,Phil Judd,male,https://en.wikipedia.org/wiki/Phil_Judd,"Vaudeville, Alternative rock"
305,Teresa Brewer,female,https://en.wikipedia.org/wiki/Teresa_Brewer,Traditional pop music
306,Jenna Drey,female,none,none
307,Hubert Tubbs,male,none,none
308,Charles Moothart,male,https://en.wikipedia.org/wiki/Charles_Moothart,"Garage rock, Psychedelic rock, Garage punk (fusion genre), Noise rock, Lo-fi music, Glam rock"
309,Forrest Kline,male,none,none
310,Julie Rayne,female,none,none
311,Judy Holliday,female,none,none
312,Sally Stevens,female,https://en.wikipedia.org/wiki/Sally_Stevens,Film score
313,Marie Bergman,female,https://en.wikipedia.org/wiki/Marie_Bergman,"Schlager, Folk music, Jazz"
314,Simon Warner,male,https://en.wikipedia.org/wiki/Simon_Warner,"Orchestral pop, Britpop, Chanson"
315,Mia Zapata,female,https://en.wikipedia.org/wiki/Mia_Zapata,"Punk rock, Grunge"
316,Pee Wee,male,https://en.wikipedia.org/wiki/Pee_Wee_(singer),"Latin pop, Cumbia, Reggaeton, Tejano music"
317,Greta Valenti,female,https://en.wikipedia.org/wiki/Greta_Valenti,"Rock music, Blues"
318,Ron Killings,male,none,none
319,Marion Williams,female,https://en.wikipedia.org/wiki/Marion_Williams,Gospel music
320,Graham Bond,male,https://en.wikipedia.org/wiki/Graham_Bond,"Rhythm and blues, Blues-rock, Blues, Jazz"
321,Wayne Perkins,male,none,none
322,Buck Page,male,none,none
323,Suzi Lane,female,none,none
324,Kianna Underwood,female,none,none
325,David Torn,male,https://en.wikipedia.org/wiki/David_Torn,"Jazz, Jazz fusion"
326,Lamonte McLemore,male,https://en.wikipedia.org/wiki/Lamonte_McLemore,Pop music
327,Mary Elizabeth McGlynn,female,https://en.wikipedia.org/wiki/Mary_Elizabeth_McGlynn,"Pop rock, Alternative rock"
328,Willie P. Bennett,male,https://en.wikipedia.org/wiki/Willie_P._Bennett,"Folk music, Country music, Alternative country, Bluegrass music"
329,Amy LaVere,female,https://en.wikipedia.org/wiki/Amy_LaVere,Americana (music)
330,Melissa Cross,female,none,none
331,Andy The Kid,male,https://en.wikipedia.org/wiki/Andy_The_Kid,"Industrial music, Hard Rock"
332,Ramón Ayala,male,https://en.wikipedia.org/wiki/Ramón_Ayala,Norteño (music)
333,Drag-On,male,https://en.wikipedia.org/wiki/Drag-On,Hip hop music
