,artist,retrieved,gender,genre
343,Tonight Alive,Tonight Alive,female,"['candy pop', 'neon pop punk', 'pixie', 'pop emo', 'pop punk']"
344,Kelly Clarkson,Kelly Clarkson,female,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show', 'urban contemporary']"
345,The Minders,The Minders,female,"['baroque pop', 'e6fi', 'portland indie']"
346,Olivia Merilahti,Olivia Merilahti,female,[]
347,The Shangri-Las,The Shangri-Las,female,"['brill building pop', 'classic girl group']"
348,Fleming and John,Fleming & John,female,[]
349,Robin Beck,Robin Beck,female,[]
350,Baby Animals,Baby Animals,female,"['australian alternative rock', 'australian rock']"
351,Exene Cervenka,Exene Cervenka,female,['cowpunk']
352,Carole Pope,Carole Pope,female,[]
353,Toronto,Toronto Symphony Orchestra,female,['orchestra']
354,Bonfire Madigan,Bonfire Madigan,female,[]
355,Karin Wistrand,Karin Wistrand,female,[]
356,Mother's Finest,Mother's Finest,female,['funk rock']
357,Haim,HAIM,female,"['art pop', 'dance pop', 'indie pop', 'indietronica', 'metropopolis', 'pop', 'pop rock', 'rock']"
358,Lush,Lush Rain Creators,female,['environmental']
359,Sandi Thom,Sandi Thom,female,"['candy pop', 'scottish singer-songwriter']"
360,Tess Wiley,Tess Wiley,female,[]
361,Tift Merritt,Tift Merritt,female,"['alternative country', 'ectofolk', 'folk', 'indie folk', 'lilith', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter']"
362,band,Zac Brown Band,female,"['contemporary country', 'country', 'country road', 'modern country rock']"
363,Shakespears Sister,Shakespears Sister,female,"['candy pop', 'new wave pop']"
364,Alta Moda,Alta Moda,female,[]
365,Bonnie Tyler,Bonnie Tyler,female,"['europop', 'new wave pop', 'soft rock']"
366,Julia Cumming,none,none,none
367,Noelle LeBlanc,Noelle Leblanc,female,[]
368,Katastrophy Wife,Katastrophy Wife,female,['riot grrrl']
369,Bette Midler,Bette Midler,female,"['adult standards', 'mellow gold', 'new wave pop', 'soft rock']"
370,Trachtenburg Family Slideshow Players,The Trachtenburg Family Slideshow Players,female,[]
371,Lita Ford,Lita Ford,female,"['album rock', 'glam metal', 'hard rock', 'rock', 'sleaze rock']"
372,Skeletal Family,Skeletal Family,female,"['dark post-punk', 'dark wave', 'deathrock', 'gothic rock']"
373,A Camp,Alex Campos,female,"['latin christian', 'latin worship', 'mariachi cristiano']"
374,Lisa Marie Presley,Lisa Marie Presley,female,[]
375,Art in Manila,Art In Manila,female,['omaha indie']
376,Nona Hendryx,Nona Hendryx,female,[]
377,Amy Macdonald,Amy Macdonald,female,"['pop rock', 'scottish singer-songwriter']"
378,Regina Spektor,Regina Spektor,female,"['chamber pop', 'indie pop', 'lilith', 'piano rock', 'pop rock']"
379,Sharleen Spiteri,Sharleen Spiteri,female,['new wave pop']
380,Heather Nova,Heather Nova,female,"['lilith', 'new wave pop', 'pop rock']"
381,Wendy O. Williams,Wendy O. Williams,female,[]
382,Emmylou Harris,Emmylou Harris,female,"['country rock', 'folk', 'folk rock', 'lilith', 'melancholia', 'mellow gold', 'roots rock', 'singer-songwriter', 'traditional folk']"
383,Meg & Dia,Meg & Dia,female,"['candy pop', 'pixie', 'pop emo']"
384,Martha Ladly,Martha Ladly,female,[]
385,The Dead Weather,The Dead Weather,female,"['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'punk blues', 'rock']"
386,Laura Pergolizzi,none,none,none
387,Tribe 8,Tribe 8,female,"['queercore', 'riot grrrl']"
388,Brody Dalle,Brody Dalle,female,[]
389,Vanessa Amorosi,Vanessa Amorosi,female,"['australian dance', 'australian pop']"
390,Zayra Alvarez,Zayra Alvarez,female,[]
391,Kim Carnes,Kim Carnes,female,"['new wave pop', 'soft rock']"
392,Saint Etienne,Saint Etienne,female,"['art pop', 'britpop', 'chamber psych', 'dream pop', 'electronica', 'electropop', 'new wave pop']"
393,Stefanie Kloß,Stefanie Kloss,female,[]
394,Linda Perry,Linda Perry,female,['lilith']
395,Lindsay Price,Lindsay Price,female,[]
396,Fanny,Fanny Lu,female,"['colombian pop', 'cumbia', 'ecuadorian pop', 'latin', 'latin pop', 'latin viral pop', 'pop reggaeton', 'tropical']"
397,Stefy,Stefy De Cicco,female,[]
398,Saffron,Saffron Stone,female,[]
399,Jenny Lewis,Jenny Lewis,female,"['anti-folk', 'art pop', 'chamber pop', 'indie folk', 'indie pop', 'indie rock', 'new americana']"
400,Angelfish,Angelfish,female,[]
401,Beth Orton,Beth Orton,female,"['chamber pop', 'folk', 'folktronica', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']"
402,Royal Trux,Royal Trux,female,"['experimental rock', 'gbvfi', 'lo-fi', 'noise rock', 'post-punk']"
403,Pepper Somerset,none,none,none
404,Gloria Jones,Gloria Jones,female,"['motown', 'northern soul']"
405,Antigone Rising,Antigone Rising,female,['lilith']
406,Toyah Willcox,Toyah Willcox,female,[]
407,Taylor Momsen,Taylor Momsen,female,[]
408,Kerri Kenney-Silver,none,none,none
409,Annabella Lwin,Annabella Lwin,female,[]
410,Katrina and the Waves,Katrina & The Waves,female,['new wave pop']
411,Reverie Sound Revue,Reverie Sound Revue,female,['calgary indie']
412,Jem,Jemaine Clement,female,[]
413,Cindy Wilson,Cindy Wilson,female,[]
414,Jefferson Airplane,Jefferson Airplane,female,"['acid rock', 'album rock', 'art rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']"
415,Pat Benatar,Pat Benatar,female,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']"
416,Pauline Black,Pauline Black,female,"['ska', 'ska revival']"
417,Sunflower Bean,Sunflower Bean,female,['modern power pop']
418,The Vincent Black Shadow,The Vincent Black Shadow,female,['pixie']
419,Morningwood,Morningwood,female,['candy pop']
420,Transvision Vamp,Transvision Vamp,female,"['candy pop', 'new wave pop']"
421,Tre Lux,Tre Lux,female,[]
422,Dressy Bessy,Dressy Bessy,female,"['e6fi', 'twee pop']"
423,Linda Ronstadt,Linda Ronstadt,female,"['adult standards', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'singer-songwriter', 'soft rock']"
424,Automatic Loveletter,Automatic Loveletter,female,"['candy pop', 'neon pop punk', 'pixie', 'pop emo']"
425,Vanessa Paradis,Vanessa Paradis,female,"['chanson', 'french indie pop', 'french pop', 'french rock', 'nouvelle chanson francaise']"
426,Brett Anderson,Brett Anderson,female,['britpop']
427,Danielle Dax,Danielle Dax,female,"['british experimental', 'gothic rock']"
428,Silbermond,Silbermond,female,"['german pop', 'german pop rock', 'german rock']"
429,Susan Tedeschi,Susan Tedeschi,female,"['blues rock', 'country rock', 'electric blues', 'modern blues']"
430,Marion Raven,Marion Ravn,female,"['candy pop', 'norwegian pop']"
431,Pauline Murray,Pauline Murray,female,[]
432,"Elizabeth ""Z"" Berg",none,none,none
433,Discount,Discount,female,['orgcore']
434,Hey,Hey Violet,female,"['dance pop', 'electropop', 'indie poptimism', 'modern rock', 'pixie', 'pop', 'post-teen pop', 'social media pop']"
435,Martina Topley-Bird,Martina Topley-Bird,female,"['electronica', 'trip hop']"
436,Ella Yelich-O'Connor,none,none,none
437,Sheena Easton,Sheena Easton,female,"['adult standards', 'mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
438,Alison Mosshart,Alison Mosshart,female,[]
439,Bonnie Lou,Bonnie Lou,female,['rockabilly']
440,Nervous Gender,none,none,none
441,Vicki Peterson,Vicki Peterson,female,[]
442,Rose Chronicles,Rose Chronicles,female,['vancouver indie']
443,Jemina Pearl,Jemina Pearl,female,[]
444,Marnie Stern,Marnie Stern,female,['noise rock']
445,Tanita Tikaram,Tanita Tikaram,female,['new wave pop']
446,Babes in Toyland,Babes In Toyland ,female,"['grunge', 'minneapolis punk', 'riot grrrl']"
447,Chrissie Hynde,Chrissie Hynde,female,[]
448,Lesley Gore,Lesley Gore,female,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic girl group', 'folk rock', 'rock-and-roll']"
449,Jenny Lewis and The Watson Twins,none,none,none
450,Stina Nordenstam,Stina Nordenstam,female,"['etherpop', 'melancholia', 'slow core', 'swedish indie pop', 'swedish singer-songwriter']"
451,Liz Phair,Liz Phair,female,"['alternative pop', 'alternative rock', 'candy pop', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
452,Santi White,Santigold,female,"['alternative dance', 'art pop', 'electropop', 'escape room', 'indie pop', 'indietronica', 'new rave']"
453,Texas,Little Texas,female,"['country', 'country road', 'country rock']"
454,Sharon Den Adel,Sharon Den Adel,female,"['gothic metal', 'gothic symphonic metal', 'symphonic metal']"
455,The Cranberries,The Cranberries,female,"['irish rock', 'pop rock']"
456,Adrianne Leon,Adrianne Leon,female,[]
457,Melissa Ferrick,Melissa Ferrick,female,"['ectofolk', 'folk', 'lilith', 'new wave pop']"
458,Patti Boulaye,Patti Boulaye,female,[]
459,Anne-Marie Hurst,Anne Marie Hurst,female,[]
460,Marie-Mai Bouchard,none,none,none
461,Carolyne Mas,Carolyne Mas,female,[]
462,Emma Anderson,Emmaline Anderson,female,[]
463,Lucinda Williams,Lucinda Williams,female,"['alternative country', 'anti-folk', 'country rock', 'folk', 'folk rock', 'heartland rock', 'indie folk', 'lilith', 'mellow gold', 'new americana', 'outlaw country', 'roots rock', 'singer-songwriter', 'traditional folk']"
464,Amy Millan,Amy Millan,female,['toronto indie']
465,Christian Death,Christian Death,female,"['dark post-punk', 'dark wave', 'deathrock', 'ethereal wave', 'gothic rock', 'industrial', 'industrial rock']"
466,Kasia Nosowska,Kasia Nosowska,female,[]
467,Lennon Murphy,Lennon Murphy,female,[]
468,Debbie Gibson,Debbie Gibson,female,"['new wave pop', 'pop rock', 'soft rock']"
469,Tina Root,Tina Root,female,[]
470,Nina Persson,Nina Persson,female,[]
471,Tribe,A Tribe Called Quest,female,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']"
472,Jefferson Starship,Jefferson Starship,female,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']"
473,Janet Robin,Janet Robin,female,[]
474,Alanis Morissette,Alanis Morissette,female,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']"
475,'Til Tuesday,'Til Tuesday,female,"['boston rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop']"
476,Olivia,Olivia O'Brien,female,"['dance pop', 'pop', 'post-teen pop']"
477,The United States of America,The Presidents Of The United States Of America,female,"['alternative metal', 'alternative rock', 'garage rock', 'grunge', 'pop rock', 'post-grunge', 'rock']"
478,Alannah Currie,none,none,none
479,Lyn-Z Way,none,none,none
480,Miho Hatori,Miho Hatori,female,['shibuya-kei']
481,Delerium,Delerium,female,['trance']
482,Maja Ivarsson,Maja Ivarsson,female,[]
483,Ella Hooper,Ella Hooper,female,['australian alternative pop']
484,The White Stripes,The White Stripes,female,"['alternative rock', 'blues rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']"
485,Justine Frischmann,none,none,none
486,Kim Gordon,Kim Gordon,female,"['art pop', 'chamber psych', 'experimental pop', 'freak folk']"
487,Letters to Cleo,Letters To Cleo,female,"['alternative pop', 'boston rock', 'candy pop', 'lilith', 'pop rock']"
488,Anne Preven,Anne Preven,female,[]
489,Janet Gardner,Janet Gardner,female,[]
490,Katrina Leskanich,Katrina Leskanich,female,[]
491,Re Styles,Rey Styles,female,[]
492,Kirsty MacColl,Kirsty MacColl,female,['new wave pop']
493,Ten Wheel Drive,10 Wheel Drive,female,[]
494,Penetration,Penetration,female,"['pub rock', 'punk']"
495,Pearl Harbor and the Explosions,Pearl Harbor & The Explosions,female,[]
496,Sarah Anthony,Anthony Rolfe Johnson/Dame Felicity Lott/Sir Thomas Allen/Betty Allen/Patricia Payne/Maria Bovino/Gillian Webster/Stuart Kale/Stafford Dean/Sarah Walker/Neil Jenkins/Simon Keenlyside/David Wilson-Johnson/Christopher Lackner/Richard Hazell/C,female,[]
497,Storm Large,Storm Large,female,[]
498,Lana Lane,Lana Lane,female,[]
499,Longstocking,Hippie Longstocking,female,[]
500,Velocity Girl,Velocity Girl,female,"['alternative pop', 'c86', 'dream pop', 'twee pop']"
501,Alison Sudol,Alison Sudol,female,[]
502,Cia Berg,Cia Berg,female,[]
503,Stefy Rae,Stefy Rae,female,[]
504,Jaurim,Jaurim,female,"['k-indie', 'k-rock', 'korean pop']"
505,X-Ray Spex,X-Ray Spex,female,"['dance rock', 'post-punk', 'pub rock', 'punk', 'riot grrrl']"
506,Stars,STARSET,female,"['alternative metal', 'future rock', 'post-grunge']"
507,Lindsey Troy,Troy Lindsey,female,[]
508,Autoclave,Autoclave,female,['riot grrrl']
509,Helium,Helium,female,"['alternative pop', 'boston rock', 'gbvfi', 'riot grrrl']"
510,Arcade Fire,Arcade Fire,female,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'chamber pop', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']"
511,Laura Imbruglia,Laura Imbruglia,female,['melbourne indie']
512,Paramore,Paramore,female,"['candy pop', 'emo', 'pixie', 'pop emo', 'pop punk']"
513,Wendy & Lisa,Wendy & Lisa,female,"['minneapolis sound', 'new wave pop']"
514,Altered Images,Altered Images,female,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'synthpop']"
515,Bob's Your Uncle,Bob's Your Uncle,female,"['blues-rock guitar', 'vancouver indie']"
516,Courtney Love,Courtney Love,female,['alternative rock']
517,Annette Peacock,Annette Peacock,female,[]
518,Anneke van Giersbergen,Anneke Van Giersbergen,female,"['gothic symphonic metal', 'symphonic metal']"
519,Lovefoxxx,Lovefoxxx,female,[]
520,Rachel Trachtenburg,none,none,none
521,Suckdog,Suckdog,female,[]
522,Vice Squad,Vice Squad,female,['oi']
523,Irma Thomas,Irma Thomas,female,"['brill building pop', 'classic soul', 'funk', 'louisiana blues', 'new orleans blues', 'rhythm and blues', 'soul', 'southern soul']"
524,Everything but the Girl,Everything But The Girl,female,"['art pop', 'dance rock', 'electronica', 'new romantic', 'new wave pop', 'pop rock', 'trip hop']"
525,Ella,Ella Mai,female,"['pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'uk contemporary r&b', 'urban contemporary']"
526,Black Box Recorder,Black Box Recorder,female,['britpop']
527,Goldie & the Gingerbreads,Goldie & The Gingerbreads,female,[]
528,Svetlana Surganova,none,none,none
529,Whale,Noah And The Whale,female,"['indie pop', 'stomp and holler']"
530,Kim Wilde,Kim Wilde,female,"['dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
531,Martha Johnson,Martha Johnson,female,"[""canadian children's music""]"
532,Beki Bondage,Beki Bondage,female,[]
533,Lene Lovich,Lene Lovich,female,"['dance rock', 'gothic rock', 'new wave', 'new wave pop', 'zolo']"
534,Janis Joplin,Janis Joplin,female,"['blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock']"
535,Lauren Laverne,Lauren Laverne,female,[]
536,Marilina Bertoldi,Marilina Bertoldi,female,"['argentine alternative rock', 'argentine indie']"
537,Katy Perry,Katy Perry,female,"['dance pop', 'pop', 'post-teen pop']"
538,Grace Jones,Grace Jones,female,"['art pop', 'art rock', 'dance pop', 'dance rock', 'disco', 'electronica', 'new romantic', 'new wave', 'new wave pop']"
539,Team Dresch,Team Dresch,female,"['indie punk', 'olympia wa indie', 'queercore', 'riot grrrl']"
540,Alice Bag,Alice Bag,female,['chicano punk']
541,Frou Frou,Frou Frou,female,"['downtempo', 'etherpop', 'lilith', 'metropopolis']"
542,Ida Maria,Ida Maria,female,[]
543,Kate Pierson,Kate Pierson,female,[]
544,Amber,Amber Run,female,"['indie anthem-folk', 'indie folk', 'indie pop', 'modern alternative rock', 'modern rock']"
545,Imogen Heap,Imogen Heap,female,"['etherpop', 'lilith', 'metropopolis']"
546,Patti Smith,Patti Smith,female,"['art pop', 'art punk', 'art rock', 'dance rock', 'folk rock', 'permanent wave', 'protopunk', 'rock']"
547,Rainey,Stephanie Rainey,female,['irish singer-songwriter']
548,Jenny Simmons,Jenny Simmons,female,[]
549,Deaf School,Deaf School,female,['zolo']
550,Now It's Overhead,Now It's Overhead,female,['athens indie']
551,Holly and the Italians,Holly & The Italians,female,"['jangle pop', 'power-pop punk']"
552,Nanase Aikawa,Nanase Aikawa,female,"['j-pixie', 'j-pop']"
553,Danielle Haim,Danielle Haim,female,[]
554,Hazel O'Connor,Hazel O'Connor,female,"['dance rock', 'new romantic', 'new wave pop']"
555,New Age Steppers,New Age Steppers,female,['uk reggae']
556,Christina Booth,Christina Booth,female,[]
557,The Pandoras,The Pandoras,female,[]
558,Sixpence None the Richer,Sixpence None The Richer,female,"['neo mellow', 'pop rock']"
559,Katie White,Katie White,female,[]
560,Portishead,Portishead,female,"['art pop', 'electronica', 'laboratorio', 'trip hop']"
561,Nina Simone,Nina Simone,female,"['adult standards', 'jazz blues', 'soul', 'soul jazz', 'torch song', 'vocal jazz']"
562,Cibo Matto,Cibo Matto,female,"['shibuya-kei', 'trip hop']"
563,singer,The Fisk Jubilee Singers,female,"['vintage gospel', 'vocal harmony group']"
564,Pip Brown,Western Australia Police Pipe Band and E.J. Brown,female,[]
565,Riki Michele,Riki Michele,female,['deep christian rock']
566,Catherine Ringer,Catherine Ringer,female,[]
567,John & Mary,Johnny en Mary and Jerry en Mary,female,[]
568,Carly Simon,Carly Simon,female,"['adult standards', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']"
569,Ari Up,Ari Up,female,[]
570,Harry Crews,Harry Crews,female,[]
571,Florence Welch,Florence Welch,female,['uk pop']
572,Lisa Kekaula,Lisa Kekaula,female,[]
573,Cristina Llanos,none,none,none
574,Sook-Yin Lee,Sook-Yin Lee,female,['canadian soundtrack']
575,Flyleaf,Flyleaf,female,"['alternative metal', 'christian alternative rock', 'christian rock', 'nu metal', 'pop emo', 'post-grunge']"
576,Sade Adu,Sade Adu,female,[]
577,The Long Blondes,The Long Blondes,female,"['new rave', 'sheffield indie']"
578,Louise Wener,Louise Wener,female,[]
579,Sarah Cracknell,Sarah Cracknell,female,['chamber psych']
580,The Dresden Dolls,The Dresden Dolls,female,"['anti-folk', 'boston rock', 'dark cabaret', 'piano rock', 'steampunk']"
581,Weeping Tile,none,none,none
582,Anna Tsuchiya,Anna Tsuchiya,female,[]
583,The Smashing Pumpkins,The Smashing Pumpkins,female,"['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
584,The Need,The Needhams,female,[]
585,Chrissi Klug,Chrissi Klug,female,[]
586,Signe Toly Anderson,none,none,none
587,Melissa Etheridge,Melissa Etheridge,female,"['folk', 'heartland rock', 'lilith', 'mellow gold', 'pop rock']"
588,Heather Duby,Heather Duby,female,[]
589,Anastacia,Anastacia,female,"['dance pop', 'europop']"
590,Michelle Phillips,Michelle Phillips,female,[]
591,The Gathering,The Gathering,female,"['atmospheric doom', 'dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']"
592,Crunt,Xoasy Crunther,female,[]
593,The Ting Tings,The Ting Tings,female,"['alternative dance', 'dance pop', 'dance-punk', 'electropop', 'new rave']"
594,Anouk,Anouk,female,"['dutch indie', 'dutch pop', 'dutch rock', 'nederpop']"
595,Sarge,Sir Malcolm Sargent,female,[]
596,Diana Anaid,Diana Anaid,female,[]
597,Hail,Hailee Steinfeld,female,"['dance pop', 'pop', 'post-teen pop']"
598,Vixen; early 1970s,none,none,none
599,Kazu Makino,KAZU,female,[]
600,Blondie,Blondie,female,"['candy pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'power pop', 'rock']"
601,Preslava,Preslava,female,"['bulgarian pop', 'chalga', 'macedonian folk']"
602,Lætitia Sadier,Laetitia Sadier,female,[]
603,Thee Headcoatees,Thee Headcoatees,female,"['garage rock', 'medway sound', 'punk blues', 'trash rock']"
604,Siouxsie and the Banshees,Siouxsie and the Banshees,female,"['alternative rock', 'dance rock', 'dream pop', 'gothic rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'punk', 'uk post-punk']"
605,Ghost Dance,Ghost Dance Band,female,[]
606,Nena,Nena,female,"['german pop', 'german rock', 'new wave pop']"
607,Dana Fuchs,Dana Fuchs,female,['hollywood']
608,Alannah Myles,Alannah Myles,female,"['classic canadian rock', 'new wave pop']"
609,Nomy Lamm,none,none,none
610,Curve,Kary Curves,female,[]
611,The Sundays,The Sundays,female,"['alternative pop', 'alternative rock', 'britpop', 'dream pop', 'lilith', 'new wave pop', 'pop rock']"
612,Nancy Wilson,Nancy Wilson,female,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'lounge', 'soul', 'vocal jazz']"
613,Nikka Costa,Nikka Costa,female,['neo soul']
614,Annie Lennox,Annie Lennox,female,"['europop', 'folk', 'lilith', 'mellow gold', 'new wave pop', 'pop rock', 'soft rock']"
615,4 Non Blondes,4 Non Blondes,female,"['new wave pop', 'pop rock']"
616,Eva Briegel,none,none,none
617,My Bloody Valentine,My Bloody Valentine,female,"['alternative rock', 'art pop', 'dream pop', 'experimental rock', 'indie pop', 'indie rock', 'lo-fi', 'noise pop', 'noise rock', 'nu gaze', 'shoegaze', 'slow core']"
618,The B-52's,The B-52's,female,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'zolo']"
619,Cherry Vanilla,Cherry Vanilla,female,"['deep punk rock', 'glam rock']"
620,Horse,Band of Horses,female,"['chamber pop', 'indie folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']"
621,Eleanor Friedberger,Eleanor Friedberger,female,[]
622,The Donnas,The Donnas,female,"['candy pop', 'garage rock', 'glam punk', 'power-pop punk']"
623,The Sisterhood,The Sisterhood Band,female,[]
624,Josie Cotton,Josie Cotton,female,[]
625,Shannon Wright,Shannon Wright,female,['melancholia']
626,Giant Drag,Giant Drag,female,['la indie']
627,Sara Lov,Sara Lov,female,['etherpop']
628,Little Eva,Little Eva,female,"['brill building pop', 'doo-wop', 'rhythm and blues', 'rock-and-roll']"
629,Diana Quinn,none,none,none
630,Shiny Toy Guns,Shiny Toy Guns,female,"['alternative dance', 'dance-punk', 'electronic rock', 'electropop']"
631,Pearl Harbor,Pearl Harbor & The Explosions,female,[]
632,Ruth Lorenzo,Ruth Lorenzo,female,"['eurovision', 'talent show']"
633,Nico,Nicole Scherzinger,female,"['dance pop', 'electropop', 'europop', 'pop', 'pop rap', 'post-teen pop']"
634,The Pretenders,The Pretenders,female,[]
635,Essential Logic,Essential Logic,female,"['experimental rock', 'no wave', 'post-punk', 'uk post-punk', 'zolo']"
636,The Shondes,The Shondes,female,"['queercore', 'riot grrrl']"
637,A Fine Frenzy,A Fine Frenzy,female,"['acoustic pop', 'lilith', 'neo mellow']"
638,Donna Summer,Donna Summer,female,"['dance pop', 'disco', 'hi-nrg', 'motown', 'new wave pop']"
639,Carrie Underwood,Carrie Underwood,female,"['contemporary country', 'country', 'country dawn', 'country road', 'dance pop', 'oklahoma country', 'pop', 'post-teen pop']"
640,Edie Brickell & New Bohemians,Edie Brickell & New Bohemians,female,"['folk', 'lilith', 'new wave pop', 'pop rock']"
641,T'Pau,none,none,none
642,Serena Ryder,Serena Ryder,female,"['canadian indie', 'canadian pop', 'canadian singer-songwriter', 'lilith', 'ontario indie', 'pop quebecois']"
643,Beth Ditto,Beth Ditto,female,['electropop']
644,Sara Bareilles,Sara Bareilles,female,"['acoustic pop', 'lilith', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']"
645,Julie Doiron,Julie Doiron,female,"['canadian singer-songwriter', 'freak folk', 'new brunswick indie', 'slow core']"
646,Davetta Sherwood,none,none,none
647,Deborah Harry,Deborah Harry & Robert Jacks,female,[]
648,Lycia,Lycia,female,"['dark post-punk', 'dark wave', 'ethereal wave', 'gothic rock', 'medieval folk', 'neoclassical']"
649,Red Krayola,The Red Krayola,female,"['experimental', 'experimental rock', 'no wave', 'outsider', 'post-punk']"
650,Rachel Minton,Rachel Minton (Zolof The Rock & Roll Destroyer),female,[]
651,Howling Bells,Howling Bells,female,['gothic americana']
652,The Killjoys,The Killjoys,female,[]
653,Cherie & Marie Currie,Cherie & Marie Currie,female,[]
654,Silje Wergeland,none,none,none
655,Lezlie Deane,none,none,none
656,Carrie Brownstein,none,none,none
657,Bikini Kill,Bikini Kill,female,"['indie punk', 'olympia wa indie', 'punk', 'riot grrrl']"
658,Jane Jensen,Jane Jensen,female,[]
659,Tegan and Sara,Tegan and Sara,female,"['canadian indie', 'dance pop', 'indie pop', 'indie poptimism', 'indietronica', 'lilith', 'metropopolis', 'permanent wave', 'pop rock']"
660,Sierra Kusterbeck,Sierra Kusterbeck,female,[]
661,Tomoko Kawase,none,none,none
662,Avril Lavigne,Avril Lavigne,female,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']"
663,Miki Berenyi,Miki Berenyi,female,[]
664,Slant 6,Slant 6,female,"['dc hardcore', 'riot grrrl']"
665,Shonen Knife,Shonen Knife,female,"['j-punk', 'japanese garage rock', 'japanese girl punk', 'japanese pop punk', 'japanese punk rock']"
666,Tasmin Archer,Tasmin Archer,female,['new wave pop']
667,Becky Stark,Becky Stark,female,[]
668,Sisely Treasure,Sisely Treasure,female,[]
669,Laura Hubert,Laura Willeit & Hubert Dorigatti,female,[]
670,Bobbie Eakes,Bobbie Eakes,female,[]
671,Skye Sweetnam,Skye Sweetnam,female,['post-teen pop']
672,Teenage Jesus and the Jerks,Teenage Jesus & The Jerks,female,"['experimental rock', 'no wave', 'post-punk']"
673,Lisa Crystal Carver,none,none,none
674,Freezepop,Freezepop,female,"['bitpop', 'electroclash', 'neo-synthpop']"
675,Frances McKee,none,none,none
676,Patti Rothberg,Patti Rothberg,female,['lilith']
677,Grace Potter and the Nocturnals,Grace Potter & The Nocturnals,female,['modern blues rock']
678,Sinéad O'Connor,Sinéad O'Connor,female,"['folk', 'lilith', 'new wave pop', 'pop rock']"
679,TheStart,theStart,female,[]
680,Michelle Luttenberger,Michelle Luttenberger,female,[]
681,Joanna Dean,Dean Hugh Anderson & Joanna M. Rutzky,female,[]
682,Maria McKee,Maria McKee,female,[]
683,Emily Saliers,Emily Saliers,female,[]
684,The Sounds,The Relaxing Sounds of Swedish Nature,female,"['environmental', 'sleep']"
685,Cowboy Racer,Cowboy Racer,female,['deep acoustic pop']
686,Mariska Veres,Mariska Veres,female,[]
687,Lois Maffeo,Lois Maffeo and Brendan Canty,female,['olympia wa indie']
688,Jane Wiedlin,Jane Wiedlin,female,"['candy pop', 'new wave pop']"
689,Carol Decker,Carol Decker,female,[]
690,Indigo Girls,Indigo Girls,female,"['folk', 'lilith', 'pop rock']"
691,Die Happy,Die Happy,female,"['german alternative rock', 'german rock']"
692,The Breeders,The Breeders,female,"['alternative pop', 'alternative rock', 'boston rock', 'dance rock', 'dayton indie', 'dream pop', 'garage rock', 'indie rock', 'lo-fi', 'noise pop', 'post-punk']"
693,Björk,Björk,female,"['alternative dance', 'art pop', 'electronica', 'electropop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'permanent wave', 'trip hop']"
694,Charlotte Hatherley,Charlotte Hatherley,female,[]
