,artist,gender,retrieved,genre
4256,Toni Holgersson,male,none,none
4257,Brandon Bolmer,male,https://en.wikipedia.org/wiki/Brandon_Bolmer,"['electronic', 'experimental rock']"
4258,Debbie Harry,female,https://en.wikipedia.org/wiki/Debbie_Harry,"['rock', 'new wave', 'punk rock', 'disco', 'pop']"
4259,Radio Sloan,female,none,none
4260,Lenny Cooper,male,https://en.wikipedia.org/wiki/Lenny_Cooper,['country rap']
4261,Enrique Urquijo,male,none,none
4262,Swamp Dogg,male,https://en.wikipedia.org/wiki/Swamp_Dogg,"['soul', 'r&b', 'country', 'disco']"
4263,Warrel Dane,male,https://en.wikipedia.org/wiki/Warrel_Dane,"['heavy metal', 'progressive metal', 'thrash metal', 'power metal']"
4264,Charlie Aldrich,male,none,none
4265,Samantha Fox,female,https://en.wikipedia.org/wiki/Samantha_Fox,"['dance-pop', 'pop', 'hi-nrg', 'eurobeat', 'soft rock', 'house']"
4266,Lenny Welch,male,https://en.wikipedia.org/wiki/Lenny_Welch,['pop music']
4267,Gitz Rice,male,none,none
4268,Kristian Hoffman,male,https://en.wikipedia.org/wiki/Kristian_Hoffman,"['punk rock', 'rock', 'baroque pop']"
4269,Carl Carlton,male,https://en.wikipedia.org/wiki/Carl_Carlton,"['pop', 'r&b', 'soul', 'funk']"
4270,J Metro,male,none,none
4271,Nancy Dussault,female,none,none
4272,Lisa Andreas,female,none,none
4273,Joe King,male,none,none
4274,Upchurch,male,https://en.wikipedia.org/wiki/Upchurch_(musician),"['country rap', 'rapcore', 'hip hop', 'country', 'southern rock', 'rock', 'country rock']"
4275,James Montgomery,male,https://en.wikipedia.org/wiki/James_Montgomery_(singer),['blues']
4276,Jeremy Jordan,male,none,none
4277,Hedli Anderson,female,none,none
4278,Sally Seltmann,female,https://en.wikipedia.org/wiki/Sally_Seltmann,"['indie rock', 'indie pop']"
4279,Malaika,female,https://en.wikipedia.org/wiki/Malaika_(singer),"['dance-pop', 'r&b', 'soul', 'urban']"
4280,Pepper Keenan,male,https://en.wikipedia.org/wiki/Pepper_Keenan,"['heavy metal', 'sludge metal', 'stoner metal', 'southern metal']"
4281,Thomas Raber,male,none,none
4282,Claude François,male,https://en.wikipedia.org/wiki/Claude_François,['pop']
4283,Margaux Avril,female,https://en.wikipedia.org/wiki/Margaux_Avril,['french pop']
4284,Clearance Giddens,male,https://en.wikipedia.org/wiki/Clearance_Giddens,"['rock', 'gospel']"
4285,Inés Gaviria,female,https://en.wikipedia.org/wiki/Inés_Gaviria,"['latin pop', 'pop rock']"
4286,Javine Hylton,female,https://en.wikipedia.org/wiki/Javine_Hylton,"['r&b', 'hip hop', 'soul']"
4287,Johnny Lee Middleton,male,https://en.wikipedia.org/wiki/Johnny_Lee_Middleton,"['heavy metal', 'progressive metal', 'power metal']"
4288,Jesse Valenzuela,male,none,none
4289,Randy Edelman,male,https://en.wikipedia.org/wiki/Randy_Edelman,"['pop music', 'film score']"
4290,Lauren Taylor,female,none,none
4291,Elbridge Bryant,male,https://en.wikipedia.org/wiki/Elbridge_Bryant,"['r&b', 'pop', 'soul']"
4292,Crystal Johnson,female,none,none
4293,Tony Reeves,male,none,none
4294,Damon Johnson,male,https://en.wikipedia.org/wiki/Damon_Johnson,"['rock', 'classic rock', 'hard rock', 'southern rock', 'country', 'country rock']"
4295,Gilbert Velasquez,male,none,none
4296,Pat McCurdy,male,none,none
4297,Gene Greene,male,https://en.wikipedia.org/wiki/Gene_Greene,['ragtime']
4298,Kat Edmonson,female,https://en.wikipedia.org/wiki/Kat_Edmonson,"['jazz', 'pop']"
4299,DMG,male,https://en.wikipedia.org/wiki/DMG_(rapper),['hip hop']
4300,Amanda Stott,female,https://en.wikipedia.org/wiki/Amanda_Stott,"['ccm', 'pop', 'country']"
4301,Steve Hackett,male,https://en.wikipedia.org/wiki/Steve_Hackett,"['progressive rock', 'blues', 'classical music', 'worldbeat', 'pop rock']"
4302,Anne Cochran,female,none,none
4303,Ricky Bell,male,none,none
4304,Alvaleta Guess,female,none,none
4305,Brad Fernquist,male,none,none
4306,Katie White,female,https://en.wikipedia.org/wiki/Katie_White,"['dance-punk', 'dance-pop', 'new rave', 'pop']"
4307,Lee Sargent,male,https://en.wikipedia.org/wiki/Lee_Sargent,['indie rock']
4308,Priscilla Wright,female,none,none
4309,Don Von Tress,male,none,none
4310,Ralph White,male,https://en.wikipedia.org/wiki/Ralph_White,"['old-time', 'country', 'folk', 'blues', 'cajun']"
4311,Zoot Horn Rollo,male,https://en.wikipedia.org/wiki/Zoot_Horn_Rollo,"['experimental rock', 'rock', 'blues']"
4312,David Wills,male,https://en.wikipedia.org/wiki/David_Wills_(singer),"['country', 'christian music']"
4313,Brad Suggs,male,none,none
4314,Martine St. Clair,female,https://en.wikipedia.org/wiki/Martine_St._Clair,['pop']
4315,Al Rogers,male,https://en.wikipedia.org/wiki/Al_Rogers,['country music']
4316,Marilyn Manson,male,https://en.wikipedia.org/wiki/Marilyn_Manson,"['industrial metal', 'industrial rock', 'alternative metal', 'hard rock']"
4317,Jerry Naylor,male,https://en.wikipedia.org/wiki/Jerry_Naylor,"['country', 'rock and roll']"
4318,Sharkey McEwen,male,none,none
4319,Daniel Boys,male,none,none
4320,Rod Lauren,male,https://en.wikipedia.org/wiki/Rod_Lauren,['pop']
4321,Kenny Roby,male,none,none
4322,Barbara George,female,none,none
4323,Witchdoctor,male,https://en.wikipedia.org/wiki/Witchdoctor_(rapper),"['hip hop', 'southern hip hop', 'alternative hip hop', 'r&b']"
4324,Randy Holden,male,https://en.wikipedia.org/wiki/Randy_Holden,"['hard rock', 'heavy metal', 'acid rock', 'psychedelic rock', 'blues rock']"
4325,Blind Lemon Jefferson,male,https://en.wikipedia.org/wiki/Blind_Lemon_Jefferson,"['blues', 'texas blues', 'country blues', 'gospel blues', 'folk', 'ragtime']"
4326,Farren Soutar,male,none,none
4327,Feloni,female,https://en.wikipedia.org/wiki/Feloni,"['hip hop', 'rap', 'r&b', 'soft rock', 'alternative']"
4328,Gordon Tobing,male,none,none
4329,Jay Rock,male,https://en.wikipedia.org/wiki/Jay_Rock,['hip hop']
4330,Enzo Malepasso,male,none,none
4331,Janet Jackson,female,https://en.wikipedia.org/wiki/Janet_Jackson,"['r&b', 'pop', 'dance', 'hip hop', 'funk', 'rock', 'new jack swing']"
4332,Al Tuck,male,https://en.wikipedia.org/wiki/Al_Tuck,"['folk rock', 'indie rock']"
4333,Ethel Finnie,female,https://en.wikipedia.org/wiki/Ethel_Finnie,['classic female blues']
4334,Susie Päivärinta,female,none,none
4335,Percy Strother,male,https://en.wikipedia.org/wiki/Percy_Strother,['electric blues']
4336,Lily Mae,female,https://en.wikipedia.org/wiki/Lily_Mae,"['folk rock', 'alternative rock', 'folk']"
4337,Mims,male,https://en.wikipedia.org/wiki/Mims_(rapper),['hip hop']
4338,Nino Ramsby,male,none,none
4339,Jennifer Nettles,female,https://en.wikipedia.org/wiki/Jennifer_Nettles,['country']
4340,John Carter,male,https://en.wikipedia.org/wiki/John_Carter_(musician),['pop']
4341,Noëlle Cordier,female,none,none
4342,Jimmy Byrd,male,none,none
4343,Al Lewis,male,https://en.wikipedia.org/wiki/Al_Lewis_(singer-songwriter),"['folk', ' pop', 'cymraeg']"
4344,Jon B.,male,https://en.wikipedia.org/wiki/Jon_B.,"['r&b', 'soul']"
4345,Jordy,male,https://en.wikipedia.org/wiki/Jordy_(singer),"['pop', 'dance']"
4346,Robbie Dupree,male,https://en.wikipedia.org/wiki/Robbie_Dupree,"['pop rock', 'soft rock']"
4347,Cory Lee,female,https://en.wikipedia.org/wiki/Cory_Lee,"['r&b', 'pop']"
4348,Chrome,male,https://en.wikipedia.org/wiki/Chrome_(singer),"['r&b', 'rap']"
4349,Bridgette Wilson,female,none,none
4350,Angela Farrell,female,none,none
4351,Urban Mystic,male,https://en.wikipedia.org/wiki/Urban_Mystic,"['r&b', 'soul', 'neo soul']"
4352,Little Jimmy King,male,https://en.wikipedia.org/wiki/Little_Jimmy_King,"['memphis blues', 'electric blues', 'soul blues']"
4353,Alberto Pérez,male,https://en.wikipedia.org/wiki/Alberto_Pérez_(musician),"['jazz', 'latin', 'a cappella']"
4354,Cindy Morgan,female,https://en.wikipedia.org/wiki/Cindy_Morgan_(singer),['contemporary christian music']
4355,Andy Paul,male,https://en.wikipedia.org/wiki/Andy_Paul,"['pop', 'dance']"
4356,Josephine Foster,female,https://en.wikipedia.org/wiki/Josephine_Foster,"['folk', 'art song', 'psychedelic rock', 'new weird america']"
4357,Barbara Carroll,female,https://en.wikipedia.org/wiki/Barbara_Carroll,['jazz']
4358,Lulu James,female,https://en.wikipedia.org/wiki/Lulu_James,"['electronic', 'soul']"
4359,Red Allen,male,https://en.wikipedia.org/wiki/Red_Allen,['jazz']
4360,Sarah Makem,female,none,none
4361,Al Clauser,male,none,none
4362,Bria Valente,female,https://en.wikipedia.org/wiki/Bria_Valente,['r&b']
4363,Chris Willsher,male,https://en.wikipedia.org/wiki/Chris_Willsher,"['punk rock', 'alternative rock', 'anarcho punk']"
4364,Rihanna,female,https://en.wikipedia.org/wiki/Rihanna,"['r&b', 'pop', 'reggae', 'hip hop', 'dance']"
4365,Jane Pickens Langley,female,none,none
4366,Lillian Boutté,female,none,none
4367,Michael Messer,male,https://en.wikipedia.org/wiki/Michael_Messer,"['acoustic blues', 'world', 'electric blues']"
4368,Drake Jensen,male,https://en.wikipedia.org/wiki/Drake_Jensen,['country']
4369,Maradja,male,https://en.wikipedia.org/wiki/Maradja,"['pop', 'dance']"
4370,Matisyahu,male,https://en.wikipedia.org/wiki/Matisyahu,"['reggae', 'jewish rock', 'jewish hip hop', 'alternative hip hop', 'alternative rock', 'reggae fusion', 'reggae rock']"
4371,Jake Dreyer,male,https://en.wikipedia.org/wiki/Jake_Dreyer,"['progressive metal', 'thrash metal', 'speed metal', 'hard rock', 'heavy metal', 'instrumental rock', 'power metal']"
4372,Edu Ardanuy,male,https://en.wikipedia.org/wiki/Edu_Ardanuy,"['hard rock', 'heavy metal', 'progressive rock']"
4373,Frank Hutchison,male,https://en.wikipedia.org/wiki/Frank_Hutchison,"['piedmont blues', 'country blues', 'old-timey']"
4374,Joan Perry,female,none,none
4375,Steve Caton,male,none,none
4376,Nigel North,male,none,none
4377,Turan-Mirza Kamal,male,none,none
4378,Bill Kelliher,male,https://en.wikipedia.org/wiki/Bill_Kelliher,['heavy metal']
4379,Brad Houser,male,https://en.wikipedia.org/wiki/Brad_Houser,"['alternative rock', 'jam rock']"
4380,Chris Copping,male,none,none
4381,José Alfredo Jiménez,male,https://en.wikipedia.org/wiki/José_Alfredo_Jiménez,"['regional mexican', 'canción ranchera', 'corrido', 'mariachi']"
4382,Brandi Wells,female,https://en.wikipedia.org/wiki/Brandi_Wells,"['soul', 'funk', 'r&b', 'disco']"
4383,YFN Lucci,male,https://en.wikipedia.org/wiki/YFN_Lucci,['hip hop']
4384,Steve Dawson,male,https://en.wikipedia.org/wiki/Steve_Dawson,"['heavy metal', 'hard rock', 'blues rock']"
4385,Jonathan Biggins,male,none,none
4386,Martyn Joseph,male,https://en.wikipedia.org/wiki/Martyn_Joseph,"['folk', 'celtic']"
4387,Peter Perrett,male,https://en.wikipedia.org/wiki/Peter_Perrett,"['power pop', 'new wave', 'punk rock', 'indie rock']"
4388,Dolores Keane,female,https://en.wikipedia.org/wiki/Dolores_Keane,"['celtic', 'folk']"
4389,David Laganella,male,none,none
4390,Dean McTaggart,male,none,none
4391,Nick Holmes,male,https://en.wikipedia.org/wiki/Nick_Holmes_(singer),"['gothic metal', 'doom metal', 'death metal', 'death-doom', 'gothic rock', 'synthpop']"
4392,Emmanuelle Zoldan,female,https://en.wikipedia.org/wiki/Emmanuelle_Zoldan,"['gothic metal', 'symphonic metal', ' classical music']"
4393,Siggie Nordstrom,female,https://en.wikipedia.org/wiki/Siggie_Nordstrom,['pop']
4394,Henry Bogdan,male,none,none
4395,Ken Albers,male,https://en.wikipedia.org/wiki/Ken_Albers,"['jazz', 'classic pop', 'barbershop']"
4396,Michael White,male,https://en.wikipedia.org/wiki/Michael_White_(singer),['country']
4397,Guy Clark,male,https://en.wikipedia.org/wiki/Guy_Clark,"['country', 'texas country', 'outlaw country', 'folk', 'americana']"
4398,Lynsey de Paul,female,https://en.wikipedia.org/wiki/Lynsey_de_Paul,['pop']
4399,Margaret Ismay,female,none,none
4400,Jens Fredrik Ryland,male,https://en.wikipedia.org/wiki/Jens_Fredrik_Ryland,"['doom metal', 'avant-garde metal', 'black metal', 'symphonic black metal', 'melodic black metal', 'folk metal', 'viking metal']"
4401,Roxanne Pallett,female,none,none
4402,Red Foley,male,https://en.wikipedia.org/wiki/Red_Foley,"['country', 'gospel', 'rockabilly', 'boogie', 'rhythm and blues']"
4403,Danielle Hope,female,none,none
4404,Anja Nissen,female,https://en.wikipedia.org/wiki/Anja_Nissen,"['pop', 'r&b']"
4405,Carmit Bachar,female,https://en.wikipedia.org/wiki/Carmit_Bachar,"['pop', 'rock', 'r&b', 'dance']"
4406,Leo Dryden,male,none,none
4407,Låpsley,female,https://en.wikipedia.org/wiki/Låpsley,"['art pop', 'soul', 'ambient', 'alternative r&b']"
4408,Ms. Jade,female,https://en.wikipedia.org/wiki/Ms._Jade,['hip hop']
4409,Kyle,male,https://en.wikipedia.org/wiki/Kyle_(musician),"['hip hop', 'pop rap', 'r&b']"
4410,Tom Shaka,male,none,none
4411,Professor Elemental,male,https://en.wikipedia.org/wiki/Professor_Elemental,"['hip hop', 'chap hop']"
4412,David Cook,male,https://en.wikipedia.org/wiki/David_Cook_(singer),"['alternative rock', 'post-grunge']"
4413,Airi L,female,none,none
4414,Line Renaud,female,none,none
4415,Liz Sarian,female,none,none
4416,Anita Cochran,female,https://en.wikipedia.org/wiki/Anita_Cochran,['country']
4417,Dave Bickler,male,https://en.wikipedia.org/wiki/Dave_Bickler,['rock']
4418,K-Solo,male,https://en.wikipedia.org/wiki/K-Solo,"['east coast hip hop', 'hip hop']"
4419,Kathryn Williams,female,https://en.wikipedia.org/wiki/Kathryn_Williams,['folk']
4420,Bobbie Cryner,female,https://en.wikipedia.org/wiki/Bobbie_Cryner,['country']
4421,Hannah,female,none,none
4422,Adam Holzman,male,none,none
4423,Cody Linley,male,none,none
4424,Janet Feder,female,https://en.wikipedia.org/wiki/Janet_Feder,"['avant-garde', 'experimental']"
4425,Billy Morris,male,none,none
4426,Jason Roberts,male,none,none
4427,Annabelle Chvostek,female,https://en.wikipedia.org/wiki/Annabelle_Chvostek,"['singer-songwriter', 'indie folk', 'folk rock', 'roots', 'americana']"
4428,Colin Moulding,male,https://en.wikipedia.org/wiki/Colin_Moulding,"['rock', 'pop']"
4429,Mike Lindup,male,none,none
4430,Daniel Pearce,male,https://en.wikipedia.org/wiki/Daniel_Pearce,"['pop', 'hip hop', 'drum and bass']"
4431,David Strackany,male,https://en.wikipedia.org/wiki/David_Strackany,"['indie', 'folk', 'psychedelic folk', 'electro-folk']"
4432,Cathy Maguire,female,none,none
4433,Alissa Musto,female,none,none
4434,Linda Martin,female,https://en.wikipedia.org/wiki/Linda_Martin,"['pop', 'pop-rock', 'mor']"
4435,Chris Squire,male,https://en.wikipedia.org/wiki/Chris_Squire,"['progressive rock', 'symphonic rock', 'art rock']"
4436,Nick Marko,male,https://en.wikipedia.org/wiki/Nick_Marko,"['indie rock', 'alternative rock', 'punk rock']"
4437,MC Lord Magrao,male,https://en.wikipedia.org/wiki/MC_Lord_Magrao,"['alternative rock', 'musique concrète', 'electronica', 'film score', 'experimental rock', 'trip hop']"
4438,Jess Harnell,male,none,none
4439,Josh Wilson,male,https://en.wikipedia.org/wiki/Josh_Wilson_(musician),"['contemporary christian', 'folk', 'adult contemporary', 'pop rock']"
4440,Sarah Spencer,female,https://en.wikipedia.org/wiki/Sarah_Spencer,"['singer-songwriter', 'alternative rock', 'vocal', 'operatic pop', 'folk rock']"
4441,Mark Knopfler,male,https://en.wikipedia.org/wiki/Mark_Knopfler,"['rock', 'roots rock', 'celtic rock', 'blues rock', 'country rock']"
4442,Walter Powers,male,https://en.wikipedia.org/wiki/Walter_Powers_(musician),['rock']
4443,Naledge,male,https://en.wikipedia.org/wiki/Naledge,['hip hop']
4444,Sandra Spencer,female,none,none
4445,Billy Edd Wheeler,male,https://en.wikipedia.org/wiki/Billy_Edd_Wheeler,"['folk', 'country']"
4446,Heikki Silvennoinen,male,none,none
4447,Levon Ichkhanian,male,https://en.wikipedia.org/wiki/Levon_Ichkhanian,"['jazz', 'world', 'middle eastern', 'folk']"
4448,Patrick Girondi,male,none,none
4449,Corky James,male,https://en.wikipedia.org/wiki/Corky_James,"['rock', 'acoustic', 'alt rock', 'pop', 'film soundtrack']"
4450,Kalomira,female,https://en.wikipedia.org/wiki/Kalomira,"['pop', 'dance', 'laïko']"
4451,Josh Groban,male,https://en.wikipedia.org/wiki/Josh_Groban,"['easy listening', 'vocal', 'adult contemporary', 'operatic pop', 'pop rock', 'soft rock', 'jazz']"
4452,Keith Anderson,male,https://en.wikipedia.org/wiki/Keith_Anderson,['country']
4453,Kerri Simpson,female,https://en.wikipedia.org/wiki/Kerri_Simpson,['blues']
4454,Lena Anderssen,female,https://en.wikipedia.org/wiki/Lena_Anderssen,['pop']
4455,Brian Charles Rooney,male,none,none
4456,Frank Hannon,male,https://en.wikipedia.org/wiki/Frank_Hannon,"['hard rock', 'heavy metal', 'americana', 'country', 'blues rock']"
4457,Connee Boswell,female,https://en.wikipedia.org/wiki/Connee_Boswell,['jazz']
4458,Lillian Glinn,female,https://en.wikipedia.org/wiki/Lillian_Glinn,"['classic female blues', 'country blues', 'gospel blues']"
4459,Tracy Hitchings,female,https://en.wikipedia.org/wiki/Tracy_Hitchings,['progressive rock']
4460,Rune Kristoffersen,male,none,none
4461,Fuzzbee Morse,male,none,none
4462,Josh Ritter,male,https://en.wikipedia.org/wiki/Josh_Ritter,"['folk', 'alternative country', 'rock', 'americana']"
4463,Precious Bryant,female,none,none
4464,Art Ryerson,male,https://en.wikipedia.org/wiki/Art_Ryerson,['jazz']
4465,Francisco Fellové,male,https://en.wikipedia.org/wiki/Francisco_Fellové,"['guaracha', 'bolero', 'son cubano', 'cha-cha-cha']"
4466,Veda Brown,female,https://en.wikipedia.org/wiki/Veda_Brown,"['r&b', 'soul', 'gospel']"
4467,Kevin Costner,male,none,none
4468,Niki Evans,female,none,none
4469,Gone Thursday,male,none,none
4470,Dallas Frazier,male,https://en.wikipedia.org/wiki/Dallas_Frazier,['country']
4471,Noelle Barker,female,none,none
4472,QT,female,https://en.wikipedia.org/wiki/QT_(musician),"['electronic', 'pop']"
4473,Caitlin McCarthy,female,none,none
4474,Timothy B. Schmit,male,https://en.wikipedia.org/wiki/Timothy_B._Schmit,"['rock', 'country rock', 'soft rock', 'hard rock']"
4475,Marie Plosjö,female,none,none
4476,Tim Mead,male,none,none
4477,Ryan Wagler,male,https://en.wikipedia.org/wiki/Ryan_Wagler,"['indie', 'punk rock']"
4478,Troy McLawhorn,male,https://en.wikipedia.org/wiki/Troy_McLawhorn,"['alternative metal', 'hard rock', 'nu metal', 'post-grunge']"
4479,John Nolan,male,https://en.wikipedia.org/wiki/John_Nolan_(musician),"['indie rock', 'alternative rock', 'pop punk', 'post-hardcore', 'emo']"
4480,Larry Willoughby,male,https://en.wikipedia.org/wiki/Larry_Willoughby,['country']
4481,Dig Richards,male,https://en.wikipedia.org/wiki/Dig_Richards,"['rock and roll', 'country']"
4482,Donnie Dacus,male,none,none
4483,Murphy Karges,male,https://en.wikipedia.org/wiki/Murphy_Karges,"['pop rock', '(recent)', 'punk rock', 'alternative metal', 'alternative rock', 'funk metal', 'nu metal']"
4484,Myrra Malmberg,female,none,none
4485,Anita O'Day,female,https://en.wikipedia.org/wiki/Anita_O'Day,"['vocal jazz', 'bebop']"
4486,Sandra Vu,female,none,none
4487,Scott Murawski,male,https://en.wikipedia.org/wiki/Scott_Murawski,['rock']
4488,Luce Dufault,female,none,none
4489,Tommy McLain,male,https://en.wikipedia.org/wiki/Tommy_McLain,['swamp pop']
4490,Viper,male,https://en.wikipedia.org/wiki/Viper_(rapper),"['hip hop', 'outsider music', 'cloud rap', 'chopped and screwed']"
4491,John Waters,male,none,none
4492,Shirley Gunter,female,https://en.wikipedia.org/wiki/Shirley_Gunter,"['r&b', 'gospel']"
4493,Laura Stevenson,female,https://en.wikipedia.org/wiki/Laura_Stevenson,"['folk rock', 'indie rock']"
4494,Richard Attree,male,none,none
4495,Mr. Lucci,male,https://en.wikipedia.org/wiki/Mr._Lucci,['hip hop']
4496,Nicole Millar,female,https://en.wikipedia.org/wiki/Nicole_Millar,"['electronic', 'indie pop']"
4497,Dennis Coffey,male,https://en.wikipedia.org/wiki/Dennis_Coffey,"['soul', 'funk', 'r&b', 'disco']"
4498,Chynna Phillips,female,https://en.wikipedia.org/wiki/Chynna_Phillips,['pop']
4499,Mikael Stanne,male,none,none
4500,Dean Blunt,male,https://en.wikipedia.org/wiki/Dean_Blunt,"['art pop', 'avant-garde', 'hypnagogic pop', 'folk']"
4501,Maura O'Connell,female,https://en.wikipedia.org/wiki/Maura_O'Connell,['folk']
4502,Floyd Robinson,male,none,none
4503,Bert McCracken,male,https://en.wikipedia.org/wiki/Bert_McCracken,"['emo', 'post-hardcore', 'punk rock', 'alternative rock']"
4504,Daniel Shulman,male,none,none
4505,Frances,female,https://en.wikipedia.org/wiki/Frances_(musician),"['pop', 'indie pop', 'folk', 'soul']"
4506,Danny Wood,male,https://en.wikipedia.org/wiki/Danny_Wood,['pop']
4507,Eric Bradley,male,https://en.wikipedia.org/wiki/Eric_Bradley,"['new wave', 'hard rock']"
4508,Steven R. Smith,male,none,none
4509,J. Cole,male,https://en.wikipedia.org/wiki/J._Cole,['hip hop']
4510,Rachael Sage,female,https://en.wikipedia.org/wiki/Rachael_Sage,"['pop', 'folk', 'rock', 'singer-songwriter']"
4511,Iamamiwhoami,female,https://en.wikipedia.org/wiki/Iamamiwhoami,"['electronic', 'electropop', 'synth-pop', 'art pop', 'avant-garde']"
4512,Trace Bundy,male,https://en.wikipedia.org/wiki/Trace_Bundy,"['acoustic', 'fingerstyle guitar', 'progressive', '-acoustic-', 'folk', 'classical', '-ninja-core']"
4513,Gio Washington,male,https://en.wikipedia.org/wiki/Gio_Washington,"['r&b', 'soul']"
4514,Howie Stange,male,https://en.wikipedia.org/wiki/Howie_Stange,"['rockabilly', 'country']"
4515,Karl Gerhard,male,none,none
4516,Manitas de Plata,male,https://en.wikipedia.org/wiki/Manitas_de_Plata,['flamenco']
4517,Christina Milian,female,https://en.wikipedia.org/wiki/Christina_Milian,"['r&b', 'pop', 'hip hop', 'dance']"
4518,Avi Bortnick,male,none,none
4519,Lukas Rossi,male,https://en.wikipedia.org/wiki/Lukas_Rossi,"['rock', 'pop rock']"
4520,Dave Rick,male,https://en.wikipedia.org/wiki/Dave_Rick,"['avant-rock', 'noise rock', 'underground music']"
4521,Romina Arena,female,https://en.wikipedia.org/wiki/Romina_Arena,"['pop', 'classical crossover', 'operatic pop']"
4522,Graham Lyle,male,https://en.wikipedia.org/wiki/Graham_Lyle,"['pop', 'folk rock', 'country rock', 'adult contemporary', 'soft rock', 'soul']"
4523,Kesang Marstrand,female,https://en.wikipedia.org/wiki/Kesang_Marstrand,['folk']
4524,Simone Denny,female,https://en.wikipedia.org/wiki/Simone_Denny,"['house', 'eurodance']"
4525,Adrian Gurvitz,male,https://en.wikipedia.org/wiki/Adrian_Gurvitz,"['rock', 'pop rock', 'soft rock', 'psychedelic rock', 'hard rock', 'blues rock']"
4526,Shelby Starner,female,https://en.wikipedia.org/wiki/Shelby_Starner,['pop']
4527,Genya Ravan,female,none,none
4528,Brian Schwager,male,none,none
4529,Barbara Law,female,none,none
4530,Earl Oliver,male,none,none
4531,John Anderson,male,https://en.wikipedia.org/wiki/John_Anderson_(musician),['country']
4532,Manuel Mota,male,none,none
4533,David Evans,male,none,none
4534,Slymenstra Hymen,female,none,none
4535,Richard Buckner,male,https://en.wikipedia.org/wiki/Richard_Buckner_(musician),['alt-country']
4536,Joe Dassin,male,https://en.wikipedia.org/wiki/Joe_Dassin,"['chanson', 'french pop']"
4537,Gareth Gates,male,https://en.wikipedia.org/wiki/Gareth_Gates,['pop']
4538,Mayuka Thaïs,female,https://en.wikipedia.org/wiki/Mayuka_Thaïs,"['folk', ""children's music"", 'pop']"
4539,Geoffrey Shaw,male,none,none
4540,Peggy Gilbert,female,https://en.wikipedia.org/wiki/Peggy_Gilbert,['jazz']
4541,Kelvin Jones,male,https://en.wikipedia.org/wiki/Kelvin_Jones_(singer),"['pop', 'pop rock']"
4542,Tilman Hoppstock,male,none,none
4543,Laura Devon,female,none,none
4544,Bob Berryhill,male,none,none
4545,Nick Katzman,male,https://en.wikipedia.org/wiki/Nick_Katzman,['blues']
4546,Ronny Cox,male,none,none
4547,Jayne Walton Rosen,female,none,none
4548,Toby Rand,male,https://en.wikipedia.org/wiki/Toby_Rand,"['rock', 'alternative rock']"
4549,Ben Sures,male,none,none
4550,Levon Helm,male,https://en.wikipedia.org/wiki/Levon_Helm,"['rock', 'americana']"
4551,Rafael Andia,male,none,none
4552,Soul Khan,male,https://en.wikipedia.org/wiki/Soul_Khan,['hip hop']
4553,Yoshie Fruchter,male,https://en.wikipedia.org/wiki/Yoshie_Fruchter,"['jazz', 'klezmer', 'world music', 'rock', 'heavy metal']"
4554,Canardo,male,https://en.wikipedia.org/wiki/Canardo_(rapper),['rap']
4555,Norma Waterson,female,https://en.wikipedia.org/wiki/Norma_Waterson,['folk']
4556,JMSN,male,https://en.wikipedia.org/wiki/JMSN,"['alternative r&b', 'electronica', 'soul']"
4557,Caity Lotz,female,none,none
4558,Cornelius Grant,male,https://en.wikipedia.org/wiki/Cornelius_Grant,"['r&b', 'soul']"
4559,Chris Landry,male,https://en.wikipedia.org/wiki/Chris_Landry_(rapper),"['hip hop', 'rap']"
4560,Wanda Jackson,female,https://en.wikipedia.org/wiki/Wanda_Jackson,"['rockabilly', 'rock and roll', 'country', 'americana', 'gospel']"
4561,Eugene Record,male,none,none
4562,Louis Prima Jr.,male,https://en.wikipedia.org/wiki/Louis_Prima_Jr.,"['jazz', 'traditional pop', 'swing', 'rock']"
4563,Mel Hague,male,none,none
4564,Julius La Rosa,male,https://en.wikipedia.org/wiki/Julius_La_Rosa,['traditional pop music']
4565,Slim Dunlap,male,https://en.wikipedia.org/wiki/Slim_Dunlap,['rock music']
4566,Marcia Strassman,female,none,none
4567,Sarah Washington,female,none,none
4568,Bryn McAuley,female,none,none
4569,Bill Leen,male,none,none
4570,Ray J,male,https://en.wikipedia.org/wiki/Ray_J,"['r&b', 'hip hop']"
4571,Skye Edwards,female,https://en.wikipedia.org/wiki/Skye_Edwards,"['trip hop', 'electronica', 'alternative rock']"
4572,Jas Mann,male,https://en.wikipedia.org/wiki/Jas_Mann,['pop']
4573,Twinkle,female,https://en.wikipedia.org/wiki/Twinkle_(singer),['pop music']
4574,Q Lazzarus,female,https://en.wikipedia.org/wiki/Q_Lazzarus,"['new wave', 'synth-pop']"
4575,Debbie Burton,female,none,none
4576,Janet Lawson,female,https://en.wikipedia.org/wiki/Janet_Lawson,"['jazz', 'vocal jazz']"
4577,Nico Assumpção,male,none,none
4578,William Warfield,male,https://en.wikipedia.org/wiki/William_Warfield,"['opera', 'show tune']"
4579,Ralph Santolla,male,https://en.wikipedia.org/wiki/Ralph_Santolla,"['heavy metal', 'death metal', 'technical death metal', 'thrash metal', 'hard rock']"
4580,Sunny Gale,female,https://en.wikipedia.org/wiki/Sunny_Gale,['pop music']
4581,Doris Day,female,none,none
