,artist,gender,retrieved,genre
1408,Go-Bang's,female,https://en.wikipedia.org/wiki/Go-Bang's,"['Pop music', 'Pop rock', 'Shibuya-kei']"
1409,Deaf School,female,https://en.wikipedia.org/wiki/Deaf_School,"['Art rock', 'New wave music', 'Proto-punk']"
1410,Shirley Manson,female,https://en.wikipedia.org/wiki/Shirley_Manson,"['Alternative rock', 'Electronic rock', 'Dream pop']"
1411,Missing Persons,female,https://en.wikipedia.org/wiki/Missing_Persons_(band),"['New wave music', 'Synthpop', 'Post-punk', 'Pop rock']"
1412,The Faders,female,https://en.wikipedia.org/wiki/The_Faders,['Pop rock']
1413,Chaka Khan,female,https://en.wikipedia.org/wiki/Chaka_Khan,"['Rhythm and blues', 'Soul music', 'Funk', 'Pop music', 'Disco', 'Jazz', 'Gospel music']"
1414,Lisa Angelle,female,https://en.wikipedia.org/wiki/Lisa_Angelle,['Country music']
1415,Lisa Moorish,female,none,none
1416,Sarah Bettens,female,none,none
1417,Tre Lux,female,none,none
1418,Nanci Griffith,female,https://en.wikipedia.org/wiki/Nanci_Griffith,"['Folk music', 'Country Folk', 'Americana (music)']"
1419,Marianne Faithfull,female,https://en.wikipedia.org/wiki/Marianne_Faithfull,"['Rock music', 'Folk music', 'Alternative rock', 'Blues', 'Jazz']"
1420,KT Tunstall,female,https://en.wikipedia.org/wiki/KT_Tunstall,"['Alternative rock', 'Folk rock', 'Pop rock', 'Indie rock', 'Folktronica']"
1421,Lena Katina,female,https://en.wikipedia.org/wiki/Lena_Katina,['Electronica']
1422,Broadzilla,female,none,none
1423,Ella Yelich-O'Connor,female,https://en.wikipedia.org/wiki/Ella_Yelich-O'Connor,"['Electropop', 'Dream pop', 'Indie pop', 'Art pop']"
1424,Linda Ronstadt,female,https://en.wikipedia.org/wiki/Linda_Ronstadt,"['Folk music', 'Country rock', 'Country music', 'Art rock', 'Hard rock', 'Soft rock', 'Mariachi', 'Latin music (genre)']"
1425,Abra Moore,female,https://en.wikipedia.org/wiki/Abra_Moore,"['Rock music', 'Pop music', 'Country music']"
1426,Kim Shattuck,female,https://en.wikipedia.org/wiki/Kim_Shattuck,"['Alternative rock', 'Punk rock', 'Pop punk']"
1427,Phranc,female,https://en.wikipedia.org/wiki/Phranc,"['Punk rock', 'Folk music']"
1428,Little Eva,female,https://en.wikipedia.org/wiki/Little_Eva,['Rhythm and blues']
1429,Joy Lynn White,female,https://en.wikipedia.org/wiki/Joy_Lynn_White,['Country music']
1430,Wishing Chair,female,https://en.wikipedia.org/wiki/Wishing_Chair,"['Folk rock', 'Roots rock']"
1431,Bilinda Butcher,female,https://en.wikipedia.org/wiki/Bilinda_Butcher,"['Alternative rock', 'Shoegazing', 'Dream pop']"
1432,Marie Fredriksson,female,https://en.wikipedia.org/wiki/Marie_Fredriksson,['Pop rock']
1433,Jaurim,female,https://en.wikipedia.org/wiki/Jaurim,['Alternative rock']
1434,Re Styles,female,https://en.wikipedia.org/wiki/Re_Styles,"['Rock music', 'Hard rock', 'Experimental rock', 'Proto-punk', 'Glam rock']"
1435,Taylor Momsen,female,https://en.wikipedia.org/wiki/Taylor_Momsen,"['Alternative rock', 'Hard rock', 'Post-grunge']"
1436,Sharon Vaughn,female,https://en.wikipedia.org/wiki/Sharon_Vaughn,"['Pop music', 'Rock music', 'Country music']"
1437,Throwing Muses,female,https://en.wikipedia.org/wiki/Throwing_Muses,"['Alternative rock', 'Post-punk']"
1438,Celtic WomanCake Like,female,none,none
