index,artist,retrieved,genre
2070,Richie Havens,https://en.wikipedia.org/wiki/Richie_Havens,"['Folk rock', 'Funk', 'Blues', 'Soul music']"
2071,Scotty Emerick,https://en.wikipedia.org/wiki/Scotty_Emerick,['Country music']
2072,Tommy Ridgley,https://en.wikipedia.org/wiki/Tommy_Ridgley,"['Blues', 'Rhythm and blues']"
2073,Marina Schiptjenko,https://en.wikipedia.org/wiki/Marina_Schiptjenko,['Electropop']
2074,Glen Templeton,https://en.wikipedia.org/wiki/Glen_Templeton,['Country music']
2075,Amy Malkoff,https://en.wikipedia.org/wiki/Amy_Malkoff,"['Pop-Folk', 'Acoustic music']"
2076,Myriam Abel,https://en.wikipedia.org/wiki/Myriam_Abel,"['Contemporary R&amp;B', 'Dance-pop', 'Soul music']"
2077,Elissa,none,none
2078,Ann-Louise Hanson,https://en.wikipedia.org/wiki/Ann-Louise_Hanson,['Schlager']
2079,Bob Gibson,https://en.wikipedia.org/wiki/Bob_Gibson_(musician),['Folk music']
2080,Captain Kirk Douglas,https://en.wikipedia.org/wiki/Captain_Kirk_Douglas,"['Hip hop music', 'Neo soul', 'Soul music', 'Funk', 'R&amp;B', 'Alternative rock']"
2081,Syreeta Wright,https://en.wikipedia.org/wiki/Syreeta_Wright,"['R&amp;B music', 'Smooth soul', 'Motown']"
2082,Legz Diamond,https://en.wikipedia.org/wiki/Legz_Diamond,"['Rock music', 'Hip hop music']"
2083,James Ray,https://en.wikipedia.org/wiki/James_Ray_(singer),"['Rhythm and blues', 'Soul music']"
2084,Frank Luther,none,none
2085,Peter Schilperoort,https://en.wikipedia.org/wiki/Peter_Schilperoort,"['Jazz', 'Dixieland', 'Old-style jazz (page does not exist)']"
2086,Meredith Sheldon,https://en.wikipedia.org/wiki/Meredith_Sheldon,"['Rock music', 'Alternative music', 'Grunge', 'Indie rock', 'Pop rock']"
2087,Chris Impellitteri,https://en.wikipedia.org/wiki/Chris_Impellitteri,"['Neo-classical metal', 'Heavy metal music', 'Speed metal']"
2088,Chris Karrer,none,none
2089,Kellie While,https://en.wikipedia.org/wiki/Kellie_While,"['Folk music', 'Country music', 'Americana (music)', 'Soul music']"
2090,Mary Lou Fallis,none,none
2091,Josefine Ridell,none,none
2092,Bryn McAuley,none,none
2093,Matthew West,https://en.wikipedia.org/wiki/Matthew_West,"['Contemporary Christian music', 'Pop rock']"
2094,Jay Boy Adams,none,none
2095,Esther Hannaford,none,none
2096,Len Cariou,none,none
2097,Lydia Pense,https://en.wikipedia.org/wiki/Lydia_Pense,"['Rock music', 'Urban contemporary', 'Blue-eyed soul']"
2098,Nell Campbell,https://en.wikipedia.org/wiki/Nell_Campbell,"['Pop music', 'Disco']"
2099,Daniel House,https://en.wikipedia.org/wiki/Daniel_House,"['Grunge', 'Punk rock', 'Indie rock', 'Alternative rock']"
2100,Pete Loeffler,https://en.wikipedia.org/wiki/Pete_Loeffler,"['Alternative metal', 'Post-grunge', 'Hard rock', 'Nu metal']"
2101,Alice Cooper,https://en.wikipedia.org/wiki/Alice_Cooper,"['Hard rock', 'Heavy metal music', 'Shock rock', 'Glam rock']"
2102,Flour,none,none
2103,John McMartin,none,none
2104,Kasey Lansdale,https://en.wikipedia.org/wiki/Kasey_Lansdale,"['Country music', 'Folk music']"
2105,Tom Morello,https://en.wikipedia.org/wiki/Tom_Morello,"['Alternative metal', 'Funk metal', 'Heavy metal music', 'Rap metal', 'Nu metal', 'Hardcore punk', 'Folk music', 'Electronic Dance Music']"
2106,Ricardo Acevedo Bernal,none,none
2107,Courtney Marie Andrews,https://en.wikipedia.org/wiki/Courtney_Marie_Andrews,"['Indie pop', 'Contemporary folk music', 'Country music', 'Americana (music)']"
2108,Pier Gonella,https://en.wikipedia.org/wiki/Pier_Gonella,"['Black metal', 'Neoclassical metal', 'Hard rock', 'Heavy metal music', 'Instrumental rock']"
2109,Peter Green,https://en.wikipedia.org/wiki/Peter_Green_(musician),"['Blues rock', 'Blues', 'Rock music']"
2110,Mitchel Musso,https://en.wikipedia.org/wiki/Mitchel_Musso,"['Pop music', 'Contemporary R&amp;B', 'Dance-pop']"
2111,Charlie Poole,https://en.wikipedia.org/wiki/Charlie_Poole,"['Old-time music', 'Country music', 'Blues']"
2112,Tinashe,https://en.wikipedia.org/wiki/Tinashe,"['Contemporary R&amp;B', 'Pop music', 'Alternative R&amp;B']"
2113,Carol Richards,none,none
2114,Ashley Monroe,https://en.wikipedia.org/wiki/Ashley_Monroe,['Neotraditional country']
2115,Arthur Phillips,none,none
2116,Sheila Guyse,none,none
2117,Doni Tamblyn,none,none
2118,Virginie Pouchain,none,none
2119,Clay Drayton,https://en.wikipedia.org/wiki/Clay_Drayton,"['Rhythm and blues', 'Pop music', 'Disco music', 'Gospel music']"
2120,R. J. Helton,https://en.wikipedia.org/wiki/R._J._Helton,['Contemporary Christian music']
2121,Nikki Lane,https://en.wikipedia.org/wiki/Nikki_Lane,"['Outlaw country', 'Americana (music)']"
2122,Hanna Tuulikki,none,none
2123,Mickey Guyton,https://en.wikipedia.org/wiki/Mickey_Guyton,['Country music']
2124,Richard Tucker,none,none
2125,Lauren Molina,none,none
2126,Rissi Palmer,https://en.wikipedia.org/wiki/Rissi_Palmer,"['Country music', 'R&amp;B', 'Southern soul']"
2127,Keith Buckley,https://en.wikipedia.org/wiki/Keith_Buckley,"['Metalcore', 'Hardcore punk', 'Heavy metal music', 'Southern rock', 'Hard rock']"
2128,Barney Kessel,https://en.wikipedia.org/wiki/Barney_Kessel,"['Jazz', 'Pop music', 'Rhythm and Blues', 'Rock music']"
2129,Ernst Rolf,none,none
2130,Buddy Ebsen,none,none
2131,Melissa Hannan,none,none
2132,Kav Sandhu,https://en.wikipedia.org/wiki/Kav_Sandhu,"['Electronica', 'Indie rock']"
2133,Sara Martin,none,none
2134,Jax,https://en.wikipedia.org/wiki/Jax_(singer),"['Alternative rock', 'Pop music', 'Pop rock']"
2135,Swen Swenson,none,none
2136,Howard McCrary,none,none
2137,Martin Nievera,https://en.wikipedia.org/wiki/Martin_Nievera,"['Original Pilipino Music', 'Vocal music', 'Pop music', 'Soft rock', 'Easy listening', 'Show tune', 'Traditional pop music']"
2138,Monica Boyar,none,none
2139,Sean Combs,https://en.wikipedia.org/wiki/Sean_Combs,"['Hip hop music', 'Contemporary R&amp;B']"
2140,Cicely Nott,none,none
2141,Ken Mellons,https://en.wikipedia.org/wiki/Ken_Mellons,['Country music']
2142,Cristina Black,https://en.wikipedia.org/wiki/Cristina_Black,['Pop music']
2143,Muireann Nic Amhlaoibh,https://en.wikipedia.org/wiki/Muireann_Nic_Amhlaoibh,"['Celtic music', 'Folk music', 'Electronica']"
2144,Linda Lyndell,none,none
2145,Rebecca Scheja,none,none
2146,Kristen Kelly,none,none
2147,Felipe Dylon,none,none
2148,Corina Brouder,https://en.wikipedia.org/wiki/Corina_Brouder,"['Irish music', 'Pop music']"
2149,Ryan Tyler,https://en.wikipedia.org/wiki/Ryan_Tyler,['Country music']
2150,Kidd Kidd,https://en.wikipedia.org/wiki/Kidd_Kidd,['Hip hop music']
2151,Norma Jean Wright,https://en.wikipedia.org/wiki/Norma_Jean_Wright,"['Disco', 'Soul music', 'Funk music']"
2152,Skye Edwards,https://en.wikipedia.org/wiki/Skye_Edwards,"['Trip hop', 'Electronica', 'Alternative rock']"
2153,Jorge Villamil,https://en.wikipedia.org/wiki/Jorge_Villamil,"['Music of Colombia', 'Bambuco', 'Guabina', 'Waltz']"
2154,Matt Hill,https://en.wikipedia.org/wiki/Matt_Hill_(musician),"['Electric blues', 'Rock and roll']"
2155,Michelle Featherstone,https://en.wikipedia.org/wiki/Michelle_Featherstone,['Independent music']
2156,Alan Reid,https://en.wikipedia.org/wiki/Alan_Reid_(musician),['Folk rock']
2157,TL Forsberg,https://en.wikipedia.org/wiki/TL_Forsberg,"['Avant-garde rock', 'American Sign Language']"
2158,Lenny LeBlanc,https://en.wikipedia.org/wiki/Lenny_LeBlanc,"['Soft rock', 'Contemporary Christian music', 'Contemporary worship music']"
2159,Roy Smeck,https://en.wikipedia.org/wiki/Roy_Smeck,"['Country music', 'Ragtime', 'Music of Hawaii']"
2160,Lyndon Slewidge,none,none
2161,Twm Morys,none,none
2162,Jesse Kinch,https://en.wikipedia.org/wiki/Jesse_Kinch,"['Rock music', 'Blues rock', 'Hard rock']"
2163,Colin Campsie,none,none
2164,Hedli Anderson,none,none
2165,JP Houston,none,none
2166,John Torres,https://en.wikipedia.org/wiki/John_Torres,"['Rock music', 'Alternative rock', 'Country music', 'Pop music', 'Folk music', 'Indie rock']"
2167,Brooke Fraser,https://en.wikipedia.org/wiki/Brooke_Fraser,"['Contemporary Christian music', 'Pop music']"
2168,Jesse Cook,https://en.wikipedia.org/wiki/Jesse_Cook,"['New flamenco', 'World music', 'Ethno jazz']"
2169,Ron Roker,https://en.wikipedia.org/wiki/Ron_Roker,[]
2170,Deni Hines,https://en.wikipedia.org/wiki/Deni_Hines,"['Soul music', 'Dance music', 'Pop music']"
2171,Odetta,https://en.wikipedia.org/wiki/Odetta,"['Folk music', 'Blues', 'Spiritual (music)']"
2172,Elise Testone,https://en.wikipedia.org/wiki/Elise_Testone,"['Rock music', 'Blues', 'Soul music', 'Jazz', 'Funk']"
2173,Johnnie Bassett,https://en.wikipedia.org/wiki/Johnnie_Bassett,['Electric blues']
2174,Mel Carter,https://en.wikipedia.org/wiki/Mel_Carter,"['Soul music', 'Pop music']"
2175,Jeff Newman,none,none
2176,Davy Jones,https://en.wikipedia.org/wiki/Davy_Jones_(musician),"['Pop rock', 'Pop music', 'Rock music', 'Sunshine pop', 'Psychedelic rock', 'Music hall']"
2177,Hughie Thomasson,https://en.wikipedia.org/wiki/Hughie_Thomasson,"['Southern rock', 'Hard rock', 'Blues rock']"
2178,Tim Reynolds,https://en.wikipedia.org/wiki/Tim_Reynolds,"['Instrumental rock', 'Jazz', 'Jazz fusion', 'Funk music', 'Rhythm and blues', 'Americana (music)', 'Psychedelic rock', 'Rock and roll']"
2179,Helen Kurup,none,none
2180,Laura Turner,https://en.wikipedia.org/wiki/Laura_Turner_(singer),"['Christian music', 'Gospel music', 'Pop music']"
2181,Devin Bronson,https://en.wikipedia.org/wiki/Devin_Bronson,"['Alternative rock', 'Indie rock', 'Pop punk', 'Pop rock', 'Power pop', 'Acoustic music']"
2182,La Godiva,https://en.wikipedia.org/wiki/La_Godiva,[]
2183,Micky Dolenz,https://en.wikipedia.org/wiki/Micky_Dolenz,"['Rock music', 'Pop music', 'Pop rock', 'Psychedelic rock']"
2184,Andrei Krylov,https://en.wikipedia.org/wiki/Andrei_Krylov,['Art music']
2185,Vincent Flaherty,none,none
2186,Hadrien Feraud,none,none
2187,Michelle Tumes,https://en.wikipedia.org/wiki/Michelle_Tumes,['Contemporary Christian music']
2188,Elen Levon,https://en.wikipedia.org/wiki/Elen_Levon,"['Pop music', 'Dance music', 'Hip hop music', 'Contemporary R&amp;B', 'Glam rock', 'Art rock', 'Independent music', 'Reggae']"
2189,Rachel Kerr,https://en.wikipedia.org/wiki/Rachel_Kerr,"['Contemporary R&amp;B', 'Soul music', 'Blues', 'Gospel music', 'Jazz']"
2190,Yaiya,https://en.wikipedia.org/wiki/Yaiya,[]
2191,Rachael Yamagata,https://en.wikipedia.org/wiki/Rachael_Yamagata,"['Adult album alternative', 'Independent music']"
2192,Bekuh BOOM,https://en.wikipedia.org/wiki/Bekuh_BOOM,[]
2193,Chris Wallace,https://en.wikipedia.org/wiki/Chris_Wallace_(musician),"['Pop rock', 'R&amp;B']"
2194,Anne Jeffreys,none,none
2195,Jeff Bhasker,https://en.wikipedia.org/wiki/Jeff_Bhasker,"['Pop music', 'Contemporary R&amp;B', 'Hip hop music', 'Pop rock']"
2196,Jane Lui,https://en.wikipedia.org/wiki/Jane_Lui,"['Pop music', 'Rock music']"
2197,Cletis Carr,https://en.wikipedia.org/wiki/Cletis_Carr,"['Alternative country', 'Folk rock', 'Blues-rock', 'Acoustic music']"
2198,Albert Elms,none,none
2199,Ral Donner,none,none
2200,Edith Lefel,none,none
2201,Wang Leehom,https://en.wikipedia.org/wiki/Wang_Leehom,"['Pop music', 'Contemporary R&amp;B', 'Hip hop music', 'Rock music']"
2202,Montgomery Steele,https://en.wikipedia.org/wiki/Montgomery_Steele,['Country music']
2203,Josef Johansson,https://en.wikipedia.org/wiki/Josef_Johansson,[]
2204,Kate Earl,https://en.wikipedia.org/wiki/Kate_Earl,"['Pop music', 'Electro swing']"
2205,Vivian Reed,none,none
2206,Lobão,https://en.wikipedia.org/wiki/Lobão,"['Rock music', 'Alternative rock', 'Experimental music', 'Música popular brasileira', 'Progressive rock', 'Post-punk', 'New wave music', 'Samba rock']"
2207,Pat Donohue,https://en.wikipedia.org/wiki/Pat_Donohue,"['Folk music', 'Country music']"
2208,Smiley Culture,https://en.wikipedia.org/wiki/Smiley_Culture,"['Reggae', 'Dancehall']"
2209,Paul Wilson,https://en.wikipedia.org/wiki/Paul_Wilson_(musician),"['Alternative rock', 'Indie rock']"
2210,Monty Byrom,none,none
2211,Rufus Wainwright,https://en.wikipedia.org/wiki/Rufus_Wainwright,"['Baroque pop', 'Operatic pop', 'Indie pop', 'Rock music', 'Opera']"
2212,Håvard Jørgensen,https://en.wikipedia.org/wiki/Håvard_Jørgensen,['Black metal']
2213,Herb Pedersen,https://en.wikipedia.org/wiki/Herb_Pedersen,"['Country music', 'Bluegrass music', 'Progressive bluegrass', 'Folk music', 'Folk rock', 'Country rock']"
2214,Jamareo Artis,https://en.wikipedia.org/wiki/Jamareo_Artis,"['Gospel music', 'Soul Music']"
2215,Jerry Horton,https://en.wikipedia.org/wiki/Jerry_Horton,"['Alternative rock', 'Hard rock', 'Alternative metal', 'Nu metal', 'Rapcore', 'Punk rock']"
2216,Betty Wright,https://en.wikipedia.org/wiki/Betty_Wright,"['Rhythm and blues', 'Soul music', 'Funk', 'Gospel music', 'Disco']"
2217,Napoleon Murphy Brock,https://en.wikipedia.org/wiki/Napoleon_Murphy_Brock,"['Experimental music', 'R&amp;B', 'Jazz', 'Popular music']"
2218,Steve Millar,none,none
2219,Del Rey,https://en.wikipedia.org/wiki/Del_Rey_(musician),['Blues']
2220,Karin Oliver,none,none
2221,Boo Hewerdine,none,none
2222,Devyn Rose,https://en.wikipedia.org/wiki/Devyn_Rose,[]
2223,"Joe ""Guitar"" Hughes","https://en.wikipedia.org/wiki/Joe_""Guitar""_Hughes",['Texas blues']
2224,Ada Reeve,none,none
2225,Anna Sundstrand,https://en.wikipedia.org/wiki/Anna_Sundstrand,[]
2226,Harvey Mandel,https://en.wikipedia.org/wiki/Harvey_Mandel,"['Rock and roll', 'Blues', 'Blues rock']"
2227,Joel Stroetzel,https://en.wikipedia.org/wiki/Joel_Stroetzel,['Metalcore']
2228,Cat Iron,none,none
2229,George Becker,none,none
2230,Peter Shelley,https://en.wikipedia.org/wiki/Peter_Shelley,[]
2231,Dee Snider,https://en.wikipedia.org/wiki/Dee_Snider,"['Heavy metal music', 'Hard rock', 'Shock rock', 'Glam metal']"
2232,Makana,https://en.wikipedia.org/wiki/Makana_(musician),"['Folk-punk', 'Rock music']"
2233,Tiffani Wood,https://en.wikipedia.org/wiki/Tiffani_Wood,"['Indie music', 'Pop rock']"
2234,Annie Golden,none,none
2235,Stan Wilson,none,none
2236,Estelle Reiner,none,none
2237,Victoria Wilson-James,https://en.wikipedia.org/wiki/Victoria_Wilson-James,"['House music', 'Electronic dance music', 'Electronica']"
2238,Roni Benise,https://en.wikipedia.org/wiki/Roni_Benise,"['Nuevo Flamenco', 'World music', 'Classical guitar']"
2239,Sir Robert Charles Griggs,none,none
2240,Karyn White,https://en.wikipedia.org/wiki/Karyn_White,"['Contemporary R&amp;B', 'Soul music', 'New jack swing']"
2241,Nadia G,none,none
2242,Jorge Mejia,none,none
2243,Toni Price,none,none
2244,Azealia Banks,https://en.wikipedia.org/wiki/Azealia_Banks,"['Hip hop music', 'Hip house', 'Dance-pop']"
2245,Madagascar Slim,https://en.wikipedia.org/wiki/Madagascar_Slim,"['Folk music', 'Blues']"
2246,Bill Taft,https://en.wikipedia.org/wiki/Bill_Taft,"['Punk rock', 'Folk music']"
2247,Justin Warfield,https://en.wikipedia.org/wiki/Justin_Warfield,"['Alternative rock', 'Hip hop music', 'Darkwave']"
2248,Jan Bradley,none,none
2249,David Daniels,none,none
2250,Little Eva,https://en.wikipedia.org/wiki/Little_Eva,['Rhythm and blues']
2251,David Arthur Brown,none,none
2252,Davey von Bohlen,https://en.wikipedia.org/wiki/Davey_von_Bohlen,"['Emo', 'Indie rock', 'Pop punk', 'Power pop', 'Acoustic rock']"
2253,Peter DiStefano,https://en.wikipedia.org/wiki/Peter_DiStefano,['Rock music']
2254,Jonny Fritz,https://en.wikipedia.org/wiki/Jonny_Fritz,['Alternative country']
2255,Melanie Williams,none,none
2256,Miranda Cosgrove,https://en.wikipedia.org/wiki/Miranda_Cosgrove,"['Pop music', 'Electropop']"
2257,Randy Castillo,https://en.wikipedia.org/wiki/Randy_Castillo,"['Heavy metal music', 'Hard rock', 'Glam metal']"
2258,Guru,https://en.wikipedia.org/wiki/Guru_(rapper),"['Hip hop music', 'Jazz rap']"
2259,Dorothy Moskowitz,https://en.wikipedia.org/wiki/Dorothy_Moskowitz,"['Electronic rock', 'Psychedelic rock', 'Experimental rock']"
2260,Lane Moore,none,none
2261,Ryan Destiny,none,none
2262,Bob Neuwirth,none,none
2263,T La Rock,https://en.wikipedia.org/wiki/T_La_Rock,['Hip Hop']
2264,Tweedy Bird Loc,https://en.wikipedia.org/wiki/Tweedy_Bird_Loc,['Hip hop music']
2265,David Hood,https://en.wikipedia.org/wiki/David_Hood,"['Rhythm and blues', 'Rock music']"
2266,Matthew Bauer,https://en.wikipedia.org/wiki/Matthew_Bauer,"['Americana (music)', 'Electronic (music)', 'Experimental music']"
2267,Tom Jones,https://en.wikipedia.org/wiki/Tom_Jones_(singer),"['Rhythm and blues', 'Soul music', 'Country music', 'Gospel music']"
2268,Sam Cooke,https://en.wikipedia.org/wiki/Sam_Cooke,"['Soul music', 'Gospel music', 'Rhythm and blues']"
2269,"Dolores ""Dee Dee"" Kenniebrew",none,none
2270,Del Rendon,none,none
2271,Sean Danielsen,https://en.wikipedia.org/wiki/Sean_Danielsen,['Alternative rock']
2272,Irwin Thomas,https://en.wikipedia.org/wiki/Irwin_Thomas,"['Rock music', 'Hard rock', 'Pop rock', 'Alternative rock']"
2273,"Charlie ""Specks"" McFadden","https://en.wikipedia.org/wiki/Charlie_""Specks""_McFadden",['Country blues']
2274,Eszter Balint,none,none
2275,Cécile Cassel,none,none
2276,Travie McCoy,https://en.wikipedia.org/wiki/Travie_McCoy,"['Hip hop music', 'Pop-rap', 'Rap rock', 'Emo rap', 'Pop rock', 'Reggae', 'Alternative hip hop']"
2277,Johnny Echols,https://en.wikipedia.org/wiki/Johnny_Echols,['Rock music']
2278,Mathias Malzieu,https://en.wikipedia.org/wiki/Mathias_Malzieu,"['Art rock', 'Alternative rock']"
2279,Antonio Rey,https://en.wikipedia.org/wiki/Antonio_Rey,['Flamenco music']
2280,Francisco Barrios,none,none
2281,Laïka Fatien,none,none
2282,Jason Hartman,https://en.wikipedia.org/wiki/Jason_Hartman,"['Popular music', 'Pop-Rock', 'Rock music']"
2283,Amanda Jenssen,https://en.wikipedia.org/wiki/Amanda_Jenssen,"['Jazz', 'Acoustic music', 'Indie rock', 'Soul music']"
2284,Dan Palmer,none,none
2285,Andy Milonakis,none,none
2286,Ben Gibbard,https://en.wikipedia.org/wiki/Ben_Gibbard,"['Alternative rock', 'Indie rock', 'Synthpop']"
2287,Jimi Hocking,https://en.wikipedia.org/wiki/Jimi_Hocking,[]
2288,Erik Grönwall,https://en.wikipedia.org/wiki/Erik_Grönwall,"['Pop rock', 'Hard rock', 'Arena rock', 'Heavy metal music', 'Glam metal']"
2289,James Blood Ulmer,https://en.wikipedia.org/wiki/James_Blood_Ulmer,"['Jazz', 'Harmolodics', 'Free funk', 'Blues', 'Electric blues']"
2290,Mya Rose,https://en.wikipedia.org/wiki/Mya_Rose,['Folk Rock']
2291,Adriano Celentano,https://en.wikipedia.org/wiki/Adriano_Celentano,"['Pop music', 'Rock and roll', 'Rock music', 'Disco']"
2292,Jamie Block,https://en.wikipedia.org/wiki/Jamie_Block,"['Anti-folk', 'Rock music', 'Indie rock', 'Alternative rock']"
2293,Royal Wade Kimes,https://en.wikipedia.org/wiki/Royal_Wade_Kimes,['Country music']
2294,Tobias Exxel,none,none
2295,Saka Jankovi?,none,none
2296,Raylene Rankin,https://en.wikipedia.org/wiki/Raylene_Rankin,"['Canadian country music', 'Folk music']"
2297,Mea Fisher,https://en.wikipedia.org/wiki/Mea_Fisher,"['Electronica', 'House music', 'Industrial dance']"
2298,Sam Cohen,https://en.wikipedia.org/wiki/Sam_Cohen_(musician),"['Alternative rock', 'Psychedelic rock', 'Indie folk']"
2299,Angel,https://en.wikipedia.org/wiki/Angel_(band),"['Glam rock', 'Progressive rock', 'Hard rock']"
2300,"Clarence ""Gatemouth"" Brown","https://en.wikipedia.org/wiki/Clarence_""Gatemouth""_Brown","['Blues music', 'Swing music', 'Country music', 'Cajun music', 'Rhythm and blues', 'Rock music', 'Folk music', 'Electric blues', 'Texas blues']"
2301,Claudia Schmidt,https://en.wikipedia.org/wiki/Claudia_Schmidt,"['Folk music', 'Jazz music']"
2302,Wilma Reading,none,none
2303,Francky Vincent,https://en.wikipedia.org/wiki/Francky_Vincent,"['Adult Contemporary', 'Cadence-lypso', 'Compas', 'Cadence rampa', 'World beat']"
2304,Chloe Jasmine,none,none
2305,Amy Speace,https://en.wikipedia.org/wiki/Amy_Speace,"['Folk music', 'Americana (music)']"
2306,Karen Elson,none,none
2307,Geoff Rickly,https://en.wikipedia.org/wiki/Geoff_Rickly,"['Post-hardcore', 'Emo', 'Indie rock', 'Screamo', 'Post-punk', 'Hardcore punk', 'Alternative rock']"
2308,Nicola Hitchcock,https://en.wikipedia.org/wiki/Nicola_Hitchcock,"['Electronica', 'Trip hop', 'Downtempo']"
2309,Rodney Griffin,https://en.wikipedia.org/wiki/Rodney_Griffin,"['Christian music', 'Southern Gospel']"
2310,Judy Torres,https://en.wikipedia.org/wiki/Judy_Torres,['Freestyle music']
2311,Lyle Workman,none,none
2312,Maria Rubia,none,none
2313,Jeremy Enigk,none,none
2314,Noeleen Batley,none,none
2315,Lasse Dahlquist,none,none
2316,Ad-Rock,https://en.wikipedia.org/wiki/Ad-Rock,"['Rap rock', 'Hip hop music', 'Hardcore punk', 'Alternative hip hop']"
2317,Stephen Dale Petit,https://en.wikipedia.org/wiki/Stephen_Dale_Petit,"['Blues', 'Blues-rock']"
2318,Krist Novoselic,https://en.wikipedia.org/wiki/Krist_Novoselic,"['Grunge', 'Hard rock', 'Heavy metal music', 'Alternative rock', 'Punk rock', 'Post-punk', 'Sludge metal', 'Cowpunk']"
2319,Ann Scott,none,none
2320,Mae Barnes,https://en.wikipedia.org/wiki/Mae_Barnes,"['Jazz', 'Blues', 'Musical theatre']"
2321,Nicole Couch,https://en.wikipedia.org/wiki/Nicole_Couch,"['Heavy metal music', 'Rock music', 'Blues']"
2322,Roy Hogsed,https://en.wikipedia.org/wiki/Roy_Hogsed,['Country music']
2323,Howard Goodall,none,none
2324,John C. Marshall,none,none
2325,Arum Rae,https://en.wikipedia.org/wiki/Arum_Rae,"['Americana (music)', 'Country blues']"
2326,Skyler Day,none,none
2327,Dweezil Zappa,https://en.wikipedia.org/wiki/Dweezil_Zappa,"['Rock music', 'Hard rock', 'Heavy metal music', 'Instrumental rock']"
2328,King T,https://en.wikipedia.org/wiki/King_T,"['West Coast hip hop', 'Hip hop music', 'Gangsta rap']"
2329,Watermelon Slim,https://en.wikipedia.org/wiki/Watermelon_Slim,['Blues']
2330,Erin Wall,none,none
2331,Siobhán Donaghy,https://en.wikipedia.org/wiki/Siobhán_Donaghy,['Pop music']
2332,Peggy Harley,none,none
2333,Jane Connell,none,none
2334,Tyka Nelson,none,none
2335,Camilla Kerslake,https://en.wikipedia.org/wiki/Camilla_Kerslake,"['Crossover (music)', 'Operatic pop']"
2336,Juan Manuel Cañizares,https://en.wikipedia.org/wiki/Juan_Manuel_Cañizares,"['Flamenco music', 'European classical music', 'Jazz']"
2337,Brad Whitford,https://en.wikipedia.org/wiki/Brad_Whitford,"['Hard rock', 'Blues rock', 'Heavy metal music']"
2338,Edward Lloyd,none,none
2339,Tim Staffell,https://en.wikipedia.org/wiki/Tim_Staffell,"['Rock music', 'Progressive rock']"
2340,Lena Park,https://en.wikipedia.org/wiki/Lena_Park,"['K-pop', 'J-pop', 'Contemporary R&amp;B']"
2341,Gilbert Bécaud,https://en.wikipedia.org/wiki/Gilbert_Bécaud,"['Contemporary music', 'Jazz']"
2342,Dyme-A-Duzin,https://en.wikipedia.org/wiki/Dyme-A-Duzin,['Hip hop music']
2343,Lillebjørn Nilsen,https://en.wikipedia.org/wiki/Lillebjørn_Nilsen,"['Folk music', 'Popular music']"
2344,Betty Mars,https://en.wikipedia.org/wiki/Betty_Mars,['Chanson']
2345,Chino XL,https://en.wikipedia.org/wiki/Chino_XL,['Hip hop music']
2346,Vanessa Bley,https://en.wikipedia.org/wiki/Vanessa_Bley,"['Avant-garde jazz', 'Free jazz', 'Free improvisation', 'Post bop']"
2347,Charly McClain,https://en.wikipedia.org/wiki/Charly_McClain,['Country pop']
2348,Greg Lake,https://en.wikipedia.org/wiki/Greg_Lake,"['Progressive rock', 'Art rock', 'Hard rock']"
2349,MC Breed,https://en.wikipedia.org/wiki/MC_Breed,['Hip hop music']
2350,Bob Casale,https://en.wikipedia.org/wiki/Bob_Casale,"['New wave music', 'Punk rock', 'Post-punk', 'Electropunk', 'Art punk', 'Synth-pop', 'Electronic rock', 'Film score']"
2351,Martin Sexton,https://en.wikipedia.org/wiki/Martin_Sexton,"['Americana (music)', 'Rock music', 'Blue-eyed soul', 'Folk music']"
2352,Mia Sheard,none,none
2353,Neev Kennedy,https://en.wikipedia.org/wiki/Neev_Kennedy,"['Pop music', 'Trance music']"
2354,Chris Hawkes,https://en.wikipedia.org/wiki/Chris_Hawkes,"['Rock music', 'Americana music', 'Indie folk']"
2355,Kenny Wayne Shepherd,https://en.wikipedia.org/wiki/Kenny_Wayne_Shepherd,"['Blues rock', 'Blues', 'Rock music', 'Roots rock', 'Hard rock']"
2356,Patrick Wolf,https://en.wikipedia.org/wiki/Patrick_Wolf,"['Indietronica', 'Folktronica', 'Alternative rock', 'Baroque pop']"
2357,Franky Perez,https://en.wikipedia.org/wiki/Franky_Perez,"['Alternative rock', 'Hard rock', 'Rock and Roll', 'Blues']"
2358,Hayes McMullan,https://en.wikipedia.org/wiki/Hayes_McMullan,['Delta blues']
2359,Adeva,https://en.wikipedia.org/wiki/Adeva,"['Garage music (US garage)', 'House music', 'Contemporary R&amp;B']"
2360,Hazel Kaneswaran,https://en.wikipedia.org/wiki/Hazel_Kaneswaran,"['Soul music', 'R&amp;B']"
2361,Annette Conlon,https://en.wikipedia.org/wiki/Annette_Conlon,[]
2362,Ethel Finnie,https://en.wikipedia.org/wiki/Ethel_Finnie,['Classic female blues']
2363,Vonzell Solomon,https://en.wikipedia.org/wiki/Vonzell_Solomon,"['Pop music', 'Rhythm and blues']"
2364,Julius Daniels,https://en.wikipedia.org/wiki/Julius_Daniels,"['Piedmont blues', 'Country music']"
2365,Sandy Faison,none,none
2366,Sanne Karlsson,https://en.wikipedia.org/wiki/Sanne_Karlsson,"['Pop music', 'Funk', 'Soul music', 'Dance music', 'Europop', 'Pop rock']"
