index,artist,retrieved,genre
5065,David Hinds,none,none
5066,Gil Moore,https://en.wikipedia.org/wiki/Gil_Moore,"['Hard rock', 'Progressive rock', 'Heavy metal music', 'Progressive metal']"
5067,Molly O'Day,https://en.wikipedia.org/wiki/Molly_O'Day_(singer),['Country music']
5068,Del Delker,none,none
5069,Hiski Salomaa,none,none
5070,Rocky Roberts,none,none
5071,David Francey,https://en.wikipedia.org/wiki/David_Francey,['American folk music']
5072,Albert Cummings,https://en.wikipedia.org/wiki/Albert_Cummings,['Blues']
5073,Greg Sczebel,https://en.wikipedia.org/wiki/Greg_Sczebel,['Soul music']
5074,Pete Wingfield,none,none
5075,Dennis Agajanian,none,none
5076,Torae,https://en.wikipedia.org/wiki/Torae,['Hip hop music']
5077,Miranda Stone,https://en.wikipedia.org/wiki/Miranda_Stone,"['Canadians', 'Folk music', 'Folk rock']"
5078,Duke Levine,none,none
5079,Aldo Nova,https://en.wikipedia.org/wiki/Aldo_Nova,"['Hard rock', 'Glam metal', 'Heavy metal music']"
5080,Derek Shulman,https://en.wikipedia.org/wiki/Derek_Shulman,['Progressive rock']
5081,Kirstin Maldonado,https://en.wikipedia.org/wiki/Kirstin_Maldonado,"['A cappella', 'Contemporary R&amp;B', 'Soul music']"
5082,Seal,https://en.wikipedia.org/wiki/Seal_(musician),"['Soul music', 'Contemporary R&amp;B']"
5083,Kris Drever,https://en.wikipedia.org/wiki/Kris_Drever,['Folk music']
5084,DJ Ashba,https://en.wikipedia.org/wiki/DJ_Ashba,"['Alternative metal', 'Hard rock', 'Heavy metal music', 'Post-grunge']"
5085,Yolanda Adams,https://en.wikipedia.org/wiki/Yolanda_Adams,"['Gospel music', 'Contemporary R&amp;B', 'Soul music']"
5086,Brandon Kellum,https://en.wikipedia.org/wiki/Brandon_Kellum,"['Mathcore', 'Hardcore punk', 'Metalcore', 'Southern Metal', 'Screamo', 'Post Hardcore']"
5087,Clay Eager,none,none
5088,Jérôme Couture,none,none
5089,Brandon Jenkins,https://en.wikipedia.org/wiki/Brandon_Jenkins_(musician),"['Red Dirt (music)', 'Texas Country']"
5090,Murray Attaway,none,none
5091,Stuart Mathis,https://en.wikipedia.org/wiki/Stuart_Mathis,"['Alternative rock', 'Roots rock']"
5092,Doris,https://en.wikipedia.org/wiki/Doris_(singer),"['Soul music', 'Funk', 'Psychedelic music']"
5093,Barry McGuire,https://en.wikipedia.org/wiki/Barry_McGuire,"['Rock music', 'Contemporary Christian music']"
5094,Albert Verrecchia,https://en.wikipedia.org/wiki/Albert_Verrecchia,['Film score']
5095,Ruby Hunter,https://en.wikipedia.org/wiki/Ruby_Hunter,[]
5096,Lara McAllen,https://en.wikipedia.org/wiki/Lara_McAllen,['Electronic dance music']
5097,Caroline Lavelle,https://en.wikipedia.org/wiki/Caroline_Lavelle,"['Pop rock', 'Alternative rock', 'Folk music']"
5098,John Oszajca,none,none
5099,Blame Sally,none,none
5100,Laura Claycomb,none,none
5101,Maggie Ryder,none,none
5102,May Qwinten,https://en.wikipedia.org/wiki/May_Qwinten,[]
5103,Bruce Fitzhugh,https://en.wikipedia.org/wiki/Bruce_Fitzhugh,"['Christian metal', 'Heavy metal music']"
5104,Myrtle Stedman,none,none
5105,Kevin Mitchell,https://en.wikipedia.org/wiki/Kevin_Mitchell_(musician),"['Alternative rock', 'Folk pop']"
5106,Phil Hurley,none,none
5107,Joseph Arthur,https://en.wikipedia.org/wiki/Joseph_Arthur,"['Alternative rock', 'Folk rock', 'Indie folk', 'World music']"
5108,Alyssa Milano,none,none
5109,Ann Reed,none,none
5110,Grace Bawden,https://en.wikipedia.org/wiki/Grace_Bawden,"['Crossover (music)', 'Operatic pop']"
5111,Roger Creager,https://en.wikipedia.org/wiki/Roger_Creager,['Country music']
5112,Donell Jones,https://en.wikipedia.org/wiki/Donell_Jones,"['Contemporary R&amp;B', 'Soul music']"
5113,Pierre Louki,none,none
5114,Sarah Solovay,https://en.wikipedia.org/wiki/Sarah_Solovay,"['Pop music', 'Singer-songwriter']"
5115,Jennifer Hanson,https://en.wikipedia.org/wiki/Jennifer_Hanson,['Country music']
5116,Jennifer Berezan,none,none
5117,Jackie Clune,none,none
5118,Gareth Koch,none,none
5119,I-20,https://en.wikipedia.org/wiki/I-20_(rapper),['Hip hop music']
5120,Robert Knight,https://en.wikipedia.org/wiki/Robert_Knight_(musician),['Soul music']
5121,Edward Leeson,https://en.wikipedia.org/wiki/Edward_Leeson,"['Indie rock', 'Indie folk']"
5122,Jimmy Fallon,https://en.wikipedia.org/wiki/Jimmy_Fallon,"['Observational comedy', 'Comedy music', 'Sketch comedy', 'Surreal humor', 'Character comedy', 'Satire']"
5123,Suman Sridhar,none,none
5124,Catherine Hickland,none,none
5125,Henry Gattie,none,none
5126,James David Vaughan,https://en.wikipedia.org/wiki/James_David_Vaughan,['Christian music']
5127,Jimmy Swan,none,none
5128,Chris Douglas,https://en.wikipedia.org/wiki/Chris_Douglas,"['Experimental music', 'Intelligent dance music', 'Ambient music', 'Industrial music', 'Electronic music', 'Musique concrete', 'Noise music', 'Electro-acoustic music', 'Avant-garde music']"
5129,Dominic Chad,https://en.wikipedia.org/wiki/Dominic_Chad,"['Alternative rock', 'Indie rock', 'Britpop', 'Progressive rock']"
5130,Fred Thelonious Baker,none,none
5131,Mayra Verónica,none,none
5132,Charles Grigsby,none,none
5133,Myshkin,https://en.wikipedia.org/wiki/Myshkin_(singer),['Folk music']
5134,Lumidee,https://en.wikipedia.org/wiki/Lumidee,"['Contemporary R&amp;B', 'Hip hop music', 'Dancehall', 'Reggaeton']"
5135,Saint Vincent,https://en.wikipedia.org/wiki/Saint_Vincent_(musician),"['Industrial black metal', 'Black metal', 'Death metal']"
5136,Jimmy Scott,https://en.wikipedia.org/wiki/Jimmy_Scott,['Jazz']
5137,Cliffie Stone,https://en.wikipedia.org/wiki/Cliffie_Stone,['Country music']
5138,Armistead Burwell Smith IV,https://en.wikipedia.org/wiki/Armistead_Burwell_Smith_IV,"['Indie rock', 'Art punk']"
5139,Laura Branigan,https://en.wikipedia.org/wiki/Laura_Branigan,"['Synthpop', 'Pop rock']"
5140,Ian McNabb,https://en.wikipedia.org/wiki/Ian_McNabb,"['Alternative rock', 'New wave music']"
5141,Ray Sanders,https://en.wikipedia.org/wiki/Ray_Sanders_(singer),['Country music']
5142,Chuck Garvey,https://en.wikipedia.org/wiki/Chuck_Garvey,"['Progressive rock', 'Rock music']"
5143,Aundrea Fimbres,https://en.wikipedia.org/wiki/Aundrea_Fimbres,"['Contemporary R&amp;B', 'Pop music']"
5144,Jorge Cafrune,https://en.wikipedia.org/wiki/Jorge_Cafrune,['Music of Argentina']
5145,James Madison,none,none
5146,Nancy Overton,none,none
5147,Felipe Gil,none,none
5148,Thalia Zedek,https://en.wikipedia.org/wiki/Thalia_Zedek,['Indie rock']
5149,Fink,https://en.wikipedia.org/wiki/Fink_(musician),"['Folk music', 'Indie rock', 'Blues', 'Trip hop']"
5150,Jim Cummings,none,none
5151,Eliades Ochoa,https://en.wikipedia.org/wiki/Eliades_Ochoa,"['Cuban Son', 'Cuban Trova (page does not exist)', 'Latin jazz', 'Salsa music']"
5152,Chris Trousdale,https://en.wikipedia.org/wiki/Chris_Trousdale,['Pop music']
5153,Christophe Willem,https://en.wikipedia.org/wiki/Christophe_Willem,"['Nouvelle Chanson', 'Pop music']"
5154,Howard New,none,none
5155,Jeremy Kushnier,none,none
5156,Jason Scheff,https://en.wikipedia.org/wiki/Jason_Scheff,"['Rock music', 'Blues']"
5157,Lucy Schwartz,https://en.wikipedia.org/wiki/Lucy_Schwartz,['Indie pop']
5158,Vinnie Mele,https://en.wikipedia.org/wiki/Vinnie_Mele,"['Blues', 'Country music']"
5159,Jarboe,https://en.wikipedia.org/wiki/Jarboe,"['Vocal music', 'Experimental rock', 'Industrial music', 'Psychedelic folk', 'Art rock', 'Blues']"
5160,Carolina Kuhlman,none,none
5161,Ean Evans,https://en.wikipedia.org/wiki/Ean_Evans,['Southern rock']
5162,Sonja Kristina,https://en.wikipedia.org/wiki/Sonja_Kristina,"['Progressive rock', 'Folk music', 'Acid folk']"
5163,Super Chikan,https://en.wikipedia.org/wiki/Super_Chikan,['Blues']
5164,Dresta,https://en.wikipedia.org/wiki/Dresta,"['Hip hop music', 'Gangsta rap', 'West Coast hip hop']"
5165,Tony Campos,https://en.wikipedia.org/wiki/Tony_Campos,"['Industrial metal', 'Nu metal', 'Groove metal', 'Death metal']"
5166,Tara Lyn Hart,https://en.wikipedia.org/wiki/Tara_Lyn_Hart,"['Country music', 'Christian music']"
5167,Marie Seyrat,https://en.wikipedia.org/wiki/Marie_Seyrat,"['Pop Music', 'Indie pop', 'Alternative rock']"
5168,Lori Lewis,https://en.wikipedia.org/wiki/Lori_Lewis,"['Gothic metal', 'Symphonic metal', 'Classical music']"
5169,Lui Collins,none,none
5170,Freddie Tavares,none,none
5171,Patti LaBelle,https://en.wikipedia.org/wiki/Patti_LaBelle,"['Rhythm and blues', 'Soul music', 'Disco', 'Pop music', 'Dance music', 'Gospel music', 'Jazz']"
5172,Will Glover,https://en.wikipedia.org/wiki/Will_Glover,"['Surf music', 'Country music', 'Rock music', 'R&amp;B']"
5173,Raine Maida,https://en.wikipedia.org/wiki/Raine_Maida,"['Post-grunge', 'Alternative rock', 'Spoken word', 'Folk music']"
5174,Lamar Williams,https://en.wikipedia.org/wiki/Lamar_Williams,"['Jam session', 'Alternative rock', 'Southern rock']"
5175,Margaretta Graddon,none,none
5176,Anji Bee,none,none
5177,Tommy Roe,https://en.wikipedia.org/wiki/Tommy_Roe,"['Rock and roll', 'Pop music', 'Bubblegum pop']"
5178,Jerrold Fisher,none,none
5179,Greg Keelor,https://en.wikipedia.org/wiki/Greg_Keelor,"['Rock music', 'Country music']"
5180,Benny Gordon,https://en.wikipedia.org/wiki/Benny_Gordon_(singer),['Soul music']
5181,Brendan Kelly,https://en.wikipedia.org/wiki/Brendan_Kelly_(musician),['Punk rock']
5182,Danni Rouge,none,none
5183,Philippe Risoli,none,none
5184,Mark Trammell,https://en.wikipedia.org/wiki/Mark_Trammell,"['Christian music', 'Southern gospel']"
5185,Pino Daniele,https://en.wikipedia.org/wiki/Pino_Daniele,"['Flamenco Rumba', 'Blues music', 'Jazz', 'Canzone Napoletana', 'World music', 'Pop rock', 'Funk', 'Middle Eastern music', 'Pop music']"
5186,Eileen Rose,https://en.wikipedia.org/wiki/Eileen_Rose,"['Americana (music)', 'Rock music', 'Indie music', 'American folk music', 'Folk music', 'Alternative country', 'Classic country', 'Honky tonk']"
5187,Ray Barrett,none,none
5188,Dave Rick,https://en.wikipedia.org/wiki/Dave_Rick,"['Avant-rock', 'Noise rock', 'Underground music']"
5189,Freekey Zekey,https://en.wikipedia.org/wiki/Freekey_Zekey,['Hip hop music']
5190,Nick Holmes,https://en.wikipedia.org/wiki/Nick_Holmes_(singer),"['Gothic metal', 'Doom metal', 'Death metal', 'Death-doom', 'Gothic rock', 'Synthpop']"
5191,Todd Kerns,https://en.wikipedia.org/wiki/Todd_Kerns,"['Hard rock', 'Heavy metal music']"
5192,Kevin Richardson,https://en.wikipedia.org/wiki/Kevin_Richardson_(musician),['Pop music']
5193,Phat Kat,https://en.wikipedia.org/wiki/Phat_Kat,['Hip hop music']
5194,Adele,https://en.wikipedia.org/wiki/Adele,"['Pop music', 'Contemporary R&amp;B', 'Blue-eyed soul', 'Pop-soul']"
5195,Amy Crawford,https://en.wikipedia.org/wiki/Amy_Crawford_(musician),"['Pop rock', 'Acoustic music', 'Indie music', 'Jazz']"
5196,Dwele,https://en.wikipedia.org/wiki/Dwele,"['Contemporary R&amp;B', 'Soul music', 'Neo soul', 'Jazz']"
5197,Gene October,none,none
5198,Derri Daugherty,https://en.wikipedia.org/wiki/Derri_Daugherty,['Alternative rock']
5199,Blacko,https://en.wikipedia.org/wiki/Blacko_(singer),"['Ragga', 'Rap music']"
5200,Reggie Sears,https://en.wikipedia.org/wiki/Reggie_Sears,"['Soul music', 'Pop music', 'Neo soul', 'Contemporary R&amp;B', 'Funk', 'Hip hop music', 'Psychedelic soul', 'Blues', 'Southern soul', 'Jazz', 'Alternative R&amp;B', 'Rock music']"
5201,Andrew Ridgeley,https://en.wikipedia.org/wiki/Andrew_Ridgeley,"['Pop music', 'Rock music']"
5202,Florence Ballard,https://en.wikipedia.org/wiki/Florence_Ballard,"['Rhythm and blues', 'Soul music', 'Doo-wop']"
5203,Susie Päivärinta,none,none
5204,Monique L. Midgette,none,none
5205,Melanie Amaro,https://en.wikipedia.org/wiki/Melanie_Amaro,"['Pop music', 'Rhythm and blues', 'Adult contemporary music', 'Soul music', 'Dance music']"
5206,David Reilly,none,none
5207,Åge Aleksandersen,https://en.wikipedia.org/wiki/Åge_Aleksandersen,"['Pop music', 'Rock (music)']"
5208,Carl Wilson,https://en.wikipedia.org/wiki/Carl_Wilson,"['Rock music', 'Pop music']"
5209,Miguelito Valdés,https://en.wikipedia.org/wiki/Miguelito_Valdés,"['Son cubano', 'Guaracha', 'Bolero']"
5210,Mark Northfield,https://en.wikipedia.org/wiki/Mark_Northfield,['Rock music']
5211,Kurt Dahle,https://en.wikipedia.org/wiki/Kurt_Dahle,"['Rock music', 'Indie rock']"
5212,Sam Riley,none,none
5213,Joe Barnhill,https://en.wikipedia.org/wiki/Joe_Barnhill,['Country music']
5214,Lisa Gaye,none,none
5215,Courtney Pollock,https://en.wikipedia.org/wiki/Courtney_Pollock,"['Rock music', 'Pop punk', 'Ska']"
5216,Frankie Emerson,https://en.wikipedia.org/wiki/Frankie_Emerson,"['Psychedelic music', 'Experimental music', 'Shoegaze', 'Avant-garde', 'Folk Rock', 'Indie Rock']"
5217,Illa J,https://en.wikipedia.org/wiki/Illa_J,['Hip hop music']
5218,Milko Foucault-Larche,none,none
5219,Eric Dover,https://en.wikipedia.org/wiki/Eric_Dover,"['Pop rock', 'Hard rock']"
5220,Dodie Clark,https://en.wikipedia.org/wiki/Dodie_Clark,"['Pop music', 'Indie pop', 'Folk music', 'Acoustic music']"
5221,John Leyton,none,none
5222,Marcus Corowa,https://en.wikipedia.org/wiki/Marcus_Corowa,[]
5223,Skeeter Bonn,https://en.wikipedia.org/wiki/Skeeter_Bonn,['Country music']
5224,Garron DuPree,https://en.wikipedia.org/wiki/Garron_DuPree,"['Indie rock', 'Indie pop']"
5225,Amy Keys,none,none
5226,Scott Kelly,https://en.wikipedia.org/wiki/Scott_Kelly_(musician),"['Heavy metal music', 'Experimental music', 'Hardcore punk', 'Folk music']"
5227,Phoebe Killdeer,none,none
5228,Tom Pacheco,none,none
5229,Gilda Maiken,none,none
5230,Judy Garland,none,none
5231,Karen Alexander,https://en.wikipedia.org/wiki/Karen_Alexander_(singer),['Pop rock']
5232,The Alchemist,https://en.wikipedia.org/wiki/The_Alchemist_(musician),['Hip hop music']
5233,Chris Bennett,none,none
5234,Birdengine,https://en.wikipedia.org/wiki/Birdengine,"['Experimental music', 'Freak folk']"
5235,Ernest Ranglin,https://en.wikipedia.org/wiki/Ernest_Ranglin,"['Ska', 'Rocksteady', 'Reggae', 'Jazz']"
5236,Jessica Taylor,https://en.wikipedia.org/wiki/Jessica_Taylor,['R&amp;B']
5237,Ebba Forsberg,https://en.wikipedia.org/wiki/Ebba_Forsberg,[]
5238,Gérard Berliner,none,none
5239,Craig Nicholls,https://en.wikipedia.org/wiki/Craig_Nicholls,"['Alternative rock', 'Garage rock', 'Post-grunge', 'Grunge', 'Indie rock', 'Neo-psychedelia', 'Garage punk (fusion genre)', 'Post-punk revival']"
5240,Jørn Inge Tunsberg,https://en.wikipedia.org/wiki/Jørn_Inge_Tunsberg,"['Death metal', 'Black metal']"
5241,Tim Cruz,none,none
5242,Waldemar Sorychta,https://en.wikipedia.org/wiki/Waldemar_Sorychta,"['Thrash metal', 'Gothic metal', 'Progressive metal', 'Extreme metal', 'Symphonic metal', 'Groove metal']"
5243,Gary Willis,none,none
5244,Davide Tiso,none,none
5245,Brian Evans,https://en.wikipedia.org/wiki/Brian_Evans_(singer),"['Big band', 'Crooning']"
5246,Matt Willis,https://en.wikipedia.org/wiki/Matt_Willis,"['Pop rock', 'Pop punk', 'Pop music', 'Electronic dance music']"
5247,Heinrich Albert,none,none
5248,Paul Burch,none,none
5249,Ernie Isley,https://en.wikipedia.org/wiki/Ernie_Isley,"['Rhythm and blues', 'Funk', 'Funk rock', 'Rock music']"
5250,Tommie Young,none,none
5251,Ken Nicol,https://en.wikipedia.org/wiki/Ken_Nicol_(musician),"['Rock music', 'Folk music', 'British folk rock']"
5252,B. J. Arnau,none,none
5253,Eric Carbonara,none,none
5254,Nigel Watson,https://en.wikipedia.org/wiki/Nigel_Watson,"['Blues rock', 'Blues']"
5255,B. B. Watson,https://en.wikipedia.org/wiki/B._B._Watson,['Country music']
5256,Richard Barbary,none,none
5257,The Pixies Three,none,none
5258,Tim Minchin,https://en.wikipedia.org/wiki/Tim_Minchin,['Musical comedy']
5259,Katie Stevens,https://en.wikipedia.org/wiki/Katie_Stevens,"['Pop music', 'Country music']"
5260,Chingy,https://en.wikipedia.org/wiki/Chingy,['Hip hop music']
5261,Kyle Vincent,https://en.wikipedia.org/wiki/Kyle_Vincent,"['Pop music', 'Soft rock']"
5262,Brian Fallon,https://en.wikipedia.org/wiki/Brian_Fallon,"['Rock music', 'Punk rock', 'Heartland rock', 'Folk rock']"
5263,Ken Casey,https://en.wikipedia.org/wiki/Ken_Casey,"['Punk rock', 'Celtic punk', 'Oi!']"
5264,Robert Schneider,https://en.wikipedia.org/wiki/Robert_Schneider,"['Pop music', 'Indie rock']"
5265,Allison Moorer,https://en.wikipedia.org/wiki/Allison_Moorer,"['Americana music', 'Alternative country', 'Folk music', 'Rock music', 'Roots revival', 'Country music', 'Folk Rock']"
5266,Flesh-n-Bone,https://en.wikipedia.org/wiki/Flesh-n-Bone,"['Hip hop music', 'Gangsta rap']"
5267,James Garver,https://en.wikipedia.org/wiki/James_Garver,['Country music']
5268,Karl Backman,https://en.wikipedia.org/wiki/Karl_Backman,"['Punk rock', 'Hardcore punk']"
5269,River Phoenix,https://en.wikipedia.org/wiki/River_Phoenix,"['Alternative rock', 'Folk rock']"
5270,Dave Clark,https://en.wikipedia.org/wiki/Dave_Clark_(musician),['Beat music']
5271,Cherie Currie,https://en.wikipedia.org/wiki/Cherie_Currie,"['Punk rock', 'Hard rock']"
5272,David Rea,none,none
5273,Don Bowman,https://en.wikipedia.org/wiki/Don_Bowman_(singer),[]
5274,Albin,https://en.wikipedia.org/wiki/Albin_(rapper),"['Hip hop music', 'Pop music', 'House music']"
5275,Diego Barber,https://en.wikipedia.org/wiki/Diego_Barber,"['Jazz', 'Classical music']"
5276,Kyle Andrews,https://en.wikipedia.org/wiki/Kyle_Andrews,"['Indie rock', 'Electropop']"
5277,Jay Jay French,https://en.wikipedia.org/wiki/Jay_Jay_French,['Heavy metal music']
5278,Jonathan Pierce,https://en.wikipedia.org/wiki/Jonathan_Pierce,"['Contemporary Christian music', 'Gospel music']"
5279,Greg Howe,https://en.wikipedia.org/wiki/Greg_Howe,"['Instrumental rock', 'Jazz fusion', 'Hard rock']"
5280,Kristen Hall,https://en.wikipedia.org/wiki/Kristen_Hall,"['Folk rock', 'Country music']"
5281,Marv Tarplin,https://en.wikipedia.org/wiki/Marv_Tarplin,['Soul music']
5282,Mabel Mercer,https://en.wikipedia.org/wiki/Mabel_Mercer,"['Jazz', 'Cabaret']"
5283,Bo Weavil Jackson,none,none
5284,Keith Flint,https://en.wikipedia.org/wiki/Keith_Flint,"['Dance music', 'Techno', 'Punk rock']"
5285,Paul Da Vinci,https://en.wikipedia.org/wiki/Paul_Da_Vinci,"['Rock and roll', 'Pop music', 'Glam rock']"
5286,Mo Pitney,https://en.wikipedia.org/wiki/Mo_Pitney,['Neotraditional Country']
5287,Johnny Young,https://en.wikipedia.org/wiki/Johnny_Young,[]
5288,Michael Tait,https://en.wikipedia.org/wiki/Michael_Tait,"['Contemporary Christian music', 'Christian rock']"
5289,Erik Scott,none,none
5290,Chuck Negron,https://en.wikipedia.org/wiki/Chuck_Negron,"['Pop rock', 'Soft rock', 'Blue-eyed soul']"
5291,Albertina Walker,https://en.wikipedia.org/wiki/Albertina_Walker,['Gospel music']
5292,Chris Sligh,https://en.wikipedia.org/wiki/Chris_Sligh,"['Christian rock', 'Alternative rock']"
5293,Carrie Smith,https://en.wikipedia.org/wiki/Carrie_Smith,['Jazz']
5294,Richie Branson,https://en.wikipedia.org/wiki/Richie_Branson,['Nerdcore hip hop']
5295,Whoopi Goldberg,https://en.wikipedia.org/wiki/Whoopi_Goldberg,"['Observational comedy', 'Black comedy', 'Insult comedy', 'Surreal humor', 'Character comedy']"
5296,Kendal Conrad,https://en.wikipedia.org/wiki/Kendal_Conrad,['Country music']
5297,Buddy Whittington,https://en.wikipedia.org/wiki/Buddy_Whittington,"['Blues music', 'Southern rock', 'Blue-eyed soul']"
5298,Kevin Eubanks,https://en.wikipedia.org/wiki/Kevin_Eubanks,['Jazz']
5299,Livingston Taylor,https://en.wikipedia.org/wiki/Livingston_Taylor,"['Folk music', 'Pop music', 'Gospel music']"
5300,Dae Dae,https://en.wikipedia.org/wiki/Dae_Dae,"['Hip hop music', 'Trap music (hip hop)']"
5301,Wanda Perry-Josephs,none,none
5302,Roy Harvey,https://en.wikipedia.org/wiki/Roy_Harvey_(musician),"['Old time music', 'Bluegrass music']"
5303,Dan Worton,https://en.wikipedia.org/wiki/Dan_Worton,"['Alternative rock', 'Power pop', 'Grebo (music)', 'Indie punk']"
5304,Jennifer Warnes,https://en.wikipedia.org/wiki/Jennifer_Warnes,"['Country rock', 'Pop music']"
5305,Ol' Dirty Bastard,https://en.wikipedia.org/wiki/Ol'_Dirty_Bastard,"['Hip hop music', 'Hardcore hip hop']"
5306,Bruce Connole,none,none
5307,Mack 10,https://en.wikipedia.org/wiki/Mack_10,"['Hip hop music', 'West Coast Hip hop', 'Gangsta rap']"
5308,Greg Anderson,https://en.wikipedia.org/wiki/Greg_Anderson_(musician),"['Doom metal', 'Avant-garde metal', 'Hardcore punk']"
5309,Eddie London,https://en.wikipedia.org/wiki/Eddie_London,['Country music']
5310,JP Reid,https://en.wikipedia.org/wiki/JP_Reid,"['Alternative rock', 'Alternative metal', 'Nu metal']"
5311,9th Prince,https://en.wikipedia.org/wiki/9th_Prince,['Hip hop music']
5312,Sara Storer,https://en.wikipedia.org/wiki/Sara_Storer,['Country music']
5313,Hal Willis,https://en.wikipedia.org/wiki/Hal_Willis_(singer),"['Country music', 'Rockabilly']"
5314,Sophie Choudry,none,none
5315,Shellie Morris,https://en.wikipedia.org/wiki/Shellie_Morris,"['Folk music', 'Folk rock', 'Roots revival']"
5316,Jo Ann Kelly,https://en.wikipedia.org/wiki/Jo_Ann_Kelly,['Blues']
5317,Jane Scali,none,none
5318,Francesco Yates,https://en.wikipedia.org/wiki/Francesco_Yates,"['Pop music', 'Contemporary R&amp;B', 'Soul music']"
5319,Megan Isaacson,https://en.wikipedia.org/wiki/Megan_Isaacson,"['Christian music', 'Gospel music', 'Pop (music)']"
5320,Billy Constable,https://en.wikipedia.org/wiki/Billy_Constable,"['Appalachian music', 'Bluegrass music', 'Cajun music', 'Country music', 'Jazz', 'Klezmer', 'Polka', 'Reggae', 'Zydeco']"
5321,Emily Neves,none,none
5322,Jayanthi Kyle,https://en.wikipedia.org/wiki/Jayanthi_Kyle,"['Gospel music', 'Soul music']"
5323,Skillz,https://en.wikipedia.org/wiki/Skillz,['Hip hop music']
5324,Aaron Turner,https://en.wikipedia.org/wiki/Aaron_Turner,"['Extreme metal', 'Experimental music', 'Avant-rock', 'Ambient music']"
5325,Tobias Forge,https://en.wikipedia.org/wiki/Tobias_Forge,"['Heavy metal music', 'Doom metal', 'Hard rock', 'Progressive rock', 'Psychedelic rock', 'Death metal', 'Pop rock']"
5326,Johnny Lee Schell,none,none
5327,Ralph Stanley,https://en.wikipedia.org/wiki/Ralph_Stanley,"['Bluegrass music', 'Old-time music', 'American folk music']"
5328,Syleena Johnson,https://en.wikipedia.org/wiki/Syleena_Johnson,"['Contemporary R&amp;B', 'Soul music']"
5329,Blaze Bayley,https://en.wikipedia.org/wiki/Blaze_Bayley,"['Heavy metal music', 'Hard rock']"
5330,Gage Brewer,none,none
5331,Michelle Meldrum,https://en.wikipedia.org/wiki/Michelle_Meldrum,"['Hard rock', 'Heavy metal music']"
5332,Jackson Guthy,https://en.wikipedia.org/wiki/Jackson_Guthy,[]
5333,Stacy Dean Campbell,https://en.wikipedia.org/wiki/Stacy_Dean_Campbell,['Country music']
5334,Vanessa Silberman,https://en.wikipedia.org/wiki/Vanessa_Silberman,"['Rock music', 'Grunge rock', 'Pop music']"
5335,Chuck Cannon,https://en.wikipedia.org/wiki/Chuck_Cannon,['Country music']
5336,Cheikha Rimitti,https://en.wikipedia.org/wiki/Cheikha_Rimitti,['Raï']
5337,Mark Kozelek,https://en.wikipedia.org/wiki/Mark_Kozelek,"['Folk rock', 'Slowcore', 'Alt country', 'Indie rock', 'Spoken word', 'Experimental music']"
5338,Kinky Friedman,none,none
5339,Jessica Riddle,https://en.wikipedia.org/wiki/Jessica_Riddle,['Pop music']
5340,Kelly Price,https://en.wikipedia.org/wiki/Kelly_Price,"['Contemporary R&amp;B', 'Soul music', 'Gospel music']"
5341,Calle Kristiansson,https://en.wikipedia.org/wiki/Calle_Kristiansson,['Rock music']
5342,Bessie Tucker,https://en.wikipedia.org/wiki/Bessie_Tucker,"['Classic female blues', 'Country blues', 'Texas blues']"
5343,John Connelly,https://en.wikipedia.org/wiki/John_Connelly_(musician),"['Heavy metal music', 'Thrash metal', 'Crossover thrash']"
5344,Gavin Bradley,https://en.wikipedia.org/wiki/Gavin_Bradley,"['Pop music', 'R&amp;B', 'Bossa nova', 'House Music']"
5345,Damon Scott,none,none
5346,Stick McGhee,https://en.wikipedia.org/wiki/Stick_McGhee,"['Jump blues', 'Rhythm and blues', 'Electric blues']"
5347,Mieka Pauley,https://en.wikipedia.org/wiki/Mieka_Pauley,"['Alternative rock', 'Folk rock', 'Indie pop']"
5348,Dan Roberts,none,none
5349,Karl Wolf,https://en.wikipedia.org/wiki/Karl_Wolf,"['R&amp;B', 'Soul music', 'Fusion (music)']"
5350,Tom Chaplin,https://en.wikipedia.org/wiki/Tom_Chaplin,['Soft rock']
5351,Lucy Rahman,https://en.wikipedia.org/wiki/Lucy_Rahman,['Music of Bengal']
5352,Nancy Nova,https://en.wikipedia.org/wiki/Nancy_Nova,"['Disco', 'New wave music']"
5353,Tina Leijonberg,none,none
5354,Amy Farina,none,none
5355,Holly Throsby,https://en.wikipedia.org/wiki/Holly_Throsby,"['Folk music', 'Indie folk', 'Indie pop']"
5356,Doug Gillard,https://en.wikipedia.org/wiki/Doug_Gillard,"['Indie rock', 'Pop music']"
5357,Chris Isaak,https://en.wikipedia.org/wiki/Chris_Isaak,"['Rock and roll', 'Rockabilly', 'Roots rock', 'Soft rock']"
5358,Machine Gun Kelly,https://en.wikipedia.org/wiki/Machine_Gun_Kelly_(musician),"['Hip hop music', 'Rap rock', 'Rock music']"
5359,Adrian Legg,https://en.wikipedia.org/wiki/Adrian_Legg,"['Ambient music', 'Jazz']"
5360,Joe Romersa,https://en.wikipedia.org/wiki/Joe_Romersa,"['Ambient music', 'Electronica', 'Rock music', 'Trance music']"
5361,John Davis,https://en.wikipedia.org/wiki/John_Davis_(musician),"['Post-hardcore', 'Post-punk', 'Dance-punk']"
5362,April Daye,none,none
5363,Don Cusic,none,none
5364,Gil Parris,https://en.wikipedia.org/wiki/Gil_Parris,"['Rock music', 'Jazz', 'Blues', 'Pop music']"
