Source,Target,Weight
progressive_metal,groove_metal,8
horror_punk,classical,1
roots_rock,jangle_pop,1
dancehall,ragga,3
ska_punk,jazz,1
indie_rock,nursery_rhymes,1
orchestral,alternative_metal,1
classical_crossover,lo_fi,1
post_disco,boogie,1
liquid_funk,deep_house,1
indie_pop,twee_pop,1
hardcore_punk,electro,1
traditional_pop,r&b,10
new_wave,karaoke,1
christian_metal,alternative_metal,7
garage_rock_revival,blues_rock,2
experimental,just_intonation,1
rock&roll,yé_yé,1
indie,popcore,1
melodic_death_metal,goregrind,1
punk_rock,progressive_rock,1
halloween,spoken_word,1
new_age,karaoke,1
rock_in_opposition,art_rock,1
indie_folk,avant_garde,1
swing,dixieland,4
disco_house,electro_house,1
heavy_metal,musical,1
country_rock,bluegrass,25
americana,texas_country,4
folktronica,folk_rock,3
yiddish,folk,2
hard_rock,new_wave,13
gypsy_jazz,stride,1
big_band,breakbeat,1
americana,appalachian,1
synth_pop,mpb,1
celtic_rock,celtic_punk,2
post_hardcore,math_rock,7
vaudeville,alternative,1
western_swing,country_gospel,1
yacht_rock,progressive_rock,1
hip_hop,chamber_pop,1
teen_pop,contemporary,1
rock&roll,satire,1
post_punk,drone_doom,1
psychedelic_folk,blue_eyed_soul,1
hebrew,broadway,1
pop_classical,r&b,1
british_blues,r&b,1
sludge_metal,electronic,1
electro_house,dance,5
minneapolis_sound,freestyle,1
spoken_word,punk_rock,2
folk_art_rock,alternative,1
nu_metal,christian_rock,3
son,afro_cuban_jazz,1
chanson,burlesque,1
indie,chanson,1
bhangra,fusion,2
post_punk,rock&roll,6
new_wave,punk_rock,70
surf_rock,bubblegum_pop,1
riot_grrrl,electroclash,1
west_coast_hip_hop,spoken_word,1
new_jack_swing,acid_jazz,1
jewish,indie_folk,1
death_metal,alternative_rock,3
hard_rock,horror_punk,4
flamenco,gypsy,1
electronic,electronicore,1
pop_rock,indie,10
glam_rock,country_rock,1
folk_pop,folk_punk,1
free_funk,m_base,1
europop,jangle_pop,1
punk_rock,midwest_emo,1
post_grunge,spoken_word,1
soft_rock,lounge,1
alternative_country,jazz_pop,1
celtic,british_blues,1
acid_jazz,neo_bop_jazz,1
mainstream_jazz,neo_swing,1
reggae,rockabilly,1
christian,singer_songwriter,2
hip_hop,emo_rap,3
noise,jazz,1
alternative_country,honky_tonk,3
oi!,hard_rock,1
contemporary,spanish,1
noir_pop,gothic_folk,1
folk_rock,psychedelic,6
east_coast_hip_hop,sampledelia,1
jazz_fusion,progressive_rock,29
go_go,swing,1
hard_rock,contemporary_jazz,1
melodic_hardcore,hardcore_punk,14
crossover_thrash,funk_metal,3
electronic_rock,industrial,1
avant_garde,ambient,4
classical,pop_rock,6
roots_reggae,lovers_rock,2
nostalgia,video_game,1
canzone_napoletana,funk,1
canción,guajira,1
blues_rock,jazz,20
christian,r&b,4
avant_garde_rock,ambient,1
loop,improvised,1
chamber_jazz,m_base,1
contemporary_r&b,dance,2
post_punk_revival,pop_rock,2
folk_blues,rock&roll,1
third_wave_ska,pop,2
texas_blues,punk_rock,1
down_tempo,electronic_rock,2
reggae_rock,calypso,1
traditional_folk,punk_rock,1
acoustic_rock,nursery_rhymes,1
spoken_word,folk,6
folk,baroque_pop,4
ska,chicano_rock,1
alternative,cabaret,1
acid_jazz,deep_house,1
electric_blues,sadcore,1
power_pop,pub_rock,3
dance,nostalgia,1
indie_pop,post_rock,1
indie_rock,electroclash,3
chacarera,zamba,1
psychedelic_rock,new_weird_america,1
nasheed,punjabi,1
breton,folk,1
grunge,dance,1
east_coast_hip_hop,electronic,1
electronic_rock,film,2
r&b,smooth_jazz,9
christian_rock,professional_wrestling_theme,1
industrial_rock,grindcore,1
ccm,inspirational,1
country,electronic_dance,1
film,country,4
jazz_rap,afro_cuban_jazz,1
ameripolitan,countrypolitan,1
rock,jazz_funk,1
middle_of_the_road,nostalgia,1
post_punk,gothic_rock,16
acoustic_guitar,punk,1
indie_folk,spoken_word,1
industrial,dark_cabaret,2
christian,dance,2
nu_disco,electronic,1
progressive_rock,theater,1
bass,trap,1
folk_rock,religious,1
thrash_metal,industrial_rock,2
alternative_country,freak_folk,1
nasheed,naat,1
childrens,ragtime,1
hip_house,electro_house,2
new_wave,tech_house,1
art_rock,soundtrack,1
rock,christian,4
folk_rock,alternative_country,35
pop_rock,trova,1
bebop,afro_cuban_jazz,2
folk,british_folk_rock,3
alternative_rock,geek_rock,1
vocal_quartet,contemporary_christian,1
rock,opera,5
tex_mex,world,1
art_rock,pop_rock,17
alternative_pop,contemporary,1
gangsta_rap,east_coast_rap,1
soft_rock,contemporary,22
funk,dance_pop,5
r&b,rap,13
performance_art,experimental_rock,1
comedy,bluegrass,2
kansas_city_jazz,afro_cuban_jazz,1
vocal_jazz,musical_comedy,1
piedmont_blues,topical_songwriting,1
blues,rock_soul,1
bluegrass,polka,2
pop_rock,rock_pop,2
post_punk,art_pop,1
electronica,rap_rock,2
shoegaze,noise_rock,1
indie_rock,garage_rock,16
soul,smooth_soul,6
blues_rock,industrial,1
avant_garde_rock,noise_rock,2
acoustic_blues,electric_blues,2
progressive_country,rockabilly,1
southern_rock,soul_blues,1
experimental,musique_concrete,2
country_comedy,observational_comedy,2
avant_garde_jazz,yass,1
post_hardcore,horror_punk,2
jazz,light_rock,1
hip_hop,hardcore,1
texas_country,ameripolitan,1
pop_rock,country_pop,9
freestyle,dance_pop,10
throat_singing,folk,1
groove_metal,rap_metal,2
r&b,blues,186
post_rock,art_rock,4
post_punk,avant_garde,3
flamenco,black_metal,1
bebop,dixieland,1
speed_metal,pop_rock,1
dance_pop,dark_pop,1
christian,post_rock,1
alternative_hip_hop,r&b,8
bubblegum,trance,1
halloween,twee_pop,1
math_rock,stoner_metal,1
cybergrind,ambient,1
library,progressive_rock,1
folk,country_folk,12
soul_jazz,swing,1
urban_pop,afro_pop,1
video_game,arena_rock,1
r&b,klezmer,1
classical,karaoke,1
halloween,oriented_rock,1
spoken_word,electronic_rock,1
christian_metal,acoustic,1
hardcore_hip_hop,hip_hop,19
observational_comedy,blue_comedy,8
blues_rock,art_rock,8
opera,popular,1
alternative_r&b,synth_pop,1
worship,pop_rock,2
new_wave,indie_rock,22
noise_rock,punk_blues,4
reggae_fusion,neo_soul,1
dance_rock,art_punk,1
new_wave,indian,1
black_metal,grindcore,2
post_punk,hardcore_punk,8
heavy_metal,progressive,1
roots,dance_rock,1
new_wave,hip_hop,2
rockabilly,classic_rock,1
folk,synth_pop,6
punk_rock,post_grunge,5
eurodance,pop,10
indie_rock,heavy_metal,6
groove_metal,hardcore_punk,8
progressive_metal,technical_death_metal,11
mod_revival,post_punk,1
acapella,twee_pop,1
dixieland,organ_trio,1
avant_garde_metal,viking_metal,1
symphonic_metal,gothic_metal,11
neo_psychedelic,garage_rock_revival,1
latin,mexitón,1
jingles,football_chant,1
nu_metal,acoustic,1
teen_pop,ccm,2
industrial,brostep,1
heavy_metal,country_rock,6
punk_rock,blue_eyed_soul,1
golden_age_hip_hop,east_coast_hip_hop,2
rock,mellow_&_acoustic_rock,1
hard_rock,r&b,16
reggae_fusion,eurodance,1
hard_rock,orchestral_pop,1
idm,experimental_rock,1
new_jack_swing,electro_pop,1
hard_bop,free_jazz,1
easy_listening,opera,3
r&b,patriotic_rock,1
electronic,uk_funky,1
soft_rock,classical_crossover,1
grunge,rockabilly,1
comedy,slapstick,2
neo_bop_jazz,cool_jazz,1
hard_rock,rockabilly,6
new_wave,alternative_hip_hop,1
big_band,art_pop,1
hip_hop,crunk,10
electro_house,nu_disco,3
blues,heavy_metal,29
cabaret,soul,2
instrumental_hip_hop,electronic,1
emo,folk,3
bluegrass,dream_pop,1
soul_jazz,jazz_funk,3
oriented_rock,anthem_trance,1
vocal,psychedelic_folk,1
experimental_rock,folk_rock,7
trance,rave,1
theater_performer,television_judge,1
thrash_metal,stoner_metal,1
trip_hop,rock,3
punk_rock,pitbash,1
show_tuness,torch,1
reggae,ska,19
nueva_trova,son,1
funk_metal,new_wave,2
experimental_rock,pop,7
psychedelic_pop,traditional_jazz,1
space,melodic_dubstep,1
melodic_metalcore,hard_rock,2
alternative_pop,electro_pop,7
rock,burlesque,1
latin_jazz,samba,2
new_age,sunshine_pop,1
experimental,anti_folk,1
outlaw_country,swamp_rock,1
rock&roll,brill_building,1
psychedelic_folk,art_rock,2
art_rock,contemporary_classical,1
art_pop,kawaii_metal,1
oriented_rock,bubblegum_pop,1
surf_rock,glam_rock,1
progressive_rock,blues,18
rap_metal,death_rap,1
nu_pop,pop_culture,1
garage_rock,country_rock,2
rap_rock,reggae,4
folk_pop,punk_rock,1
neo_soul,nu_jazz,2
indie_rock,low_rock,1
symphonic_black_metal,gothic_metal,3
tejano,rock,5
alternative,industrial_rock,1
proto_punk,baroque_pop,1
rap_rock,hard_rock,6
european_free_jazz,jazz_rap,1
dubstep,experimental_rock,1
math_rock,progressive_rock,1
satire,observational_comedy,14
bossa_nova,dixieland,1
hardcore_hip_hop,battle_rap,1
pop,latin_pop,22
pop,bossa_nova,4
techno,ska,2
childrens,pop,12
brazilian_rock,folk_rock,1
madchester,baggy,1
rock&roll,pop_rock,13
psychobilly,americana,1
soul,soul_jazz,2
idm,indietronica,2
elevator,video_game,1
kansas_city_jazz,organ_trio,1
skate_punk,pop_rock,1
world,world_fusion,1
new_wave,new_age,4
holiday,classic_rock,1
post_punk,dance_pop,2
latin_pop,club_dance,1
progressive_rock,instrumental,1
synth_pop,elevator,1
soft_rock,nostalgia,1
dance,funk,37
tropicalismo,experimental,2
celtic,neo_folk,1
hip_hop,noise,1
soul,world_beat,1
ambient,emo,2
new_age,contemporary_classical,1
acid_folk,alternative,1
blue_eyed_soul,rock,25
shock_rock,psychobilly,1
show_tuness,blue_eyed_soul,2
dance_pop,avant_garde_pop,1
europop,nu_disco,1
instrumental_synth,nostalgia,1
2_tone,ska_punk,1
chicago_blues,traditional_blues,1
black_metal,rock_pop,1
singer_songwriter,emo,1
pop_rock,bubblegum_rock,1
baroque_pop,psychedelic_pop,1
screamo,emo,5
thrash_metal,sludge_metal,1
ska,dance_rock,1
goth_rock,noise_pop,1
vocal,industrial,1
honky_tonk,hawaiianan,1
pornogrind,electronic_rock,1
rock,glam_punk,1
vocal_jazz,disco,2
britpop,teen_pop,1
merengue,salsa,1
folk,electronics,1
eurodance,electro_house,2
western_swing,traditional_pop,1
gospel,honky_tonk,8
hip_hop_soul,electronica,1
heavy_metal,pop_punk,6
comedy_rock,bedroom_pop,1
middle_of_the_road,world_fusion,1
latin_rock,latin_ballads,1
rock,instrumental_rock,8
chicago_blues,hokum,1
nashville_sound,blues,1
experimental,pop,26
worship,roots_rock,2
hardcore_punk,krishnacore,1
acid_folk,singer_songwriter,1
alternative_rock,c86,1
traditional_pop,schlager,2
disco,spoken_word,1
orchestral_pop,progressive_pub,1
country,outlaw_country,40
experimental_rock,dream_pop,3
folk_rock,neo_folk,1
alternative_hip_hop,hip_house,1
synth_pop,casiocore,1
harmony_pop,musique_concrete,1
baroque_pop,jingles,1
rock&roll,middle_eastern,1
memphis_blues,soul_blues,2
blues,dream_pop,1
hip_hop,west_coast,1
synth_pop,techno,2
indie,alternative,15
rock_en_español,pop,2
american,popular_song,1
technical_death_metal,neoclassical_metal,2
country,traditional_jazz,1
chopper,midwest_hip_hop,1
blues,british_blues,2
dance,orchestral_pop,1
southern_hip_hop,alternative_hip_hop,1
indie_pop,acapella,1
power_metal,progressive_metal,30
indie,beat_poetry,1
indie_rock,british_hip_hop,1
country,contemporary_christian,9
instrumental_rock,rockabilly,2
ska,disco,1
blues,honky_tonk,4
southern_gospel,pop_standards,2
progressive_pop,art_pop,1
americana,neotraditional_country,4
black_metal,experimental_metal,1
rock,beat,1
electronic,r&g,1
singer_songwriter,punk_rock,1
r&b,chicago_blues,7
vocal,opera_pop,4
pop_rock,avant_garde_pop,1
comedy_rock,nostalgia,1
canadian_hip_hop,alternative_rock,1
r&b,power_pop,1
reggae,hardstyle,1
swing,spiritual,1
folk,christian_pop,1
progressive_pop,nursery_rhymes,1
rock&roll,blues,66
indie_pop,opera,1
heavy_metal,rockabilly,1
europop,synth_pop,2
rock_against_communism,rockabilly,1
experimental_rock,instrumental_rock,3
bluegrass,blues,12
acid_jazz,bossa_nova,1
trip_hop,electroclash,2
blues,instrumental_rock,6
mandopop,r&b,1
punk_rock,rock,52
surf,acoustic,1
afrobeat,ska_jazz,1
gypsy_jazz,third_stream,1
metal,heavy_metal,1
musical,glam_rock,3
country_blues,world,2
mpb,soul,3
jazz_funk,jazz_fusion,3
country,honky_tonk,38
gothic_rock,punk_blues,1
samba,maracatu,1
baroque_pop,progressive_pub,1
speed_metal,rock,1
progressive_metal,world,1
outsider,electronica,1
death_n_roll,groove_metal,1
trip_hop,house,6
alternative_rock,album_alternative,1
neo_psychedelic,psychedelic_rock,5
popcore,beat_poetry,1
funk,ambient,1
folktronica,post_rock,1
christmas,teen_pop,1
ambient,acid_house,1
hard_bop,jazz_rock,1
trip_hop,folk,6
hip_house,pop,2
avant_garde,noise_rock,2
oriented_rock,sports,1
acoustic_rock,blues,3
pop,pop_rock,204
funktronica,r&b,1
stoner_rock,garage_rock,1
hardcore_hip_hop,industrial_hip_hop,1
post_disco,new_jack_swing,1
funk,indie_pop,2
jug_band,vaudeville,1
punk_rock,blues_punk,1
punk_rock,deathrock,8
cajun,bluegrass,3
kansas_city_jazz,smooth_jazz,1
house,deep_house,4
psychedelic_pop,football_chant,1
op,experimental_hip_hop,1
alternative_metal,acoustic_rock,1
death_metal,progressive_metal,20
punk,grindcore,1
psychedelic_pop,spoken_word,2
christian_pop,christian_rock,8
doom_metal,avant_garde_metal,2
psychedelic_rock,forró,1
jazz_rock,low_rock,1
soul,sacred_steel,1
gangsta_rap,punk_rap,1
new_wave,post_progressive,1
indie_rock,baroque_pop,11
neo_soul,folk,2
observational_comedy,slapstick,2
blues,protest,1
arena_rock,southern_rock,1
industrial_metal,dubstep,1
alternative_rock,dance,4
soft_rock,blue_eyed_soul,15
acoustic,gospel,4
blues,urban_contemporary_gospel,1
alternative,pop,41
lo_fi,video_game,1
post_punk,folk,6
blues_rock,alternative_metal,5
pop,nashville_sound,2
rock,post_disco,3
electronic,heavy_metal,2
electronica,post_hardcore,6
indie_rock,sound_collage,1
contemporary_gospel,soul,1
hindi,world,2
melodic_hardcore,metalcore,2
electric_blues,boogie_woogie,2
dark_cabaret,trip_hop,1
sea_shanties,celtic,2
latin,spanish_guitar,1
americana,blues_rock,20
classical,lo_fi,1
hard_rock,electro,1
rock,emo_pop,1
jazz,instrumental_rock,4
freestyle,hi_nrg,6
emo,progressive_rock,2
psychedelic_soul,r&b,11
free_improvisation,indo_jazz,1
oriented_rock,twee_pop,1
rock_pop,metal,1
punk_blues,r&b,1
new_jack_swing,nu_jazz,1
funky_house,disco_house,1
psychedelic_folk,new_weird_america,1
swamp_rock,jazz,1
experimental,hymns,1
latin_alternative,reggae,1
electric_blues,blues,16
dance,jangle_pop,1
funk,art_rock,3
progressive,folk,2
europop,r&b,4
sludge_metal,dub,1
shock_rock,outlaw_country,1
glam_rock,soul,1
jazz_blues,rock,1
harmony_pop,bedroom_pop,1
electric_blues,southern_rock,1
noise_rock,country,1
singer_songwriter,cabaret,1
folk,womens,2
symphonic_rock,r&b,2
art_pop,dance,2
world,r&b,9
rockabilly,proto_punk,1
latin_rock,new_wave,2
new_mexico,ranchera,2
french_pop,art_rock,1
steampunk,sociopolitical,1
experimental,classical,7
punk_rock,sociopolitical,1
musical,christian,1
rapcore,country,2
sketch,physical_comedy,1
trance,dubstep,1
country_pop,pop,21
roots_rock,rock&roll,5
southern_rock,rock,24
big_band,down_tempo,1
hip_hop,dance_punk,1
speed_metal,blues,1
opera_pop,jazz,1
j_pop,r&b,4
industrial_rock,neo_folk,1
west_coast_blues,rock&roll,1
acid_jazz,hard_bop,1
funk,soul,213
contemporary,jazz,10
klezmer,folk,2
hi_nrg,vocal_trance,1
improvised,electro_acoustic,1
techno,electro_pop,1
rock,celtic,12
art_rock,shoe_gaze,1
mellow_&_acoustic_rock,reggae,1
folk,ean,1
northern_soul,motown,1
rock,country_folk,1
pop,tv,1
eurodance,r&b,4
folk,psychedelic_soul,1
bedroom_pop,anthem_trance,1
acoustic_rock,football_chant,1
ska,soul,3
new_wave,britpop,2
roots,country,13
chamber_jazz,gypsy_jazz,1
pop,avant_garde,9
post_grunge,heavy_metal,17
world,indie_pop,3
techno,ambient,2
rocksteady,jazz,1
indie_rock,art_pop,8
noise_rock,ambient,2
rap_metal,crossover_thrash,1
jazz_fusion,art_rock,5
emo_rap,pop_rock,1
indo_jazz,stride,1
rock,tex_mex,2
neo_bop_jazz,free_improvisation,1
funk,classical,7
grindcore,avant_garde_metal,1
afrobeat,soul,4
big_band,progressive_pop,1
jazz_fusion,swamp_rock,2
pop,ska,8
chamber_pop,art_rock,2
no_wave,totalism,1
hard_rock,electronica,10
bass,dubstep,1
indie,post_hardcore,1
electronic,indie,5
pop_rock,garage_rock_revival,3
a_cappella,r&b,5
grime,uk_funky,1
heavy_metal,gothic_metal,4
afro_cuban_jazz,soul_jazz,1
indie_folk,power_pop,1
blues,ragtime,6
vallenato,latin_pop,1
songwriter,recording_engineer,1
instrumental_rock,classical,3
bebop,stride,1
bubblegum_pop,trance_pop,1
mathcore,post_hardcore,4
jazz_fusion,rock&roll,3
avant_garde_jazz,swing,1
vaudeville_blues,lo_fi,1
cajun,dance,1
sunshine_pop,soft_rock,1
experimental,avant_garde_metal,3
southern_hip_hop,noise,1
ambient,freak_folk,1
britpop,psychedelic_rock,2
r&b,soul_rock,1
neo_psychedelic,bedroom_pop,1
juke_joint_blues,electric_blues,1
glam_rock,sports,1
old_time,americana,4
electronica,post_punk,7
impressions,sketch_comedy,1
free_jazz,post_bop,2
idm,industrial_metal,1
pop,trailer,1
dance_pop,pop_rock,32
alternative_country,gothic_rock,1
sludge_metal,southern_metal,1
bebop,jazz_fusion,1
drone,art_rock,1
gothic_rock,experimental_rock,2
electronic,psychedelic,4
funk,contemporary_christian,2
hard_rock,boogie_rock,4
post_hardcore,worship,1
harmony_pop,halloween,1
indie_rock,jangle_pop,6
roots_rock,rockabilly,5
dark_ambient,martial_industrial,2
folk_rock,pop,56
deep_house,funk,1
industrial_metal,avant_garde_metal,1
french_pop,psychedelic_rock,1
flamenco_fusion,world,1
ragtime,country_blues,6
hard_rock,novelty,1
industrial_rock,alternative_rock,18
texas_blues,gospel,1
uk_garage,grime,1
freak_folk,lo_fi,3
horror_punk,monster_rock,1
industrial,dub,2
rock,symphonic_rock,1
glo_fi,house,1
mpb,era,1
heavy_metal,neoclassical,2
synth_pop,experimental_rock,3
calypso,r&bang,1
world,bossa_nova,3
drum&bass,rap_rock,1
glam_rock,classical_crossover,1
acoustic_rock,oriented_rock,1
progressive_rock,electro_industrial,1
classic_female_blues,gospel,1
electronic,experimental_hip_hop,2
alternative_rock,film,7
afrobeat,jazz_rap,1
piedmont_blues,folk_blues,2
country_blues,folk_blues,2
casiocore,oriented_rock,1
folk,post_grunge,2
blues,black,1
country,blues_rock,22
alternative_hip_hop,indie_rock,7
vocal,noise,1
hardcore_punk,deathrock,3
new_age,nostalgia,1
jazz,vocal,3
indie_rock,pop_noir,1
alternative_r&b,christian_hip_hop,1
latin_freestyle,latin_pop,1
surf,punk,1
jazz_funk,organ_trio,1
electronica,soul,19
alusian,sephardic,1
mexican_pop,new_mexico,1
experimental_rock,garage_rock,4
soft_rock,reggae_fusion,1
hardcore_punk,metal,1
hard_rock,thrash_metal,24
heavy_metal,soul,2
anti_folk,shoe_gaze,1
progressive_rock,symphonic_rock,10
psychedelic_pop,electronic,1
free_improvisation,west_coast_jazz,1
swing_revival,punk_rock,1
electronica,world_beat,1
house,electronic_rock,1
ameripolitan,bakersfield_sound,1
pop_rock,swing,2
black_metal,martial_industrial,1
blues_rock,gospel,12
chicago_blues,jump_blues,2
satire,music,2
progressive_rock,glam_rock,5
blues,alternative_country,10
lounge,middle_of_the_road,1
standards,comedy_acting,1
outsider,r&b,1
harmony_pop,comedy_rock,1
americana,electronic,4
library,art_rock,1
covering,acoustic,1
irish_traditional,contemporary,1
g_funk,hip_hop_soul,1
nu_disco,hip_house,1
rockabilly,pop,13
punk_rock,samba,1
disco,soundtrack,1
obscuro,jewish,1
symphonic_metal,opera_metal,1
progressive_rock,power_metal,2
instrumental_rock,metal,3
pop_classical,dance_pop,1
berber,soul,1
dance,new_wave,14
indie_rock,acoustic_rock,9
hard_rock,halloween,1
dance_pop,electronic,9
new_wave,broken_beat,1
alternative_rock,psychedelic_pop,4
lounge,psychedelic_pop,1
synth_pop,punk_rock,19
cool_jazz,fusion,1
rock,heartland_rock,6
progressive_rock,bluegrass,3
2_tone,electronic,1
blues,alternative_rock,27
blues,lounge,1
r&b,brown_eyed_soul,1
outsider,brega,1
avant_garde_metal,noise,1
hard_rock,musical,2
experimental_metal,funk_rock,1
liquid_funk,dance_punk,1
new_wave,disco,12
southern_soul,country_rock,1
outlaw_country,hard_rock,2
jazz_mugham,progressive_jazz,1
black_comedy,insult_comedy,5
baroque_pop,pop_opera,1
teen_pop,nightcore,1
progressive_bluegrass,tex_mex,1
alternative_rock,desert_rock,2
character_comedy,heavy_metal,2
vocal_jazz,folk,3
jazz,hard_bop,3
gospel,christian_r&b,2
jazz,modal_jazz,1
free_funk,yass,1
electro_house,dance_pop,4
power_pop,lo_fi,3
glam_rock,christmas,1
persian_traditional,singer_songwriter,1
pop_rock,r&b,77
jam,blues,4
classical_crossover,jingles,1
experimental,shoegaze,2
melodic_death_metal,avant_garde_metal,1
funk_rock,gospel,1
new_wave,soft_rock,7
nu_metal,hard_rock,47
hardcore_punk,metalcore,22
world_beat,fusion,1
experimental,mumble_rap,1
world_fusion,doo_wop,1
alternative_rock,pop,96
sports,arena_rock,1
chanson,bossa_nova,1
dance,novelty,1
post_grunge,glam_metal,2
latin_pop,world,2
math_rock,post_rock,3
zydeco,reggae,2
hard_rock,christmas,1
new_wave,now_wave,1
art,baroque,1
contemporary,world_beat,1
funk_metal,reggae,2
comedy_rock,breakbeat,1
pop,country,264
folk,french_variety,1
