,artist_uri,related_uri,cluster
59,spotify:artist:6LKu24jU4E3rlV8DTFSI2X,spotify:artist:6DdDIDUeYdDkE0ZpfQQLgk,2
60,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0kfqVAInJjLCEMm7XafFNH,2
61,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,2
62,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0hv0KrKTLBFQ461oCwsleW,2
63,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:07TobptlIlx7uLSze11HvV,2
64,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,2
65,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:05dCkorwKiODi8aeqiHpQr,2
66,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:5ByC6rRA8btdF9QXQvou1H,2
67,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:1nD4EOUu97GWBm9dgUIjMG,2
68,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:4ucOu5swE2xW8ibx4yqHbE,2
69,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:4NgmotTa8hSBBIvyKthdqE,2
70,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:6VSXq2yYD3n5MFZ5ahIUDZ,2
71,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3HktJTPWuDaSxExKGK4eWy,2
72,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0sUKGP4ZRBx5ZOInFQ884s,2
73,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:2G0mlnvYZDMkO0Y035GBZt,2
74,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3geRfxPiAcLC93h3EcFOPm,2
75,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3gQzMl6m3bnUN81bAsPue1,2
76,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:07ib7Dg8x1mpU8OtQZwgqF,2
77,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0izzaOWIa9n6AEfU1ca0G2,2
78,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:1eJEB18LdtPqjCJgSNUEGy,2
79,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:5Q2wZO9HtA0UQPMCxQcHiu,2
0,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:0kfqVAInJjLCEMm7XafFNH,3
1,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,3
2,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,3
3,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:7i18353CDGvmHUn5PdKpk4,3
4,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:0LiuNVVtT2UwtrtdcgCWMt,3
5,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:4gN2o0Z6w3VjEcxxSCh4xu,3
6,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:3gAR7THMrV8SyRhEPn7Ivm,3
7,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:05dCkorwKiODi8aeqiHpQr,3
8,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:5ByC6rRA8btdF9QXQvou1H,3
9,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:4mhcV7x8zKtoh4eldoQc82,3
10,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:5dofQUTaaT6kFFlBLmT6vX,3
11,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:4dfh3QZmFehErJOs9kcxNn,3
12,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:1hkZbWhhCUMBmEvVkWi2pD,3
13,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:6wQmOG6Yw33ZSDDvdxfvWP,3
14,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:3N4nC51lvimXdPE0M9lEXd,3
15,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:3JamY45rtaJluNZPgdVSkl,3
16,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:6VSXq2yYD3n5MFZ5ahIUDZ,3
17,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:3geRfxPiAcLC93h3EcFOPm,3
18,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:0hJ58qGdS4sQs5MVXQeu50,3
19,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,spotify:artist:08ObxLXzMyHCOExZNp6ngv,3
20,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0kfqVAInJjLCEMm7XafFNH,3
21,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,3
22,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0hv0KrKTLBFQ461oCwsleW,3
23,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:07TobptlIlx7uLSze11HvV,3
24,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,3
25,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:05dCkorwKiODi8aeqiHpQr,3
26,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:5ByC6rRA8btdF9QXQvou1H,3
27,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:1nD4EOUu97GWBm9dgUIjMG,3
28,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:4ucOu5swE2xW8ibx4yqHbE,3
29,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:4NgmotTa8hSBBIvyKthdqE,3
30,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:6VSXq2yYD3n5MFZ5ahIUDZ,3
31,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3HktJTPWuDaSxExKGK4eWy,3
32,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0sUKGP4ZRBx5ZOInFQ884s,3
33,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:2G0mlnvYZDMkO0Y035GBZt,3
34,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3geRfxPiAcLC93h3EcFOPm,3
35,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:3gQzMl6m3bnUN81bAsPue1,3
36,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:07ib7Dg8x1mpU8OtQZwgqF,3
37,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:0izzaOWIa9n6AEfU1ca0G2,3
38,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:1eJEB18LdtPqjCJgSNUEGy,3
39,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,spotify:artist:5Q2wZO9HtA0UQPMCxQcHiu,3
40,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:0kfqVAInJjLCEMm7XafFNH,3
41,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6guhoJkgdjHGLR8VDuiBij,3
42,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:1ppiD0FZo4EJPd16jpxFCO,3
43,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,3
44,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6LKu24jU4E3rlV8DTFSI2X,3
45,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:0CA8v6MOoW3PshEsom6x8E,3
46,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6ZCOlOlt0j2f0WWLrBS4qe,3
47,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6hYBRtEM8rTboQOTDFfd0R,3
48,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:429mpc0P2wGkdfwO6oq53K,3
49,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:4GfarKeZ7psDlMyQxyIwEV,3
50,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6HuCVd1gfnmbI1IAbQgrbH,3
51,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:6S77IqGowtUH4DoN0HIY5M,3
52,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:25QUfZT7NDpZpVrAzPlruV,3
53,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:4sHA2suQiw5hIhDq95IO1H,3
54,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:4pfvLjTNjH9F0Wuscn529s,3
55,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:0nyIeVdYqgEzKHqqfqtVsV,3
56,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:49OkYdzD20su6cwKJqTj48,3
57,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:008u46cZGtvC4uWeDF3RLU,3
58,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:2LYG5ymNBlzplC26IUhdef,3
59,spotify:artist:2Ilw96AgJxhArKIpy3b1oY,spotify:artist:4O3lYxQaa3dj4gGaya7UYU,3
60,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:33Cjnij54yY7dwWv0o5HHZ,3
61,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:653wg9Arwo2h1mF34JJewR,3
62,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:6vfqHxgPuMacvHwNq64Mjg,3
63,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:0JrBx5mTOse2n2H3KLEsS9,3
64,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:2H0NdiQYMg5lULWIIvGqGI,3
65,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:0kfqVAInJjLCEMm7XafFNH,3
66,spotify:artist:7i18353CDGvmHUn5PdKpk4,spotify:artist:5P6jJ9rSUU5KMnoQDmaPuo,3
