,artist,gender,category,retrieved,genre
0,12 Gauge,male,African-American_male_rappers,12 Gauge,['miami bass']
2,2 Chainz,male,African-American_male_rappers,2 Chainz,"['atl hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
3,2 Pistols,male,African-American_male_rappers,2 Pistols,"['dirty south rap', 'pop rap', 'southern hip hop', 'trap']"
4,21 Savage,male,African-American_male_rappers,21 Savage,"['atl hip hop', 'rap', 'trap']"
5,40 Cal.,male,African-American_male_rappers,40 Cal.,"['harlem hip hop', 'nyc rap']"
6,50 Cent,male,African-American_male_rappers,50 Cent,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']"
7,60 Second Assassin,male,African-American_male_rappers,60 Second Assassin,['wu fam']
8,6LACK,male,African-American_male_rappers,6LACK,"['alternative r&b', 'atl hip hop', 'melodic rap', 'pop', 'pop rap', 'rap', 'trap']"
9,88-Keys,male,African-American_male_rappers,88-Keys,['alternative hip hop']
10,9th Prince,male,African-American_male_rappers,9th Prince,['wu fam']
11,9th Wonder,male,African-American_male_rappers,9th Wonder,"['alternative hip hop', 'hip hop', 'nc hip hop']"
19,A.C. Marias,female,British_female_singers,A.C. Marias,['uk post-punk']
23,Aaliyah,female,African-American_female_singers,Aaliyah,"['dance pop', 'hip pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
24,Aaradhna,female,New_Zealand_female_pop_singers,Aaradhna,"['jawaiian', 'nz pop', 'polynesian pop']"
25,Aaron Carter,male,American_male_singer-songwriters,Aaron Carter,"['dance pop', 'post-teen pop']"
26,Aaron Gillespie,male,American_male_guitarists,Aaron Gillespie,"['christian rock', 'dreamo']"
27,Aaron Hall,male,African-American_male_singers,Aaron Hall,"['new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
29,Aaron Lee Tasjan,male,American_male_guitarists,Aaron Lee Tasjan,"['alternative country', 'deep new americana', 'indie folk', 'nashville americana', 'new americana']"
30,Aaron Lewis,male,American_country_singers,Aaron Lewis,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'post-grunge', 'redneck']"
31,Aaron Lines,male,Canadian_male_singers,Aaron Lines,"['alberta country', 'canadian country', 'country road']"
32,Aaron Pritchett,male,Canadian_male_singers,Aaron Pritchett,"['canadian contemporary country', 'canadian country', 'country road']"
33,Aaron Tippin,male,American_country_singers,Aaron Tippin,"['country', 'country road', 'country rock', 'redneck']"
34,Aaron Watson,male,American_country_singers,Aaron Watson,"['contemporary country', 'country', 'country road', 'modern country rock', 'texas country']"
35,Ab-Soul,male,African-American_male_rappers,Ab-Soul,"['alternative hip hop', 'conscious hip hop', 'hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
36,Abbey Lincoln,female,American_female_jazz_singers,Abbey Lincoln,['vocal jazz']
37,Abel Carlevaro,male,Male_guitarists,Abel Carlevaro,['classical guitar']
38,Abel Pintos,male,Male_guitarists,Abel Pintos,"['argentine rock', 'argentine telepop', 'folklore argentino', 'pop argentino', 'rock en espanol']"
39,Abeti Masikini,female,French_female_singers,Abeti Masikini,['soukous']
41,Abigail Washburn,female,American_female_singers,Abigail Washburn,"['banjo', 'clawhammer banjo', 'progressive bluegrass']"
42,Abner Jay,male,American_male_singers,Abner Jay,"['garage punk blues', 'outsider', 'traditional folk']"
43,Abra Moore,female,American_female_country_singers,Abra Moore,"['ectofolk', 'lilith', 'new wave pop']"
44,Ace Enders,male,American_male_guitarists,Ace Enders,['dreamo']
45,Ace Frehley,male,American_male_guitarists,Ace Frehley,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']"
46,Ace Hood,male,African-American_male_rappers,Ace Hood,"['dirty south rap', 'gangster rap', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
47,Ace Wilder,female,Swedish_female_singers,Ace Wilder,"['europop', 'eurovision', 'swedish idol pop', 'swedish pop']"
48,Action Bronson,male,American_male_rappers,Action Bronson,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop', 'rap', 'southern hip hop', 'underground hip hop']"
50,Adam Ant,male,English_male_singers,Adam Ant,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave']"
51,Adam Carroll,male,American_male_guitarists,Adam Carroll,"['alternative country', 'roots americana', 'roots rock', 'texas country']"
52,Adam Cohen,male,Canadian_male_singers,Adam Cohen,['quebec indie']
53,Adam Faith,male,English_male_singers,Adam Faith,"['brill building pop', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll']"
54,Adam Gregory,male,Canadian_male_singers,Adam Gregory,"['alberta country', 'canadian country', 'country road']"
55,Adam Holzman,male,American_male_guitarists,Adam Holzman,['classical guitar']
56,Adam Jensen,male,American_male_singer-songwriters,Adam Jensen,"['indie poptimism', 'modern alternative rock', 'rebel blues']"
57,Adam Joseph,male,American_male_singer-songwriters,Adam Joseph,['strut']
58,Adam Lambert,male,American_male_singer-songwriters,Adam Lambert,"['dance pop', 'idol', 'pop', 'post-teen pop']"
59,Adam Levine,male,American_male_guitarists,Adam Levine,['pop rock']
60,Adam Lopez,male,Australian_male_singers,Adam Lopez,['operatic pop']
61,Adam Martin,male,Australian_male_singers,Adam Martin,['deep talent show']
62,Adam Rafferty,male,American_male_guitarists,Adam Rafferty,"['fingerstyle', 'jazz guitar']"
63,Adam Rickitt,male,English_male_singers,Adam Rickitt,['bubblegum dance']
64,Adam Rogers,male,American_male_guitarists,Adam Rogers,"['contemporary jazz', 'jazz guitar']"
66,Adam Sandler,male,American_male_singers,Adam Sandler,"['comedy', 'comic']"
67,Adam Schmitt,male,American_male_singers,Adam Schmitt,"['jangle pop', 'power pop', 'underground power pop']"
68,Adam Wade,male,American_male_singers,Adam Wade,['deep adult standards']
69,Adamski,male,English_male_singers,Adamski,"['acid house', 'hip house']"
70,Add-2,male,African-American_male_rappers,Add-2,"['alternative hip hop', 'soul flow']"
71,Adeem,male,African-American_male_rappers,Adeem,['underground rap']
72,Adelaide Hall,female,African-American_female_singers,Adelaide Hall,"['cabaret', 'torch song']"
73,Adele,female,English_female_pop_singers,Adele,"['british soul', 'pop', 'uk pop']"
74,Adi Braun,female,Canadian_female_singers,Adi Braun,"['cabaret', 'deep vocal jazz']"
75,Adia Victoria,female,American_female_country_singers,Adia Victoria,['alternative americana']
76,Adina Howard,female,African-American_female_singers,Adina Howard,"['hip pop', 'new jack swing', 'r&b', 'urban contemporary']"
77,Admiral T,male,French_male_singers,Admiral T,"['french reggae', 'musique guadeloupe', 'rap antillais', 'zouk riddim']"
78,Adolph Hofner,male,American_country_singers,Adolph Hofner,['western swing']
79,Adonis Puentes,male,Male_guitarists,Adonis Puentes,['canadian latin']
80,Adrian Baker,male,English_male_singers,Adrian Baker,['library music']
81,Adrian Belew,male,American_male_guitarists,Adrian Belew,"['art rock', 'canterbury scene', 'jazz fusion', 'progressive rock', 'symphonic rock', 'zolo']"
82,Adrian Borland,male,English_male_singers,Adrian Borland,['uk post-punk']
83,Adrian Gurvitz,male,English_male_singers,Adrian Gurvitz,['yacht rock']
84,Adrian Le Roy,male,Male_guitarists,Adrian Le Roy,['french renaissance']
85,Adrian Legg,male,Male_guitarists,Adrian Legg,['fingerstyle']
86,Adrian Marcel,male,American_male_singers,Adrian Marcel,"['deep pop r&b', 'trap soul']"
87,Adrian Snell,male,English_male_singers,Adrian Snell,['christelijk']
88,Adriana Caselotti,female,American_female_singers,Adriana Caselotti,['movie tunes']
89,Adriana Evans,female,African-American_female_singer-songwriters,Adriana Evans,"['neo soul', 'smooth soul']"
90,Adriano Celentano,male,Male_songwriters,Adriano Celentano,"['classic italian pop', 'italian pop']"
91,Adrienne Pierce,female,Canadian_female_singers,Adrienne Pierce,['deep acoustic pop']
92,Adrienne Posta,female,English_female_singers,Adrienne Posta,['deep northern soul']
95,Aesop Rock,male,American_male_rappers,Aesop Rock,"['abstract hip hop', 'alternative hip hop', 'conscious hip hop', 'hip hop']"
96,Afrika Bambaataa,male,African-American_male_rappers,Afrika Bambaataa,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'old school hip hop']"
97,Afroman,male,African-American_male_rappers,Afroman,"['comedy rap', 'gangster rap', 'hip hop', 'rap']"
98,Afu-Ra,male,African-American_male_rappers,Afu-Ra,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'turntablism']"
100,Age Pryor,male,Male_songwriters,Age Pryor,['nz singer-songwriter']
102,Agnes Nicholls,female,English_female_singers,Agnes Nicholls,['vintage classical singing']
103,Agnetha Fältskog,female,Swedish_female_singers,Agnetha Fältskog,"['classic swedish pop', 'europop', 'new wave pop']"
105,Ahmad Hussain,male,English_male_singers,Ahmad Hussain,['nasheed']
106,Ahmed Abdul-Malik,male,American_male_guitarists,Ahmed Abdul-Malik,"['arab folk', 'arabic jazz']"
107,Aidan Knight,male,Canadian_male_singers,Aidan Knight,"['canadian indie', 'vancouver indie', 'victoria bc indie']"
108,Aidan Moffat,male,Scottish_male_singers,Aidan Moffat,"['scottish indie', 'scottish rock', 'scottish singer-songwriter']"
109,Aiden Grimshaw,male,English_male_singers,Aiden Grimshaw,['talent show']
110,Ailee,female,American_female_pop_singers,Ailee,"['k-pop', 'korean pop']"
111,Aileen Stanley,female,American_female_singers,Aileen Stanley,['vintage jazz']
112,Aimee Mann,female,American_female_guitarists,Aimee Mann,"['chamber pop', 'folk', 'indie pop', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']"
113,Airi L,female,British_female_singers,Airi L,['workout product']
115,Akinyele,male,African-American_male_rappers,Akinyele,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
117,Akon,male,African-American_male_rappers,Akon,"['dance pop', 'pop']"
118,Akrobatik,male,African-American_male_rappers,Akrobatik,['conscious hip hop']
119,Al B. Sure!,male,American_male_singers,Al B. Sure!,"['funk', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
122,Al Caiola,male,American_male_guitarists,Al Caiola,"['adult standards', 'easy listening', 'exotica', 'lounge']"
123,Al Dexter,male,American_country_singers,Al Dexter,"['cowboy western', 'western swing']"
124,Al Di Meola,male,American_male_guitarists,Al Di Meola,"['flamenco guitar', 'jazz fusion', 'jazz guitar']"
126,Al Green,male,American_male_guitarists,Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']"
127,Al Hurricane,male,American_country_singers,Al Hurricane,['new mexico music']
129,Al Jolson,male,American_male_singers,Al Jolson,"['big band', 'tin pan alley', 'vintage jazz']"
131,Al Kapone,male,African-American_male_rappers,Al Kapone,['memphis hip hop']
133,Al Martino,male,American_male_singers,Al Martino,"['adult standards', 'brill building pop', 'easy listening', 'lounge']"
134,Al Petteway,male,American_male_guitarists,Al Petteway,['fingerstyle']
135,Al Stewart,male,English_male_singers,Al Stewart,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'progressive rock', 'soft rock', 'symphonic rock']"
136,Al Viola,male,American_male_guitarists,Al Viola,['jazz guitar']
137,Al Wilson,male,American_male_singers,Al Wilson,"['classic soul', 'motown', 'northern soul']"
138,Alain Barrière,male,French_male_singers,Alain Barrière,"['chanson', 'ye ye']"
139,Alain Bashung,male,French_male_singers,Alain Bashung,"['chanson', 'french indie pop', 'french rock', 'nouvelle chanson francaise']"
140,Alain Chamfort,male,French_male_singers,Alain Chamfort,"['chanson', 'classic french pop']"
141,Alain Johannes,male,American_male_guitarists,Alain Johannes,['palm desert scene']
142,Alan Braden,male,English_male_composers,Alan Braden,"['library music', 'operetta']"
143,Alan Breeze,male,English_male_singers,Alan Breeze,['british dance band']
144,Alan Dale,male,American_male_singers,Alan Dale,['deep adult standards']
145,Alan Doyle,male,Canadian_male_singers,Alan Doyle,"['canadian celtic', 'newfoundland indie', 'nl folk']"
146,Alan Fitzgerald,male,American_male_guitarists,Alan Fitzgerald,['deep chill-out']
147,Alan Hawkshaw,male,English_male_composers,Alan Hawkshaw,"['exotica', 'library music', 'lounge', 'moog', 'spytrack']"
148,Alan Hull,male,English_male_singers,Alan Hull,['british folk']
149,Alan Jackson,male,American_country_singers,Alan Jackson,"['contemporary country', 'country', 'country road']"
150,Alan Licht,male,American_male_guitarists,Alan Licht,['post-minimalism']
151,Alan Mair,male,Scottish_male_singers,Alan Mair,['scottish new wave']
152,Alan Parker,male,English_male_composers,Alan Parker,"['library music', 'spytrack']"
154,Alan Sparhawk,male,American_male_guitarists,Alan Sparhawk,"['duluth indie', 'melancholia', 'slow core']"
155,Alan Tennie,male,British_male_singers,Alan Tennie,['scottish singer-songwriter']
156,Alana Davis,female,American_female_guitarists,Alana Davis,['lilith']
157,Alana Grace,female,American_female_singers,Alana Grace,['candy pop']
158,Alanis Morissette,female,American_female_guitarists,Alanis Morissette,"['alternative rock', 'canadian pop', 'canadian singer-songwriter', 'pop rock', 'singer-songwriter']"
159,Alanna Ubach,female,American_female_singers,Alanna Ubach,['disney']
160,Albert Castiglia,male,American_male_guitarists,Albert Castiglia,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']"
161,Albert Collins,male,American_male_guitarists,Albert Collins,"['blues', 'blues rock', 'electric blues', 'modern blues', 'texas blues', 'traditional blues']"
162,Albert Cummings,male,American_male_guitarists,Albert Cummings,"['blues', 'blues rock', 'electric blues', 'modern blues', 'modern blues rock', 'power blues-rock']"
165,Albert Järvinen,male,Male_guitarists,Albert Järvinen,"['classic finnish rock', 'finnish blues']"
166,Albert King,male,American_male_guitarists,Albert King,"['blues', 'blues rock', 'classic rock', 'electric blues', 'memphis soul', 'soul blues', 'traditional blues']"
167,Albert Verrecchia,male,Male_songwriters,Albert Verrecchia,['vintage italian soundtrack']
168,Alberta Adams,female,American_female_singers,Alberta Adams,['jump blues']
169,Alberto Fortis,male,Male_songwriters,Alberto Fortis,"[""canzone d'autore"", 'classic italian pop', 'italian pop']"
170,Alberto Mesirca,male,Male_guitarists,Alberto Mesirca,['classical guitar']
172,Alberto Zayas,male,Male_songwriters,Alberto Zayas,['cuban rumba']
175,Alden Penner,male,Canadian_male_singers,Alden Penner,['garage psych']
176,Aldo Nova,male,Canadian_male_singers,Aldo Nova,"['album rock', 'canadian metal', 'classic canadian rock', 'glam metal', 'hard rock']"
177,Alec Benjamin,male,American_male_singer-songwriters,Alec Benjamin,['pop']
178,Alec Dankworth,male,English_male_composers,Alec Dankworth,['jazz double bass']
179,Alec Hurley,male,English_male_singers,Alec Hurley,['music hall']
180,Alec Ounsworth,male,American_male_guitarists,Alec Ounsworth,['stomp and holler']
181,Alec Seward,male,American_male_guitarists,Alec Seward,['country blues']
182,Alecia Elliott,female,American_female_country_singers,Alecia Elliott,"['country dawn', 'deep contemporary country']"
183,Alecia Nugent,female,American_female_country_singers,Alecia Nugent,['bluegrass']
184,Aled Jones,male,Welsh_male_singers,Aled Jones,['operatic pop']
185,Alee,female,Canadian_female_singers,Alee,"['alberta country', 'canadian contemporary country', 'country pop']"
186,Alejandra Ribera,female,Canadian_female_pop_singers,Alejandra Ribera,['canadian folk']
187,Alejandro Alonso,male,Male_guitarists,Alejandro Alonso,['latin christian']
188,Alejandro Balbis,male,Male_guitarists,Alejandro Balbis,['rio de la plata']
189,Alejandro Escovedo,male,American_country_singers,Alejandro Escovedo,"['alternative country', 'country rock', 'folk', 'heartland rock', 'new americana', 'pub rock', 'roots rock', 'traditional folk']"
191,Alejandro Silva,male,Male_guitarists,Alejandro Silva,['chilean metal']
192,Aleks Syntek,male,Male_songwriters,Aleks Syntek,"['latin', 'latin alternative', 'latin arena pop', 'latin pop', 'latin rock', 'mexican pop', 'rock en espanol']"
193,Alela Diane,female,American_female_singers,Alela Diane,"['chamber pop', 'freak folk', 'indie folk', 'new weird america', 'stomp and holler']"
194,Alesha Dixon,female,English_female_rappers,Alesha Dixon,"['europop', 'post-teen pop']"
195,Alessandro Cortini,male,Male_guitarists,Alessandro Cortini,"['ambient', 'drone', 'italian experimental', 'italian occult psychedelia', 'modular synth']"
196,Alessi Brothers,male,American_male_singers,Alessi Brothers,['yacht rock']
198,Alex Boyé,male,American_male_singers,Alex Boyé,['lds']
199,Alex Britti,male,Male_guitarists,Alex Britti,"['classic italian pop', 'europop', 'italian arena pop', 'italian pop']"
200,Alex Chilton,male,American_male_guitarists,Alex Chilton,"['country rock', 'garage rock', 'gbvfi', 'jangle pop', 'post-punk', 'power pop', 'pub rock', 'punk blues', 'roots rock']"
201,Alex Clare,male,English_male_singers,Alex Clare,['modern alternative rock']
202,Alex Cuba,male,Male_guitarists,Alex Cuba,"['canadian latin', 'latin pop']"
203,Alex Ebert,male,American_male_singer-songwriters,Alex Ebert,['alternative americana']
204,Alex Faith,male,American_male_rappers,Alex Faith,"['christian hip hop', 'christian trap']"
205,Alex Fox,male,Male_guitarists,Alex Fox,"['flamenco guitar', 'rumba']"
206,Alex Gaumond,male,Canadian_male_singers,Alex Gaumond,['west end']
207,Alex Goot,male,American_male_guitarists,Alex Goot,"['post-teen pop', 'viral pop']"
209,Alex Masi,male,Male_guitarists,Alex Masi,"['metal guitar', 'neo classical metal', 'shred']"
210,Alex Nevsky,male,Canadian_male_singers,Alex Nevsky,['pop quebecois']
211,Alex Newell,male,American_male_singers,Alex Newell,['indie poptimism']
213,Alex Preston,male,American_male_singers,Alex Preston,"['australian house', 'deep groove house']"
214,Alex Story,male,American_male_singers,Alex Story,['horror punk']
215,Alex Wiley,male,African-American_male_rappers,Alex Wiley,"['chicago rap', 'deep underground hip hop', 'underground hip hop']"
216,Alexa Goddard,female,English_female_pop_singers,Alexa Goddard,['acoustic chill']
217,Alexander Bashlachev,male,Male_guitarists,Alexander Bashlachev,['classic russian rock']
218,Alexander Hacke,male,Male_guitarists,Alexander Hacke,['industrial']
219,Alexander O'Neal,male,American_male_singer-songwriters,Alexander O'Neal,"['disco', 'funk', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']"
220,Alexander Tucker,male,Male_guitarists,Alexander Tucker,"['experimental psych', 'freak folk']"
221,Alexander Turnquist,male,American_male_guitarists,Alexander Turnquist,"['american primitive', 'warm drone']"
222,Alexandra Burke,female,English_female_pop_singers,Alexandra Burke,"['dance pop', 'europop', 'post-teen pop', 'talent show']"
223,Alexandre Azaria,male,Male_guitarists,Alexandre Azaria,['french soundtrack']
224,Alexandre Lagoya,male,Male_guitarists,Alexandre Lagoya,['classical guitar']
225,Alexandre Navarro,male,Male_guitarists,Alexandre Navarro,['abstract']
226,Alexi Murdoch,male,British_male_singers,Alexi Murdoch,"['acoustic pop', 'british singer-songwriter', 'chamber pop', 'indie folk', 'neo mellow', 'stomp and holler']"
227,Alexis HK,male,French_male_singers,Alexis HK,"['chanson', 'french folk pop', 'french rock', 'nouvelle chanson francaise']"
228,Alexis Jordan,female,African-American_female_singers,Alexis Jordan,['post-teen pop']
231,Alexis Wilkins,female,American_female_country_singers,Alexis Wilkins,['teen pop']
232,Alexz Johnson,female,Canadian_female_singers,Alexz Johnson,['post-teen pop']
233,Aleyce Simmonds,female,Australian_female_singers,Aleyce Simmonds,['australian country']
234,Alf Robertson,male,Swedish_male_singers,Alf Robertson,"['classic swedish pop', 'dansband', 'danspunk', 'swedish country', 'vintage swedish pop']"
236,Alfred Deller,male,English_male_singers,Alfred Deller,['classical countertenor']
237,Alfred Lester,male,English_male_singers,Alfred Lester,['music hall']
240,Ali Brustofski,female,American_female_pop_singers,Ali Brustofski,"['channel pop', 'viral pop']"
241,Ali Harter,female,American_female_country_singers,Ali Harter,"['deep acoustic pop', 'ok indie']"
242,Ali Lohan,female,American_female_singers,Ali Lohan,['post-teen pop']
243,Ali Mills,female,Australian_female_singers,Ali Mills,['australian indigenous']
244,Ali Vegas,male,African-American_male_rappers,Ali Vegas,"['nyc rap', 'queens hip hop']"
245,Alice Babs,female,Swedish_female_singers,Alice Babs,"['barnmusik', 'swedish jazz', 'vintage swedish pop']"
246,Alice Bag,female,American_female_singers,Alice Bag,['chicano punk']
247,Alice Boman,female,Swedish_female_singers,Alice Boman,"['chamber pop', 'malmo indie', 'swedish singer-songwriter']"
248,Alice Cooper,male,American_male_singers,Alice Cooper,"['album rock', 'blues rock', 'classic rock', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']"
249,Alice Faye,female,American_female_singers,Alice Faye,"['torch song', 'vintage hollywood']"
250,Alice Gerrard,female,American_female_singers,Alice Gerrard,"['old-time', 'string band']"
252,Alice Ripley,female,American_female_singers,Alice Ripley,"['broadway', 'hollywood', 'show tunes']"
253,Alice Russell,female,English_female_singers,Alice Russell,"['british soul', 'funk', 'nu jazz']"
254,Alice Smith,female,African-American_female_singer-songwriters,Alice Smith,['neo soul']
255,Alicia Bridges,female,American_female_singers,Alicia Bridges,['disco']
256,Alicia Keys,female,African-American_female_singer-songwriters,Alicia Keys,"['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']"
257,Alicia Moffet,female,Canadian_female_pop_singers,Alicia Moffet,"['canadian electropop', 'pop quebecois']"
258,Alirio Díaz,male,Male_guitarists,Alirio Díaz,['classical guitar']
260,Alison Brown,female,American_female_country_singers,Alison Brown,"['banjo', 'bluegrass', 'instrumental bluegrass', 'progressive bluegrass']"
262,Alison Goldfrapp,female,English_female_singers,Alison Goldfrapp,['bath indie']
263,Alison Krauss,female,American_female_country_singers,Alison Krauss,"['bluegrass', 'folk', 'lilith', 'progressive bluegrass', 'traditional folk']"
264,Alison Limerick,female,British_female_singers,Alison Limerick,"['disco house', 'diva house', 'hip house', 'vocal house']"
265,Alison Moyet,female,English_female_pop_singers,Alison Moyet,"['classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
266,Alissa Moreno,female,American_female_guitarists,Alissa Moreno,['candy pop']
267,Allan Caswell,male,Male_guitarists,Allan Caswell,['neo-traditional country']
268,Allan Edwall,male,Swedish_male_singers,Allan Edwall,"['classic swedish pop', 'folkmusik']"
269,Allan Holdsworth,male,Male_guitarists,Allan Holdsworth,"['jazz fusion', 'jazz guitar', 'jazz metal', 'neo classical metal']"
270,Allan Rayman,male,American_male_singer-songwriters,Allan Rayman,"['canadian contemporary r&b', 'modern alternative rock']"
271,Allan Sherman,male,American_male_singers,Allan Sherman,['comic']
273,Allen Hinds,male,American_male_guitarists,Allen Hinds,"['deep jazz fusion', 'metal guitar', 'progressive jazz fusion']"
274,Allen Stone,male,American_male_singer-songwriters,Allen Stone,['retro soul']
276,Allette Brooks,female,American_female_singers,Allette Brooks,['ectofolk']
277,Allie X,female,Canadian_female_pop_singers,Allie X,"['art pop', 'canadian electropop', 'canadian pop', 'dance pop', 'electropop', 'escape room', 'hyperpop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'pop', 'post-teen pop', 'vapor soul']"
278,Allison Crowe,female,Canadian_female_pop_singers,Allison Crowe,['lilith']
279,Allison Iraheta,female,American_female_singers,Allison Iraheta,['idol']
280,Allison Moorer,female,American_female_country_singers,Allison Moorer,"['alternative country', 'canadian singer-songwriter', 'country dawn', 'folk', 'indie folk', 'lilith', 'new americana']"
282,Alma Cogan,female,English_female_singers,Alma Cogan,"['classic uk pop', 'deep adult standards', 'rock-and-roll']"
283,Aloe Blacc,male,American_male_singers,Aloe Blacc,['r&b']
284,Alonso Mudarra,male,Male_guitarists,Alonso Mudarra,"['early music', 'renaissance', 'spanish renaissance']"
285,Alphonso Johnson,male,American_male_guitarists,Alphonso Johnson,['electric bass']
288,Alun Tan Lan,male,Welsh_male_singers,Alun Tan Lan,['cymraeg']
289,Alvaro Estrella,male,Swedish_male_singers,Alvaro Estrella,['melodipop']
290,Alvin Cash,male,American_male_singers,Alvin Cash,"['chicago soul', 'instrumental soul']"
291,Alvin Lee,male,English_male_singers,Alvin Lee,"['blues rock', 'british blues', 'country rock', 'electric blues', 'modern blues']"
292,Alvin Slaughter,male,American_male_singers,Alvin Slaughter,"['classic praise', 'gospel']"
293,Alvin Stardust,male,English_male_singers,Alvin Stardust,"['classic uk pop', 'glam rock', 'pub rock']"
294,Alvin Youngblood Hart,male,American_male_guitarists,Alvin Youngblood Hart,"['acoustic blues', 'blues', 'country blues', 'modern blues', 'traditional blues']"
295,Alvino Rey,male,American_male_guitarists,Alvino Rey,"['jazz guitar', 'space age pop']"
296,Alx Veliz,male,Canadian_male_singers,Alx Veliz,"['canadian latin', 'kizomba']"
297,Aly Michalka,female,American_female_guitarists,Aly Michalka,['post-teen pop']
298,Aly Tadros,female,American_female_guitarists,Aly Tadros,['indie singer-songwriter']
300,Alyson Stoner,female,American_female_singers,Alyson Stoner,['post-teen pop']
301,Alyson Williams,female,African-American_female_singers,Alyson Williams,"['quiet storm', 'urban contemporary']"
302,Alyssa Rubino,female,Canadian_female_pop_singers,Alyssa Rubino,['deep vocal house']
304,Amanda Bergman,female,Swedish_female_singers,Amanda Bergman,"['swedish americana', 'swedish indie pop']"
305,Amanda Brown,female,African-American_female_singers,Amanda Brown,['deep talent show']
307,Amanda Fondell,female,Swedish_female_singers,Amanda Fondell,['swedish pop']
308,Amanda Ghost,female,English_female_pop_singers,Amanda Ghost,['lilith']
309,Amanda Jenssen,female,Swedish_female_singers,Amanda Jenssen,"['classic swedish pop', 'europop', 'lund indie', 'swedish pop']"
310,Amanda Mair,female,Swedish_female_singers,Amanda Mair,['swedish indie pop']
311,Amanda Marshall,female,Canadian_female_pop_singers,Amanda Marshall,"['canadian pop', 'lilith']"
312,Amanda Overmyer,female,American_female_singers,Amanda Overmyer,['idol']
313,Amanda Palmer,female,American_female_rock_singers,Amanda Palmer,"['anti-folk', 'dark cabaret', 'piano rock', 'steampunk']"
314,Amanda Perez,female,American_female_singers,Amanda Perez,"['deep pop r&b', 'hip pop', 'r&b', 'urban contemporary']"
315,Amanda Seyfried,female,American_female_singer-songwriters,Amanda Seyfried,['hollywood']
316,Amanda Stott,female,Canadian_female_singers,Amanda Stott,['canadian country']
317,Amanda Wilkinson,female,Canadian_female_singers,Amanda Wilkinson,['canadian country']
318,Amanda Wilson,female,English_female_singers,Amanda Wilson,['diva house']
319,Amandine Bourgeois,female,French_female_singers,Amandine Bourgeois,['french pop']
321,Amaury Vassili,male,French_male_singers,Amaury Vassili,['operatic pop']
323,Amber Dotson,female,American_female_country_singers,Amber Dotson,"['country dawn', 'deep contemporary country']"
324,Amber Hayes,female,American_female_country_singers,Amber Hayes,['oklahoma country']
325,Amber Lawrence,female,Australian_female_singers,Amber Lawrence,"['australian country', 'country dawn', 'deep contemporary country']"
326,Amber Riley,female,African-American_female_singers,Amber Riley,['show tunes']
327,AmberRose Marie,female,American_female_singer-songwriters,AmberRose Marie,['deep vocal house']
328,Amedeo Minghi,male,Male_songwriters,Amedeo Minghi,"['classic italian pop', 'italian pop']"
329,Amel Bent,female,French_female_singers,Amel Bent,"['francoton', 'french pop']"
330,Amel Larrieux,female,African-American_female_singer-songwriters,Amel Larrieux,"['neo soul', 'r&b', 'urban contemporary']"
331,Amelia Curran,female,Canadian_female_singers,Amelia Curran,"['canadian folk', 'canadian indie', 'canadian singer-songwriter', 'lilith', 'newfoundland indie', 'nl folk']"
332,Amelia Lily,female,English_female_pop_singers,Amelia Lily,['talent show']
333,Amelia Warner,female,English_female_singers,Amelia Warner,['british soundtrack']
334,Amerie,female,African-American_female_singer-songwriters,Amerie,"['alternative r&b', 'dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']"
335,Amie Comeaux,female,American_female_country_singers,Amie Comeaux,"['country dawn', 'deep contemporary country']"
