,artist,gender,category,retrieved,genre
950,Billy Bauer,male,American_male_guitarists,Billy Bauer,['jazz guitar']
951,Billy Bean,male,American_male_guitarists,Billy Bean,['jazz guitar']
952,Billy Bob Thornton,male,American_country_singers,Billy Bob Thornton,['arkansas country']
953,Billy Boy Arnold,male,American_male_guitarists,Billy Boy Arnold,"['blues', 'electric blues', 'harmonica blues', 'traditional blues']"
954,Billy Bragg,male,English_male_singer-songwriters,Billy Bragg,"['alternative country', 'alternative rock', 'anti-folk', 'folk', 'folk punk', 'folk rock', 'permanent wave', 'roots rock', 'singer-songwriter', 'traditional folk', 'uk americana']"
955,Billy Bremner,male,Male_guitarists,Billy Bremner,['pub rock']
956,Billy Briggs,male,American_male_guitarists,Billy Briggs,['country boogie']
957,Billy Butler,male,American_male_guitarists,Billy Butler,"['chicago soul', 'northern soul']"
958,Billy Childish,male,English_male_singers,Billy Childish,"['garage rock', 'kent indie', 'medway sound', 'punk blues']"
959,Billy Connolly,male,Male_guitarists,Billy Connolly,"['british comedy', 'comedy', 'comic']"
960,Billy Corgan,male,American_male_guitarists,Billy Corgan,['alternative rock']
961,Billy Crawford,male,American_male_singers,Billy Crawford,"['opm', 'pinoy r&b']"
962,Billy Currington,male,American_country_singers,Billy Currington,"['contemporary country', 'country', 'country road', 'modern country rock']"
963,Billy Dean,male,American_country_singers,Billy Dean,"['bluegrass gospel', 'country', 'country road']"
964,Billy Eckstine,male,American_male_guitarists,Billy Eckstine,"['adult standards', 'big band', 'swing', 'vocal jazz']"
965,Billy Flynn,male,American_male_guitarists,Billy Flynn,"['chicago blues', 'electric blues']"
966,Billy Fury,male,English_male_singers,Billy Fury,"['adult standards', 'brill building pop', 'british invasion', 'classic uk pop', 'merseybeat', 'rock-and-roll', 'rockabilly']"
967,Billy Gilman,male,American_male_singers,Billy Gilman,['country']
968,Billy Grammer,male,American_country_singers,Billy Grammer,['deep adult standards']
969,Billy Hector,male,American_male_guitarists,Billy Hector,['blues band']
970,Billy Idol,male,English_male_singers,Billy Idol,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']"
971,Billy Iuso,male,American_male_guitarists,Billy Iuso,['new orleans funk']
972,Billy J. Kramer,male,English_male_singers,Billy J. Kramer,"['brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk rock', 'merseybeat', 'rock-and-roll']"
973,Billy Joe Royal,male,American_country_singers,Billy Joe Royal,"['brill building pop', 'bubblegum pop', 'folk rock', 'merseybeat', 'swamp pop']"
974,Billy Joe Shaver,male,American_country_singers,Billy Joe Shaver,"['alternative country', 'country rock', 'folk', 'outlaw country', 'roots americana', 'roots rock', 'texas country', 'traditional folk']"
975,Billy Joel,male,American_male_pop_singers,Billy Joel,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']"
976,Billy Lee Riley,male,American_country_singers,Billy Lee Riley,"['arkansas country', 'rock-and-roll', 'rockabilly']"
977,Billy Mackenzie,male,Male_new_wave_singers,Billy Mackenzie,['scottish new wave']
978,Billy McLaughlin,male,American_male_guitarists,Billy McLaughlin,"['fingerstyle', 'rumba']"
979,Billy Mize,male,American_country_singers,Billy Mize,"['bakersfield sound', 'vintage rockabilly']"
980,Billy Mure,male,American_male_guitarists,Billy Mure,"['exotica', 'lounge']"
981,Billy Nicholls,male,English_male_singers,Billy Nicholls,['freakbeat']
982,Billy Ocean,male,English_male_singers,Billy Ocean,"['dance rock', 'disco', 'europop', 'mellow gold', 'motown', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']"
983,Billy Parker,male,American_country_singers,Billy Parker,['oklahoma country']
984,Billy Paul,male,American_male_singers,Billy Paul,"['classic soul', 'disco', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']"
985,Billy Porter,male,American_male_singers,Billy Porter,"['broadway', 'hollywood', 'show tunes']"
986,Billy Preston,male,American_male_singer-songwriters,Billy Preston,"['funk', 'motown', 'soul']"
987,Billy Ray Cyrus,male,American_country_singers,Billy Ray Cyrus,"['country', 'country road']"
988,Billy Sheehan,male,American_male_guitarists,Billy Sheehan,"['instrumental rock', 'neo classical metal']"
989,Billy Sprague,male,American_male_singers,Billy Sprague,['deep christian rock']
990,Billy Squier,male,American_male_guitarists,Billy Squier,"['album rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
991,Billy Stewart,male,American_male_singers,Billy Stewart,"['chicago soul', 'classic soul', 'funk', 'motown', 'soul']"
992,Billy Strange,male,American_male_guitarists,Billy Strange,['space age pop']
993,Billy Swan,male,American_country_singers,Billy Swan,['swamp pop']
994,Billy Thorpe,male,Australian_male_singers,Billy Thorpe,['australian rock']
995,Billy Vaughn,male,American_male_singers,Billy Vaughn,"['adult standards', 'ballroom', 'easy listening', 'lounge', 'space age pop']"
996,Billy Walker,male,American_country_singers,Billy Walker,['traditional country']
997,Billy Whitlock,male,American_male_singers,Billy Whitlock,['music hall']
998,Billy Williams,male,American_male_singers,Billy Williams,['deep adult standards']
1000,Billy Wright,male,American_male_singers,Billy Wright,['jump blues']
1001,Billy Yates,male,American_country_singers,Billy Yates,['deep contemporary country']
1002,Bina Mistry,female,British_female_singers,Bina Mistry,['bhangra']
1003,Bing Crosby,male,American_crooners,Bing Crosby,"['adult standards', 'easy listening', 'lounge']"
1004,Birdman,male,African-American_male_rappers,Birdman,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']"
1005,Birdy,female,English_female_singers,Birdy,['pop']
1006,Birgit Nilsson,female,Swedish_female_singers,Birgit Nilsson,"['classical performance', 'classical soprano', 'opera']"
1007,Biréli Lagrène,male,Male_guitarists,Biréli Lagrène,"['french jazz', 'gypsy jazz', 'jazz fusion', 'jazz guitar']"
1008,Bishop Briggs,female,British_female_singers,Bishop Briggs,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'pop']"
1009,Bishop Lamont,male,African-American_male_rappers,Bishop Lamont,['west coast rap']
1010,Bishop Nehru,male,African-American_male_rappers,Bishop Nehru,['underground hip hop']
1011,Bitty McLean,male,British_male_singers,Bitty McLean,"['lovers rock', 'modern reggae', 'reggae', 'roots reggae', 'uk reggae']"
1012,Biz Markie,male,African-American_male_rappers,Biz Markie,"['east coast hip hop', 'electro', 'gangster rap', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap']"
1013,Bizarre,male,African-American_male_rappers,Bizarre,['detroit hip hop']
1014,Bizzle,male,African-American_male_rappers,Bizzle,"['christian hip hop', 'christian trap']"
1015,Bizzy Bone,male,African-American_male_rappers,Bizzy Bone,"['chicano rap', 'gangster rap']"
1016,Björk,female,Female_rock_singers,Björk,"['alternative dance', 'art pop', 'electronica', 'electropop', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'metropopolis', 'new rave', 'permanent wave', 'trip hop']"
1017,Björn Skifs,male,Swedish_male_singers,Björn Skifs,"['classic swedish pop', 'europop', 'swedish pop']"
1018,Bjørn Fongaard,male,Male_guitarists,Bjørn Fongaard,['microtonal']
1020,Black Cobain,male,African-American_male_rappers,Black Cobain,['dmv rap']
1021,Black Francis,male,American_male_guitarists,Black Francis,['western mass indie']
1022,Black Milk,male,African-American_male_rappers,Black Milk,"['alternative hip hop', 'boom bap', 'detroit hip hop', 'hip hop', 'underground hip hop']"
1023,Black Rob,male,African-American_male_rappers,Black Rob,"['hardcore hip hop', 'harlem hip hop', 'hip hop', 'hip pop']"
1024,Black Thought,male,African-American_male_rappers,Black Thought,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'southern hip hop']"
1027,Blackstratblues,male,Male_guitarists,Blackstratblues,"['indian indie', 'indian rock']"
1028,Blaine Larsen,male,American_country_singers,Blaine Larsen,"['country', 'country road', 'modern country rock']"
1029,Blake Aaron,male,American_male_guitarists,Blake Aaron,['smooth jazz']
1030,Blake Lewis,male,American_male_guitarists,Blake Lewis,['idol']
1031,Blake Reid,male,Canadian_male_singers,Blake Reid,['alberta country']
1032,Blake Shelton,male,American_country_singers,Blake Shelton,"['contemporary country', 'country', 'country road', 'oklahoma country']"
1033,Blake Wise,male,American_country_singers,Blake Wise,['modern country rock']
1034,Blanca,female,American_female_singers,Blanca,"['anthem worship', 'ccm', 'christian pop']"
1035,Blanche Ring,female,American_female_singers,Blanche Ring,['vaudeville']
1036,Blaq Poet,male,African-American_male_rappers,Blaq Poet,"['boom bap', 'flick hop', 'hardcore hip hop', 'queens hip hop', 'underground rap']"
1037,Blaqstarr,male,American_male_singers,Blaqstarr,['bmore']
1038,Blaze Bayley,male,English_male_singers,Blaze Bayley,"['metal', 'power metal', 'speed metal']"
1039,Blind Alfred Reed,male,American_country_singers,Blind Alfred Reed,"['appalachian folk', 'country gospel', 'vintage country folk', 'vintage old-time']"
1040,Blind Blake,male,American_male_guitarists,Blind Blake,"['acoustic blues', 'bahamian folk', 'blues', 'country blues', 'piedmont blues', 'ragtime', 'traditional blues']"
1041,Blind Boy Fuller,male,American_male_guitarists,Blind Boy Fuller,"['acoustic blues', 'blues', 'country blues', 'piedmont blues', 'traditional blues']"
1042,Blind Joe Reynolds,male,American_male_guitarists,Blind Joe Reynolds,"['deep delta blues', 'traditional blues']"
1043,Blind Joe Taggart,male,American_male_guitarists,Blind Joe Taggart,"['country gospel', 'deep delta blues', 'vintage country folk', 'vintage gospel']"
1044,Blind John Davis,male,American_male_singers,Blind John Davis,"['boogie-woogie', 'piano blues']"
1045,Blind Lemon Jefferson,male,American_male_guitarists,Blind Lemon Jefferson,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'gospel blues', 'jug band', 'texas blues', 'traditional blues', 'traditional folk']"
1046,Blind Mississippi Morris,male,American_male_guitarists,Blind Mississippi Morris,['harmonica blues']
1047,Blind Roosevelt Graves,male,American_male_guitarists,Blind Roosevelt Graves,['deep delta blues']
1048,Blind Uncle Gaspard,male,American_male_guitarists,Blind Uncle Gaspard,['cajun']
1049,Blind Willie Johnson,male,American_male_guitarists,Blind Willie Johnson,"['acoustic blues', 'blues', 'country blues', 'gospel blues', 'texas blues', 'traditional blues', 'traditional folk']"
1050,Blind Willie McTell,male,American_male_guitarists,Blind Willie McTell,"['acoustic blues', 'appalachian folk', 'blues', 'country blues', 'delta blues', 'piedmont blues', 'traditional blues', 'traditional folk']"
1051,Blixa Bargeld,male,Male_guitarists,Blixa Bargeld,['industrial']
1052,Blood Raw,male,African-American_male_rappers,Blood Raw,"['dirty south rap', 'gangster rap', 'rap', 'southern hip hop', 'trap']"
1053,Blossom Dearie,female,American_female_jazz_singers,Blossom Dearie,"['adult standards', 'cool jazz', 'jazz', 'lounge', 'swing', 'vocal jazz']"
1055,Blu Cantrell,female,African-American_female_singer-songwriters,Blu Cantrell,"['hip pop', 'r&b', 'urban contemporary']"
1056,Blue Lu Barker,female,American_female_jazz_singers,Blue Lu Barker,"['new orleans jazz', 'vintage swing']"
1057,Blueprint,male,African-American_male_rappers,Blueprint,"['abstract hip hop', 'underground rap']"
1058,Blues Saraceno,male,American_male_guitarists,Blues Saraceno,"['modern alternative rock', 'modern blues rock', 'rebel blues']"
1060,Bo Bice,male,American_male_singers,Bo Bice,['idol']
1061,Bo Bruce,female,English_female_pop_singers,Bo Bruce,['vocal trance']
1063,Bo Diddley,male,American_male_guitarists,Bo Diddley,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues', 'funk', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul', 'traditional blues']"
1065,Bo Weavil Jackson,male,American_male_guitarists,Bo Weavil Jackson,"['deep delta blues', 'piedmont blues']"
1066,Bob Bennett,male,American_male_guitarists,Bob Bennett,['deep christian rock']
1067,Bob Bissonnette,male,Canadian_male_singers,Bob Bissonnette,['rock quebecois']
1069,Bob Brozman,male,American_male_guitarists,Bob Brozman,"['country blues', 'jig and reel', 'slack-key guitar']"
1070,Bob Carlisle,male,American_male_singers,Bob Carlisle,['christian music']
1071,Bob Catley,male,English_male_singers,Bob Catley,['melodic hard rock']
1072,Bob Childers,male,American_country_singers,Bob Childers,"['ok indie', 'oklahoma country', 'red dirt']"
1073,Bob Cranshaw,male,American_male_guitarists,Bob Cranshaw,['jazz double bass']
1077,Bob Dylan,male,American_country_singers,Bob Dylan,"['album rock', 'classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter']"
1078,Bob Franke,male,American_male_singer-songwriters,Bob Franke,['contemporary folk']
1079,Bob Gallion,male,American_country_singers,Bob Gallion,['honky tonk']
1081,Bob Gibson,male,American_male_guitarists,Bob Gibson,['american folk revival']
1083,Bob Kirkpatrick,male,American_male_guitarists,Bob Kirkpatrick,['texas blues']
1084,Bob Lind,male,American_male_guitarists,Bob Lind,['psychedelic folk rock']
1085,Bob Log III,male,American_male_guitarists,Bob Log III,"['garage punk blues', 'garage rock', 'one-person band', 'punk blues']"
1086,Bob Luman,male,American_country_singers,Bob Luman,"['rock-and-roll', 'rockabilly']"
1087,Bob Manning,male,American_male_singers,Bob Manning,['deep adult standards']
1088,Bob Margolin,male,American_male_guitarists,Bob Margolin,"['electric blues', 'modern blues']"
1090,Bob McGrath,male,American_male_singers,Bob McGrath,"[""canadian children's music""]"
1092,Bob Mould,male,American_male_guitarists,Bob Mould,"['alternative pop', 'alternative rock', 'gbvfi', 'jangle pop', 'permanent wave', 'power pop', 'roots rock']"
1093,Bob Neuwirth,male,American_male_singers,Bob Neuwirth,['alternative roots rock']
1094,Bob Roberts,male,English_male_singers,Bob Roberts,['shanty']
1095,Bob Seger,male,American_male_guitarists,Bob Seger,"['album rock', 'blues rock', 'classic rock', 'country rock', 'folk rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']"
1096,Bob Snider,male,Canadian_male_singers,Bob Snider,['contemporary folk']
1097,Bob Stroger,male,American_male_guitarists,Bob Stroger,['chicago blues']
1098,Bob Weir,male,American_male_guitarists,Bob Weir,"['blues rock', 'country rock', 'folk rock', 'jam band', 'roots rock']"
1099,Bob Welch,male,American_male_guitarists,Bob Welch,"['bubblegum pop', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'soft rock', 'yacht rock']"
1101,Bobbi Humphrey,female,African-American_female_singers,Bobbi Humphrey,"['funk', 'jazz flute', 'jazz funk', 'soul jazz']"
1102,Bobbie Cryner,female,American_female_country_singers,Bobbie Cryner,"['country dawn', 'deep contemporary country']"
1103,Bobbie Gentry,female,American_female_country_singers,Bobbie Gentry,"['brill building pop', 'classic uk pop', 'country rock', 'traditional folk']"
1104,Bobby Austin,male,American_country_singers,Bobby Austin,['bakersfield sound']
1105,Bobby Bare,male,American_country_singers,Bobby Bare,"['classic country pop', 'country', 'country rock', 'outlaw country']"
1106,Bobby Bare Jr.,male,American_country_singers,Bobby Bare Jr.,"['alternative country', 'roots rock']"
1107,Bobby Bazini,male,Canadian_male_singers,Bobby Bazini,['canadian pop']
1109,Bobby Brackins,male,African-American_male_rappers,Bobby Brackins,"['cali rap', 'pop rap', 'slow game']"
1110,Bobby Broom,male,American_male_guitarists,Bobby Broom,['jazz guitar']
1111,Bobby Brown,male,African-American_male_singers,Bobby Brown,"['dance pop', 'funk', 'hip hop', 'new jack swing', 'quiet storm', 'r&b', 'rap', 'urban contemporary']"
1112,Bobby Creekwater,male,African-American_male_rappers,Bobby Creekwater,['atl hip hop']
1113,Bobby Darin,male,American_country_singers,Bobby Darin,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'motown', 'rock-and-roll', 'rockabilly', 'soul', 'swing', 'vocal jazz']"
1116,Bobby Goldsboro,male,American_country_singers,Bobby Goldsboro,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'folk', 'folk rock', 'lounge', 'mellow gold', 'merseybeat', 'rock-and-roll', 'soft rock']"
1117,Bobby Hebb,male,American_male_singers,Bobby Hebb,"['motown', 'northern soul']"
1118,Bobby Helms,male,American_country_singers,Bobby Helms,['adult standards']
1120,Bobby Lewis,male,American_country_singers,Bobby Lewis,['rhythm and blues']
1121,Bobby Lord,male,American_country_singers,Bobby Lord,"['rockabilly', 'traditional rockabilly']"
1122,Bobby Messano,male,American_male_guitarists,Bobby Messano,['power blues-rock']
1123,Bobby Patterson,male,American_male_singers,Bobby Patterson,"['deep southern soul', 'southern soul']"
1125,Bobby Pinson,male,American_country_singers,Bobby Pinson,"['country road', 'modern country rock', 'oklahoma country']"
1126,Bobby Rush,male,American_male_singers,Bobby Rush,"['soul blues', 'southern soul', 'southern soul blues']"
1127,Bobby Sherman,male,American_male_singers,Bobby Sherman,['bubblegum pop']
1128,Bobby Shmurda,male,African-American_male_rappers,Bobby Shmurda,"['nyc rap', 'trap']"
1129,Bobby Short,male,African-American_male_singers,Bobby Short,['cabaret']
1131,Bobby Vee,male,American_male_singers,Bobby Vee,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
1132,Bobby Vinton,male,American_male_singers,Bobby Vinton,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'easy listening', 'lounge', 'rock-and-roll']"
1133,Bobby Wills,male,Canadian_male_singers,Bobby Wills,"['alberta country', 'canadian contemporary country', 'canadian country']"
1134,Bobby Womack,male,African-American_male_singers,Bobby Womack,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']"
1135,Boby Lapointe,male,French_male_singers,Boby Lapointe,"['chanson', 'french rock']"
1136,Bola Sete,male,Male_guitarists,Bola Sete,"['bossa nova', 'brazilian jazz']"
1138,Boldy James,male,African-American_male_rappers,Boldy James,"['alternative hip hop', 'boom bap', 'hip hop', 'underground hip hop']"
1140,Bone Crusher,male,African-American_male_rappers,Bone Crusher,"['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'pop rap', 'southern hip hop']"
1142,Bonnie Bishop,female,American_female_country_singers,Bonnie Bishop,['texas country']
1143,Bonnie Brown,female,American_female_country_singers,Bonnie Brown,['arkansas country']
1144,Bonnie Dobson,female,Canadian_female_singers,Bonnie Dobson,['psychedelic folk']
1145,Bonnie Lee,female,American_female_singers,Bonnie Lee,"['chicago blues', 'soul blues']"
1146,Bonnie Lou,female,American_female_country_singers,Bonnie Lou,['rockabilly']
1147,Bonnie McKee,female,American_female_pop_singers,Bonnie McKee,"['candy pop', 'electropop', 'indie poptimism', 'post-teen pop']"
1148,Bonnie Owens,female,American_female_country_singers,Bonnie Owens,['bakersfield sound']
1149,Bonnie Pointer,female,African-American_female_singers,Bonnie Pointer,['disco']
1150,Bonnie Raitt,female,American_female_country_singers,Bonnie Raitt,"['classic rock', 'country rock', 'electric blues', 'folk', 'folk rock', 'lilith', 'mellow gold', 'pop rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']"
1151,Bonnie Tyler,female,Female_rock_singers,Bonnie Tyler,"['europop', 'new wave pop', 'soft rock']"
1152,Boo Boo Davis,male,American_male_guitarists,Boo Boo Davis,"['alternative roots rock', 'modern blues rock']"
1153,Boo Hewerdine,male,English_male_singers,Boo Hewerdine,['british folk']
1154,Boogie Bill Webb,male,American_male_guitarists,Boogie Bill Webb,"['louisiana blues', 'new orleans blues']"
1155,Boogie Woogie Red,male,American_male_singers,Boogie Woogie Red,"['boogie-woogie', 'piano blues']"
1156,Booker Newberry III,male,American_male_singers,Booker Newberry III,['post-disco']
1157,Booker T. Jones,male,American_male_singers,Booker T. Jones,"['funk', 'instrumental soul']"
1158,Booker T. Laury,male,American_male_singers,Booker T. Laury,"['boogie-woogie', 'memphis blues', 'piano blues']"
1159,Boosie Badazz,male,African-American_male_rappers,Boosie Badazz,"['baton rouge rap', 'dirty south rap', 'gangster rap', 'hip hop', 'rap', 'southern hip hop', 'trap']"
1161,Boots Woodall,male,American_country_singers,Boots Woodall,['vintage western']
1162,Bootsy Collins,male,African-American_male_singers,Bootsy Collins,"['funk', 'p funk', 'quiet storm', 'soul']"
1164,Bosson,male,Swedish_male_singers,Bosson,['europop']
1165,Bourvil,male,French_male_singers,Bourvil,['chanson']
1166,Bow Thayer,male,American_male_singers,Bow Thayer,['new england americana']
1167,Bow Wow,male,African-American_male_rappers,Bow Wow,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']"
1168,Boxcar Willie,male,American_country_singers,Boxcar Willie,"['classic country pop', 'truck-driving country']"
1169,Boy Eats Drum Machine,male,American_male_singers,Boy Eats Drum Machine,['deep indie rock']
1170,Boy George,male,English_male_singer-songwriters,Boy George,"['dance rock', 'new romantic', 'new wave', 'new wave pop']"
1171,Boyd Bennett,male,American_country_singers,Boyd Bennett,['traditional rockabilly']
1172,Boyd Gilmore,male,African-American_male_singers,Boyd Gilmore,['delta blues']
1173,Boz Scaggs,male,American_male_guitarists,Boz Scaggs,"['adult standards', 'album rock', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter', 'soft rock', 'yacht rock']"
1175,Brad Johner,male,Canadian_male_singers,Brad Johner,['canadian country']
1176,Brad Kane,male,American_male_singers,Brad Kane,"['disney', 'movie tunes']"
1177,Brad Martin,male,American_country_singers,Brad Martin,['deep contemporary country']
1178,Brad Paisley,male,American_country_singers,Brad Paisley,"['contemporary country', 'country', 'country road']"
1179,Brad Shepik,male,American_male_guitarists,Brad Shepik,['jazz guitar']
1180,Bradford Cox,male,American_male_guitarists,Bradford Cox,['glitch pop']
1181,Bradley Gaskin,male,American_country_singers,Bradley Gaskin,['modern country rock']
1182,Bradley Kincaid,male,American_country_singers,Bradley Kincaid,"['traditional country', 'vintage country folk', 'vintage old-time']"
1183,Brady Seals,male,American_country_singers,Brady Seals,['deep contemporary country']
1184,Bram Tchaikovsky,male,English_male_singers,Bram Tchaikovsky,"['jangle pop', 'power pop', 'pub rock']"
1185,Brandi Carlile,female,American_female_country_singers,Brandi Carlile,"['acoustic pop', 'folk', 'indie folk', 'lilith', 'modern folk rock', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']"
1186,Brandi Emma,female,American_female_pop_singers,Brandi Emma,['lo star']
1187,Brandi Wells,female,American_female_singers,Brandi Wells,['post-disco soul']
1188,Brandon Beal,male,American_male_singers,Brandon Beal,['danish pop']
1189,Brandon Flowers,male,American_male_singer-songwriters,Brandon Flowers,"['modern rock', 'vegas indie']"
1190,Brandon Heath,male,American_male_guitarists,Brandon Heath,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']"
1191,Brandon Jenkins,male,American_country_singers,Brandon Jenkins,"['red dirt', 'roots americana', 'texas country']"
1192,Brandon Rhyder,male,American_country_singers,Brandon Rhyder,"['red dirt', 'texas country']"
1194,Brandy Clark,female,American_female_country_singers,Brandy Clark,"['contemporary country', 'country pop']"
1195,Brantley Gilbert,male,American_country_singers,Brantley Gilbert,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']"
1197,Bree Sharp,female,American_female_singer-songwriters,Bree Sharp,['lilith']
1199,Brenda Edwards,female,English_female_singers,Brenda Edwards,['talent show']
1200,Brenda Holloway,female,African-American_female_singers,Brenda Holloway,"['classic soul', 'motown', 'northern soul']"
1201,Brenda K. Starr,female,American_female_singer-songwriters,Brenda K. Starr,['freestyle']
1202,Brenda Kahn,female,American_female_singer-songwriters,Brenda Kahn,"['anti-folk', 'ectofolk', 'lilith']"
1203,Brenda Lee,female,American_female_country_singers,Brenda Lee,"['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rockabilly']"
1204,Brenda Russell,female,African-American_female_singer-songwriters,Brenda Russell,"['smooth jazz', 'urban contemporary']"
1205,Brenda Wootton,female,English_female_singers,Brenda Wootton,['cornish folk']
1206,Brendan James,male,American_male_singer-songwriters,Brendan James,"['acoustic pop', 'indiecoustica', 'neo mellow']"
1208,Brendan Maclean,male,Australian_male_singers,Brendan Maclean,"['australian pop', 'australian singer-songwriter']"
1210,Brendon Small,male,American_male_guitarists,Brendon Small,['shred']
1211,Brendon Urie,male,American_male_guitarists,Brendon Urie,['pop']
1212,Brent Cobb,male,American_country_singers,Brent Cobb,"['deep new americana', 'indie folk', 'modern southern rock', 'new americana', 'roots americana', 'roots rock']"
1213,Brent DeBoer,male,American_male_singer-songwriters,Brent DeBoer,['jangle rock']
1214,Brent Fischer,male,American_male_guitarists,Brent Fischer,['jazz vibraphone']
1215,Brenton Wood,male,American_male_singers,Brenton Wood,"['classic soul', 'motown', 'soul']"
1216,Bret Bollinger,male,American_male_guitarists,Bret Bollinger,['west coast reggae']
1217,Bret Michaels,male,American_country_singers,Bret Michaels,"['glam metal', 'hard rock', 'sleaze rock']"
1218,Brett Anderson,male,English_male_singers,Brett Anderson,['britpop']
1219,Brett Dennen,male,American_male_guitarists,Brett Dennen,"['acoustic pop', 'indie folk', 'neo mellow', 'pop rock', 'stomp and holler']"
1220,Brett Eldredge,male,American_country_singers,Brett Eldredge,"['adult standards', 'contemporary country', 'country', 'country road', 'modern country rock']"
1221,Brett Kissel,male,Canadian_male_singers,Brett Kissel,"['alberta country', 'canadian contemporary country', 'canadian country', 'contemporary country']"
1222,Brett Smiley,male,American_male_singers,Brett Smiley,['glam rock']
1223,Brett Young,male,American_country_singers,Brett Young,['contemporary country']
1224,Brewer & Shipley,male,American_male_singers,Brewer & Shipley,"['country rock', 'folk rock', 'mellow gold', 'soft rock']"
1225,Brewer Phillips,male,American_male_guitarists,Brewer Phillips,['chicago blues']
1226,Bria Valente,female,American_female_singers,Bria Valente,['minneapolis sound']
1227,Brian Anthony,male,American_male_singers,Brian Anthony,['deep vocal house']
1228,Brian Asawa,male,American_male_singers,Brian Asawa,['classical countertenor']
1229,Brian Borcherdt,male,Canadian_male_singers,Brian Borcherdt,"['canadian indie', 'halifax indie']"
1230,Brian Byrne,male,Canadian_male_singers,Brian Byrne,['irish contemporary classical']
1231,Brian Cadd,male,Australian_male_singers,Brian Cadd,"['australian americana', 'australian rock']"
1232,Brian Courtney Wilson,male,American_male_singers,Brian Courtney Wilson,['gospel']
1233,Brian Fallon,male,American_male_guitarists,Brian Fallon,"['heartland rock', 'new jersey indie']"
1234,Brian Hodgson,male,English_male_composers,Brian Hodgson,"['hauntology', 'theme']"
1235,Brian Howe,male,English_male_singers,Brian Howe,['melodic hard rock']
1236,Brian Hughes,male,Male_guitarists,Brian Hughes,['smooth jazz']
1237,Brian Hyland,male,American_male_singers,Brian Hyland,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
1238,Brian Johnson,male,American_male_singer-songwriters,Brian Johnson,"['anthem worship', 'ccm', 'deep ccm', 'world worship', 'worship']"
1240,Brian Littrell,male,American_male_pop_singers,Brian Littrell,"['christian alternative rock', 'christian music', 'worship']"
1241,Brian May,male,English_male_singer-songwriters,Brian May,['glam rock']
1242,Brian McComas,male,American_country_singers,Brian McComas,"['arkansas country', 'country road', 'modern country rock']"
1243,Brian McKnight,male,American_male_guitarists,Brian McKnight,"['dance pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
1244,Brian McNeill,male,Scottish_male_singers,Brian McNeill,"['scottish fiddle', 'scottish folk']"
1245,Brian Melo,male,Canadian_male_singers,Brian Melo,['canadian pop']
1246,Brian Moss,male,American_male_singer-songwriters,Brian Moss,['roots worship']
1249,Brian Stokes Mitchell,male,African-American_male_singers,Brian Stokes Mitchell,"['broadway', 'show tunes']"
1250,Brian Tarquin,male,American_male_guitarists,Brian Tarquin,['smooth jazz']
