Id,Label,timeset,frequency,type,modularity_class,pageranks,eigencentrality
Samantha_Ronson,Samantha_Ronson,,2,Source,9,0.000031,0.007549
Dave_Askren,Dave_Askren,,1,Source,47,0.00002,0.004197
Little_David_Wilkins,Little_David_Wilkins,,1,Source,143,0.000023,0.006931
Garth_Porter,Garth_Porter,,2,Source,62,0.000033,0.019525
Pat_Kilroy,Pat_Kilroy,,2,Source,149,0.000028,0.004822
Amy_Weber,Amy_Weber,,1,Source,62,0.000019,0.000908
Allison_Russell,Allison_Russell,,3,Source,10,0.000042,0.012712
Jenny_Simmons,Jenny_Simmons,,3,Source,62,0.00003,0.012898
John_Kameaaloha_Almeida,John_Kameaaloha_Almeida,,1,Source,143,0.000023,0.000174
El_Joni,El_Joni,,4,Source,50,0.000034,0.000313
Amanda_Richards,Amanda_Richards,,4,Source,47,0.000052,0.023572
John_Hill,John_Hill,,2,Source,149,0.000028,0.003084
Jamie_Scott,Jamie_Scott,,4,Source,10,0.000048,0.006464
GÃ¼nter_Schulz,GÃ¼nter_Schulz,,2,Source,62,0.000027,0.000423
Leroy,Leroy,,5,Source,62,0.000061,0.025172
Jordan_Page,Jordan_Page,,4,Source,143,0.000048,0.014483
Kitty_Brucknell,Kitty_Brucknell,,1,Source,62,0.00002,0.012594
Bruce_Dickinson,Bruce_Dickinson,,2,Source,31,0.000026,0.004644
Thomas_Leer,Thomas_Leer,,3,Source,149,0.000026,0.0022
William_Kanengiser,William_Kanengiser,,2,Source,50,0.00003,0.004971
Termanology,Termanology,,1,Source,90,0.000022,0.004706
jam,jam,,9,; Target,143,0.000095,0.002207
"Ã‰abha_McMahon",Ã‰abha_McMahon,,1,Source,10,0.00002,0.00036
Rob_Tyner,Rob_Tyner,,2,Source,31,0.000026,0.002883
Levon_Ichkhanian,Levon_Ichkhanian,,4,Source,50,0.000049,0.009531
Jim_Ferguson,Jim_Ferguson,,4,Source,50,0.000048,0.00635
Paco_Serrano,Paco_Serrano,,1,Source,50,0.000022,0.000279
Karen_Alexander,Karen_Alexander,,1,Source,9,0.000019,0.002843
Sasha_Gradiva,Sasha_Gradiva,,2,Source,62,0.000029,0.014143
Lalaine,Lalaine,,3,Source,149,0.000038,0.018527
Lenny_Burns,Lenny_Burns,,6,Source,149,0.000062,0.016103
Chris_Trousdale,Chris_Trousdale,,1,Source,62,0.00002,0.012594
Ruby_Turner,Ruby_Turner,,4,Source,62,0.000048,0.027282
Leah_Randi,Leah_Randi,,1,Source,149,0.000018,0.003889
Mark_Boals,Mark_Boals,,5,Source,31,0.000051,0.013479
Julia_Deans,Julia_Deans,,3,Source,62,0.000038,0.021701
Stuart_Hamm,Stuart_Hamm,,3,Source,47,0.000036,0.005459
Big_Mello,Big_Mello,,1,Source,90,0.000022,0.004706
Dave_LaRue,Dave_LaRue,,2,Source,10,0.000028,0.008499
Earl_Thomas_Conley,Earl_Thomas_Conley,,1,Source,143,0.000023,0.006931
Uncle_Reece,Uncle_Reece,,5,Source,62,0.000063,0.006243
Johan_SvÃ¤rdshammar,Johan_SvÃ¤rdshammar,,3,Source,149,0.000035,0.001345
Jonah_Matranga,Jonah_Matranga,,5,Source,149,0.000051,0.00734
Elliott_Power,Elliott_Power,,3,Source,149,0.000037,0.001468
Coco_Montoya,Coco_Montoya,,3,Source,9,0.000038,0.00516
Brandy_Norwood,Brandy_Norwood,,4,Source,62,0.000051,0.030264
Lotti_Golden,Lotti_Golden,,8,Source,90,0.000087,0.033546
Buster_Benton,Buster_Benton,,2,Source,47,0.000032,0.000711
Tex_Williams,Tex_Williams,,2,Source,143,0.000034,0.007194
Jean-Pascal_Lacoste,Jean-Pascal_Lacoste,,1,Source,62,0.00002,0.012594
Lai_Tang,Lai_Tang,,3,Source,62,0.000038,0.008816
Machine_Gun_Kelly,Machine_Gun_Kelly,,3,Source,90,0.00004,0.013224
Doug_Bennett,Doug_Bennett,,1,Source,10,0.000019,0.00826
Willy_Northpole,Willy_Northpole,,1,Source,90,0.000022,0.004706
Patrick_Topaloff,Patrick_Topaloff,,1,Source,46,0.00002,0.00027
Mick_Harvey,Mick_Harvey,,2,Source,149,0.000026,0.004599
popular,popular,,27,; Target,50,0.000411,0.004348
Jonny_Fritz,Jonny_Fritz,,1,Source,10,0.000019,0.000714
Paulo_Brissos,Paulo_Brissos,,4,Source,62,0.000049,0.025223
Stephen_Pearcy,Stephen_Pearcy,,4,Source,31,0.000042,0.005618
Billy_Greer,Billy_Greer,,2,Source,31,0.000028,0.00927
Seela_Misra,Seela_Misra,,2,Source,10,0.00003,0.008744
Edele_Lynch,Edele_Lynch,,1,Source,62,0.00002,0.012594
Eric_Vandenberg,Eric_Vandenberg,,3,Source,31,0.000034,0.004984
Tommy_Karevik,Tommy_Karevik,,3,Source,31,0.000034,0.00107
Wordsworth,Wordsworth,,1,Source,90,0.000022,0.004706
Dan_Hill,Dan_Hill,,4,Source,9,0.000047,0.026434
Chayanne,Chayanne,,1,Source,50,0.000019,0.000311
Anna_Oxygen,Anna_Oxygen,,2,Source,10,0.000027,0.000863
Matt_Bellamy,Matt_Bellamy,,7,Source,31,0.000067,0.009473
Judi_Silvano,Judi_Silvano,,1,Source,47,0.00002,0.004197
Leroy_Van_Dyke,Leroy_Van_Dyke,,1,Source,143,0.000023,0.006931
Sharon_Knight,Sharon_Knight,,6,Source,31,0.000066,0.009865
Lisa_Shaw,Lisa_Shaw,,2,Source,62,0.000028,0.00861
Sara_Watkins,Sara_Watkins,,3,Source,143,0.000043,0.012214
Eska,Eska,,4,Source,62,0.000048,0.015369
Jared_Hasselhoff,Jared_Hasselhoff,,4,Source,31,0.000045,0.00591
Francisco_FellovÃ©,Francisco_FellovÃ©,,4,Source,50,0.00005,0.000499
Mick_Jenkins,Mick_Jenkins,,1,Source,90,0.000022,0.004706
Roland_Grapow,Roland_Grapow,,1,Source,31,0.000018,0.000362
Ian_Anderson,Ian_Anderson,,4,Source,31,0.000044,0.006919
Joyce_Bryant,Joyce_Bryant,,4,Source,50,0.000053,0.002908
psychedelic_folk,psychedelic_folk,,32,; Target,10,0.000336,0.005826
Mike_Sanchez,Mike_Sanchez,,5,Source,47,0.000058,0.013952
Carlo_Carfagna,Carlo_Carfagna,,1,Source,50,0.00002,0.000774
Juvelen,Juvelen,,3,Source,62,0.000037,0.015192
B._J._Baker,B._J._Baker,,1,Source,62,0.00002,0.012594
Dave_Peacock,Dave_Peacock,,2,Source,62,0.00002,0.00021
Jeff_Rouse,Jeff_Rouse,,4,Source,149,0.000044,0.010992
Gunnar_Wiklund,Gunnar_Wiklund,,1,Source,62,0.000021,0.000337
Billy_Crystal,Billy_Crystal,,6,Source,43,0.000056,0.000812
Shelby_Cinca,Shelby_Cinca,,3,Source,149,0.000034,0.003229
Omillio_Sparks,Omillio_Sparks,,1,Source,90,0.000022,0.004706
Joe_Esposito,Joe_Esposito,,3,Source,9,0.000038,0.018546
Vicki_Anderson,Vicki_Anderson,,1,Source,62,0.000018,0.005076
Andrew_Farriss,Andrew_Farriss,,2,Source,149,0.000028,0.00955
Rozonda_Thomas,Rozonda_Thomas,,5,Source,62,0.000055,0.022603
Pat_Bunch,Pat_Bunch,,1,Source,143,0.000023,0.006931
Dickie_Peterson,Dickie_Peterson,,3,Source,31,0.000034,0.00427
Dannii_Minogue,Dannii_Minogue,,2,Source,62,0.000029,0.014143
Canaan_Smith,Canaan_Smith,,1,Source,143,0.000023,0.006931
technical_death_metal,technical_death_metal,,18,; Target,31,0.000185,0.002679
Tommy_Edwards,Tommy_Edwards,,3,Source,47,0.000039,0.024679
Jon_Brion,Jon_Brion,,4,Source,47,0.000052,0.029756
Karima_Kibble,Karima_Kibble,,4,Source,62,0.000051,0.002604
Edna_Savage,Edna_Savage,,1,Source,50,0.000021,0.000512
Valerie_June,Valerie_June,,8,Source,149,0.000084,0.016743
Teena_Marie,Teena_Marie,,6,Source,62,0.000067,0.024312
Federico_Ramos,Federico_Ramos,,5,Source,46,0.000061,0.006648
Don_Amero,Don_Amero,,2,Source,10,0.000033,0.011478
Jimmy_Griffin,Jimmy_Griffin,,1,Source,9,0.000018,0.000876
Jess_Klein,Jess_Klein,,2,Source,47,0.000029,0.008381
Dario_Chiazzolino,Dario_Chiazzolino,,2,Source,47,0.00003,0.004341
Gregory_Porter,Gregory_Porter,,4,Source,62,0.000048,0.014832
Ben_Falinski,Ben_Falinski,,2,Source,149,0.000027,0.006732
Lovebug_Starski,Lovebug_Starski,,1,Source,90,0.000022,0.004706
Tobi_Vail,Tobi_Vail,,4,Source,149,0.000045,0.004191
Mark_Ritsema,Mark_Ritsema,,2,Source,149,0.000018,0.00071
Garron_DuPree,Garron_DuPree,,2,Source,149,0.000028,0.003084
Craig_Nicholls,Craig_Nicholls,,8,Source,149,0.000076,0.007792
Dave_Schools,Dave_Schools,,9,Source,47,0.000085,0.021853
Little_Willy_Foster,Little_Willy_Foster,,1,Source,47,0.000022,0.000391
Bessie_Tucker,Bessie_Tucker,,3,Source,47,0.00005,0.000893
Ray_Boltz,Ray_Boltz,,1,Source,45,0.000021,0.000483
Bobby_LaKind,Bobby_LaKind,,1,Source,10,0.000019,0.00826
Dave_Pirner,Dave_Pirner,,2,Source,149,0.000026,0.004294
Kylie_Auldist,Kylie_Auldist,,2,Source,62,0.000018,0.005076
Kodak_Black,Kodak_Black,,2,Source,90,0.000033,0.004856
Tim_Tamashiro,Tim_Tamashiro,,1,Source,47,0.00002,0.004197
j_pop,j_pop,,8,; Target,63,0.000115,0.001762
Jimmy_Newquist,Jimmy_Newquist,,2,Source,10,0.000028,0.008998
Chuck_Schuldiner,Chuck_Schuldiner,,7,Source,31,0.000067,0.004123
Yarah_Bravo,Yarah_Bravo,,4,Source,90,0.000052,0.013092
C._B._Hudson,C._B._Hudson,,2,Source,31,0.000026,0.004477
Fergus_O'Byrne,Fergus_O'Byrne,,2,Source,10,0.00003,0.004907
Chuck_Dukowski,Chuck_Dukowski,,2,Source,149,0.000026,0.002232
Sugar_Pie_DeSanto,Sugar_Pie_DeSanto,,1,Source,62,0.000019,0.007889
Damond_Jiniya,Damond_Jiniya,,2,Source,31,0.000028,0.010932
Al_Pitrelli,Al_Pitrelli,,5,Source,31,0.000051,0.006413
Sa'ra_Charismata,Sa'ra_Charismata,,4,Source,10,0.000041,0.006062
Julie_Masse,Julie_Masse,,1,Source,62,0.00002,0.012594
Janet_Lawson,Janet_Lawson,,2,Source,47,0.000031,0.004589
Aaron_Tippin,Aaron_Tippin,,1,Source,143,0.000023,0.006931
James_Carr,James_Carr,,2,Source,62,0.000028,0.012965
Stuart_Braithwaite,Stuart_Braithwaite,,3,Source,149,0.000034,0.001165
Ursula_Rucker,Ursula_Rucker,,1,Source,90,0.000019,0.00023
Willie_King,Willie_King,,1,Source,47,0.000019,0.003835
Spike,Spike,,4,Source,149,0.000043,0.004785
Don_Weller,Don_Weller,,3,Source,47,0.00004,0.012604
Esna,Esna,,3,Source,63,0.000041,0.012236
Nate_James,Nate_James,,2,Source,62,0.000028,0.012965
Tracy_Bonham,Tracy_Bonham,,2,Source,149,0.000026,0.004317
Sam_Carr,Sam_Carr,,1,Source,47,0.000019,0.003835
Mark_Battles,Mark_Battles,,1,Source,90,0.000022,0.004706
Lee_Hutton,Lee_Hutton,,1,Source,62,0.00002,0.012594
Molly_Kate_Kestner,Molly_Kate_Kestner,,1,Source,62,0.00002,0.012594
Robert_Wilkins,Robert_Wilkins,,1,Source,47,0.000022,0.000396
Rabih_Jaber,Rabih_Jaber,,3,Source,62,0.000037,0.013756
Jim_Diamond,Jim_Diamond,,4,Source,9,0.000044,0.005568
Spider_Loc,Spider_Loc,,1,Source,90,0.000022,0.004706
Charles_Billingsley,Charles_Billingsley,,3,Source,62,0.000039,0.013171
P._J._Proby,P._J._Proby,,4,Source,9,0.00005,0.021008
Tracy_Chapman,Tracy_Chapman,,4,Source,9,0.000047,0.023694
heavy_metal,heavy_metal,,587,; Target,31,0.005622,0.116202
Sharon_Anderson,Sharon_Anderson,,2,Source,10,0.000033,0.011478
John_McCurry,John_McCurry,,3,Source,50,0.00004,0.021628
Daniel_Bedingfield,Daniel_Bedingfield,,5,Source,90,0.000057,0.029425
Simple_Kid,Simple_Kid,,4,Source,31,0.000046,0.006295
Brian_Wheat,Brian_Wheat,,3,Source,31,0.000034,0.006121
Artur_Rojek,Artur_Rojek,,1,Source,10,0.000019,0.00826
Matt_Morginsky,Matt_Morginsky,,2,Source,31,0.000019,0.000274
Candie_Payne,Candie_Payne,,3,Source,149,0.000038,0.018527
Delta_Goodrem,Delta_Goodrem,,3,Source,62,0.000038,0.015972
K_Camp,K_Camp,,2,Source,62,0.000031,0.012594
Dallon_Weekes,Dallon_Weekes,,5,Source,149,0.000054,0.009647
Cameron_Mitchell,Cameron_Mitchell,,3,Source,10,0.000038,0.015273
Bobby_Bones,Bobby_Bones,,5,Source,149,0.000053,0.00171
Mona_Wessman,Mona_Wessman,,1,Source,62,0.000021,0.000337
Tammy_Graham,Tammy_Graham,,1,Source,143,0.000023,0.006931
Maria_Taylor,Maria_Taylor,,2,Source,149,0.000028,0.003805
Noel_Gallagher,Noel_Gallagher,,5,Source,149,0.000053,0.013485
Sharon_Brown,Sharon_Brown,,2,Source,62,0.000027,0.005289
Leon_Jackson,Leon_Jackson,,3,Source,10,0.000039,0.017529
Jann_Browne,Jann_Browne,,1,Source,143,0.000023,0.006931
Constance_Demby,Constance_Demby,,3,Source,10,0.000027,0.000673
Harry_Belafonte,Harry_Belafonte,,4,Source,84,0.000048,0.017941
Donovan_Chapman,Donovan_Chapman,,1,Source,143,0.000023,0.006931
Anne_Preven,Anne_Preven,,2,Source,10,0.000028,0.003477
Jamie_Cullum,Jamie_Cullum,,3,Source,47,0.000041,0.000972
Cory_Branan,Cory_Branan,,3,Source,10,0.000039,0.01352
Margaret_Young,Margaret_Young,,3,Source,47,0.000021,0.00018
John_Primer,John_Primer,,3,Source,47,0.000044,0.001382
Steve_Arrington,Steve_Arrington,,5,Source,62,0.000056,0.028882
Kokomo_Arnold,Kokomo_Arnold,,1,Source,47,0.000019,0.003835
Sunny_Sweeney,Sunny_Sweeney,,1,Source,143,0.000023,0.006931
Jimmy_Bowen,Jimmy_Bowen,,1,Source,143,0.000023,0.006931
Mickey_Jack_Cones,Mickey_Jack_Cones,,3,Source,10,0.000043,0.027785
Jimmy_Bower,Jimmy_Bower,,4,Source,149,0.000043,0.003148
Jim_Peterik,Jim_Peterik,,2,Source,47,0.000028,0.0029
Carl_Smith,Carl_Smith,,2,Source,143,0.000032,0.007606
Clinton_McKinnon,Clinton_McKinnon,,7,Source,149,0.000072,0.016055
Carina_Lau,Carina_Lau,,1,Source,63,0.000023,0.000147
Anthony_Hamilton,Anthony_Hamilton,,3,Source,62,0.000037,0.013453
Mary_Timony,Mary_Timony,,3,Source,149,0.000036,0.002912
Johannes_Linstead,Johannes_Linstead,,8,Source,50,0.000078,0.005944
Nikki_McKibbin,Nikki_McKibbin,,1,Source,10,0.000019,0.00826
David_Vincent,David_Vincent,,8,Source,31,0.000073,0.008766
Milosh,Milosh,,1,Source,62,0.000018,0.001049
urban_contemporary_gospel,urban_contemporary_gospel,,9,; Target,62,0.000113,0.001668
Maura_O'Connell,Maura_O'Connell,,1,Source,10,0.00002,0.004547
Pete_Rock,Pete_Rock,,5,Source,90,0.000055,0.000959
Joey_Stec,Joey_Stec,,1,Source,10,0.000019,0.000187
Norma_Jean_Wright,Norma_Jean_Wright,,3,Source,62,0.000035,0.00752
Silas_Hogan,Silas_Hogan,,2,Source,47,0.000034,0.000322
Stephen_Richards,Stephen_Richards,,5,Source,31,0.000049,0.00566
Sam_Rouanet,Sam_Rouanet,,1,Source,62,0.000018,0.0002
Amanda_Ayala,Amanda_Ayala,,2,Source,10,0.000028,0.003477
Sarah_Brightman,Sarah_Brightman,,4,Source,50,0.00005,0.001399
Max_T._Barnes,Max_T._Barnes,,1,Source,143,0.000023,0.006931
Josie_Jones,Josie_Jones,,3,Source,149,0.000035,0.005889
Andrew_Bird,Andrew_Bird,,1,Source,149,0.000019,0.002045
vaudeville,vaudeville,,19,; Target,47,0.000268,0.002974
Juliet_Roberts,Juliet_Roberts,,4,Source,62,0.000047,0.018254
Josephine_Foster,Josephine_Foster,,4,Source,31,0.000028,0.005367
Eden_Kane,Eden_Kane,,2,Source,10,0.00003,0.020854
Marc_Scibilia,Marc_Scibilia,,1,Source,9,0.000019,0.002843
Duck_Baker,Duck_Baker,,6,Source,47,0.000072,0.009147
Amelia_Fletcher,Amelia_Fletcher,,1,Source,149,0.000019,0.001039
Michael_O'Mara,Michael_O'Mara,,2,Source,149,0.000027,0.006732
Chris_Cain,Chris_Cain,,2,Source,47,0.000029,0.011723
Valdy,Valdy,,2,Source,10,0.000033,0.011478
Zach_Blair,Zach_Blair,,3,Source,149,0.000034,0.003765
Michael_Sweet,Michael_Sweet,,4,Source,31,0.000044,0.00362
Dave_Cliff,Dave_Cliff,,1,Source,47,0.00002,0.004197
Dorothy_Norwood,Dorothy_Norwood,,1,Source,62,0.000019,0.001724
"Ã‰tienne_Drapeau",Ã‰tienne_Drapeau,,1,Source,62,0.00002,0.012594
Jon_Langston,Jon_Langston,,1,Source,143,0.000023,0.006931
Adam_Cohen,Adam_Cohen,,1,Source,10,0.000019,0.00826
Martha_Reeves,Martha_Reeves,,4,Source,143,0.000048,0.026911
Richard_Benson,Richard_Benson,,4,Source,31,0.000043,0.007131
Freeway,Freeway,,1,Source,90,0.000022,0.004706
Lonesome_Sundown,Lonesome_Sundown,,1,Source,47,0.000022,0.000159
Floyd_Jones,Floyd_Jones,,1,Source,47,0.000019,0.003835
Pyeng_Threadgill,Pyeng_Threadgill,,3,Source,47,0.00004,0.008351
Lisa_Maxwell,Lisa_Maxwell,,1,Source,62,0.00002,0.012594
Richard_Sterban,Richard_Sterban,,2,Source,62,0.000032,0.008655
Harry_Wayne_Casey,Harry_Wayne_Casey,,4,Source,9,0.000045,0.015562
Troy_Olsen,Troy_Olsen,,1,Source,143,0.000023,0.006931
Melanie_Martinez,Melanie_Martinez,,3,Source,62,0.000039,0.013436
Boy_Eats_Drum_Machine,Boy_Eats_Drum_Machine,,2,Source,62,0.000028,0.009309
Terry_Williams,Terry_Williams,,2,Source,62,0.000029,0.013129
Ester_Dean,Ester_Dean,,4,Source,62,0.000051,0.026737
Christian_Lasegue,Christian_Lasegue,,7,Source,50,0.00008,0.026707
Nicki_Minaj,Nicki_Minaj,,4,Source,62,0.000051,0.026737
Jesse_Carmichael,Jesse_Carmichael,,5,Source,9,0.000052,0.008108
Sturgill_Simpson,Sturgill_Simpson,,4,Source,143,0.000051,0.009169
Ben_Verellen,Ben_Verellen,,4,Source,149,0.000047,0.009663
Karin_StrÃ¶m,Karin_StrÃ¶m,,1,Source,62,0.000018,0.000847
Ms_Murphy,Ms_Murphy,,2,Source,47,0.000028,0.008911
Christian_EscoudÃ©,Christian_EscoudÃ©,,3,Source,47,0.000038,0.001426
Victoria_Shaw,Victoria_Shaw,,1,Source,143,0.000023,0.006931
Black,Black,,2,Source,149,0.000028,0.013883
Maejor,Maejor,,4,Source,62,0.00005,0.026237
Frank_Sampedro,Frank_Sampedro,,1,Source,10,0.000019,0.00826
Shirley_Goodman,Shirley_Goodman,,3,Source,62,0.000038,0.021326
Ryan_Beaver,Ryan_Beaver,,2,Source,143,0.000034,0.007102
John_Baker_Saunders,John_Baker_Saunders,,3,Source,149,0.000036,0.008129
Meleni_Smith,Meleni_Smith,,1,Source,62,0.000019,0.007889
Chad_Brock,Chad_Brock,,1,Source,143,0.000023,0.006931
Cole_Vosbury,Cole_Vosbury,,4,Source,10,0.000052,0.023201
Lee_Ryan,Lee_Ryan,,3,Source,62,0.000038,0.025558
Tim_Dog,Tim_Dog,,1,Source,90,0.000022,0.004706
Bill_LaBounty,Bill_LaBounty,,2,Source,9,0.000031,0.007807
David_Lee_Roth,David_Lee_Roth,,4,Source,31,0.000043,0.007953
Betty_Harris,Betty_Harris,,2,Source,62,0.000028,0.005276
Bill_Janovitz,Bill_Janovitz,,2,Source,149,0.000027,0.004475
I_Self_Devine,I_Self_Devine,,2,Source,90,0.000033,0.005125
Philip_Claypool,Philip_Claypool,,1,Source,143,0.000023,0.006931
Coco_Star,Coco_Star,,5,Source,62,0.000056,0.002582
LizÃ©_Santana,LizÃ©_Santana,,5,Source,50,0.000058,0.005699
Carlene_Carter,Carlene_Carter,,2,Source,10,0.000032,0.008165
Rhett_Miller,Rhett_Miller,,2,Source,10,0.000029,0.008974
Pimp_C,Pimp_C,,2,Source,90,0.000034,0.00494
Benjamin_Goldwasser,Benjamin_Goldwasser,,5,Source,149,0.000051,0.006913
Russian_Red,Russian_Red,,2,Source,10,0.000029,0.005092
David_Wilcox,David_Wilcox,,1,Source,62,0.00002,0.012594
Maria_Breon,Maria_Breon,,1,Source,31,0.000024,0.00014
Lucille_Starr,Lucille_Starr,,1,Source,143,0.000023,0.006931
Anthony_Smith,Anthony_Smith,,1,Source,143,0.000023,0.006931
Donnis,Donnis,,1,Source,90,0.000022,0.004706
Jordan_Hill,Jordan_Hill,,2,Source,62,0.000029,0.01767
Ab-Soul,Ab-Soul,,1,Source,90,0.000022,0.004706
Audi_Y_Zentimiento,Audi_Y_Zentimiento,,1,Source,50,0.00002,0.000189
Gabrielle,Gabrielle,,1,Source,62,0.00002,0.012594
Alex_Britti,Alex_Britti,,2,Source,9,0.000028,0.00471
Sarah_Blackwood,Sarah_Blackwood,,3,Source,84,0.000035,0.001391
RaphaÃ«l_Haroche,RaphaÃ«l_Haroche,,4,Source,46,0.000041,0.007722
Carla_Bozulich,Carla_Bozulich,,4,Source,149,0.000044,0.005367
Ed_O.G.,Ed_O.G.,,1,Source,90,0.000022,0.004706
Jeff_Bhasker,Jeff_Bhasker,,4,Source,9,0.000051,0.028031
John_Reis,John_Reis,,4,Source,149,0.000044,0.007293
Jaqee,Jaqee,,3,Source,84,0.000038,0.00996
Jason_James,Jason_James,,4,Source,31,0.000042,0.005519
Toninho_Horta,Toninho_Horta,,2,Source,46,0.000033,0.004342
Barzin,Barzin,,3,Source,149,0.000038,0.00525
Hoyt_Axton,Hoyt_Axton,,4,Source,47,0.000052,0.023572
Walter_Roland,Walter_Roland,,3,Source,47,0.00004,0.008233
Pat_Green,Pat_Green,,1,Source,143,0.000021,0.000171
Lloyd_Price,Lloyd_Price,,3,Source,47,0.000038,0.009673
Tom_Fletcher,Tom_Fletcher,,2,Source,9,0.000029,0.015437
Andy_Dunlop,Andy_Dunlop,,3,Source,149,0.000037,0.012402
Curt_Chambers,Curt_Chambers,,4,Source,62,0.000055,0.019735
Simone_Denny,Simone_Denny,,2,Source,62,0.000028,0.000949
Rich_Williams,Rich_Williams,,2,Source,31,0.000028,0.00927
"Ã�lvaro_Urquijo",Ã�lvaro_Urquijo,,1,Source,9,0.000019,0.002843
Robert_Davi,Robert_Davi,,2,Source,50,0.000021,0.000512
VaÃ¯,VaÃ¯,,2,Source,90,0.000033,0.004973
Diane_Charlemagne,Diane_Charlemagne,,5,Source,62,0.000053,0.002318
Ron_Roker,Ron_Roker,,1,Source,62,0.00002,0.012594
Hell_Razah,Hell_Razah,,1,Source,90,0.000022,0.000208
experimental_rock,experimental_rock,,149,; Target,149,0.001368,0.028925
Brooke_Waggoner,Brooke_Waggoner,,2,Source,149,0.000029,0.005586
Chris_Tomlin,Chris_Tomlin,,2,Source,45,0.000033,0.000461
Julissa,Julissa,,2,Source,45,0.000031,0.000697
Taylor_Dayne,Taylor_Dayne,,4,Source,62,0.000048,0.01427
Michelle_McAdorey,Michelle_McAdorey,,2,Source,10,0.00003,0.020854
Ultra_NatÃ©,Ultra_NatÃ©,,3,Source,62,0.000028,0.009438
Heidi_Newfield,Heidi_Newfield,,1,Source,143,0.000023,0.006931
Jon_Carin,Jon_Carin,,5,Source,149,0.000055,0.026942
Garrett_Gardner,Garrett_Gardner,,3,Source,62,0.000038,0.013694
Z-Ro,Z-Ro,,1,Source,90,0.000022,0.004706
Paul_Overstreet,Paul_Overstreet,,2,Source,143,0.000034,0.007327
Melissa_Ferrick,Melissa_Ferrick,,1,Source,10,0.000019,0.00176
Soulja_Boy,Soulja_Boy,,3,Source,90,0.000032,0.004938
Damien_Saez,Damien_Saez,,1,Source,10,0.000019,0.00826
Jain,Jain,,4,Source,46,0.00005,0.014474
Alan_Mair,Alan_Mair,,3,Source,149,0.000035,0.003464
Molly_Lewis,Molly_Lewis,,1,Source,10,0.000019,0.000738
Ty_England,Ty_England,,1,Source,143,0.000023,0.006931
Rick_Derringer,Rick_Derringer,,7,Source,9,0.000071,0.011975
Bon_Scott,Bon_Scott,,3,Source,31,0.000036,0.005502
Natalie_Nevins,Natalie_Nevins,,1,Source,62,0.00002,0.000183
Mimi_Page,Mimi_Page,,10,Source,62,0.00008,0.002942
Via_Tania,Via_Tania,,2,Source,62,0.000028,0.013642
Jimmy_Scott,Jimmy_Scott,,1,Source,47,0.00002,0.004197
western,western,,26,; Target,143,0.000319,0.006373
Flaco_JimÃ©nez,Flaco_JimÃ©nez,,5,Source,143,0.000055,0.015524
Cassie_Davis,Cassie_Davis,,2,Source,9,0.000029,0.015437
Peter_Karrie,Peter_Karrie,,2,Source,62,0.000031,0.000394
Jeff_Schroeder,Jeff_Schroeder,,5,Source,149,0.000052,0.006141
Jean-Jacques_Lafon,Jean-Jacques_Lafon,,1,Source,62,0.00002,0.012594
Terri_Sharp,Terri_Sharp,,4,Source,62,0.000042,0.02006
Andy_Kent,Andy_Kent,,1,Source,10,0.000019,0.00826
DumÃ¨,DumÃ¨,,2,Source,46,0.000032,0.000602
Joe_Louis_Walker,Joe_Louis_Walker,,1,Source,47,0.000021,0.000672
Seth_MacFarlane,Seth_MacFarlane,,8,Source,50,0.000091,0.006482
June_Millington,June_Millington,,3,Source,9,0.000038,0.022331
Colin_Blunstone,Colin_Blunstone,,2,Source,10,0.00003,0.020854
DiontÃ©_Boom,DiontÃ©_Boom,,3,Source,62,0.000031,0.005755
Lise_Darly,Lise_Darly,,1,Source,62,0.00002,0.012594
Ruda_Real,Ruda_Real,,2,Source,90,0.000031,0.008122
Naomi_Wenitong,Naomi_Wenitong,,4,Source,62,0.000051,0.030264
Peg_Parnevik,Peg_Parnevik,,1,Source,62,0.00002,0.012594
Keith_Wilkinson,Keith_Wilkinson,,5,Source,149,0.000053,0.013689
Quentin_Alexander,Quentin_Alexander,,5,Source,10,0.000057,0.027134
Dave_Hill,Dave_Hill,,2,Source,31,0.000026,0.003052
Kristine_Elezaj,Kristine_Elezaj,,1,Source,62,0.00002,0.012594
Majella_O'Donnell,Majella_O'Donnell,,4,Source,9,0.000059,0.007624
Lilly_Hiatt,Lilly_Hiatt,,3,Source,10,0.000042,0.019738
Sophie_Serafino,Sophie_Serafino,,4,Source,50,0.00004,0.013446
Marie_Knight,Marie_Knight,,2,Source,62,0.000028,0.009612
Todd_Sharpville,Todd_Sharpville,,2,Source,62,0.00003,0.004045
June_Panic,June_Panic,,1,Source,149,0.000019,0.002045
Dan_Nelson,Dan_Nelson,,6,Source,47,0.000066,0.011097
Siobhan_Magnus,Siobhan_Magnus,,4,Source,47,0.000049,0.029765
Johnnie_Mae_Matthews,Johnnie_Mae_Matthews,,3,Source,47,0.000038,0.0168
Eden_Atwood,Eden_Atwood,,1,Source,47,0.00002,0.004197
Jordan_Fisher,Jordan_Fisher,,4,Source,47,0.000052,0.026573
Ben_Jorgensen,Ben_Jorgensen,,2,Source,149,0.000025,0.000943
Tanika_Charles,Tanika_Charles,,2,Source,62,0.000028,0.012965
Pino_Presti,Pino_Presti,,5,Source,50,0.000056,0.020262
Jeff_Zeigler,Jeff_Zeigler,,2,Source,149,0.000027,0.002282
