Id,Label,timeset,frequency,type,modularity_class,pageranks,eigencentrality
Dave_Widow,Dave_Widow,,3,Source,47,0.000039,0.019983
Fred_Foster,Fred_Foster,,2,Source,62,0.000033,0.019525
Harmonica_Slim,Harmonica_Slim,,2,Source,47,0.000033,0.000683
Nadia_Turner,Nadia_Turner,,2,Source,62,0.000028,0.00986
Tore_Bruvoll,Tore_Bruvoll,,3,Source,10,0.000029,0.006306
Vicki_Brown,Vicki_Brown,,3,Source,149,0.000039,0.007218
Daniel_Panetta,Daniel_Panetta,,4,Source,50,0.000049,0.011209
Monifah,Monifah,,2,Source,62,0.000031,0.012594
Geoff_Bartley,Geoff_Bartley,,3,Source,10,0.000038,0.00868
D.C._Scorpio,D.C._Scorpio,,2,Source,90,0.000022,0.004706
Joey_Cook,Joey_Cook,,3,Source,10,0.000039,0.009289
Mike_Einziger,Mike_Einziger,,2,Source,31,0.000026,0.004595
Goldie_Loc,Goldie_Loc,,1,Source,90,0.000021,0.000291
The_Notorious_B.I.G.,The_Notorious_B.I.G.,,3,Source,90,0.000046,0.005327
Emmanuelle_Zoldan,Emmanuelle_Zoldan,,3,Source,31,0.000037,0.001247
Hayley_Aitken,Hayley_Aitken,,1,Source,62,0.00002,0.012594
Jah_Paul_Jo,Jah_Paul_Jo,,2,Source,84,0.000028,0.008947
Cecy_B,Cecy_B,,2,Source,62,0.000031,0.012594
Nocando,Nocando,,1,Source,90,0.000022,0.004706
Amy_Pearson,Amy_Pearson,,1,Source,62,0.00002,0.012594
Ambrosia_Parsley,Ambrosia_Parsley,,1,Source,149,0.000018,0.003889
Mpho,Mpho,,7,Source,62,0.000063,0.015705
Allan_Rayman,Allan_Rayman,,3,Source,62,0.000039,0.005383
Bill_Leverty,Bill_Leverty,,3,Source,31,0.000037,0.011086
Ria_Mae,Ria_Mae,,1,Source,62,0.00002,0.012594
Jimmy_Buffett,Jimmy_Buffett,,8,Source,84,0.00007,0.022626
Lionel_Richie,Lionel_Richie,,8,Source,9,0.000087,0.038189
Trinere,Trinere,,3,Source,62,0.000028,0.000503
Peter_Salett,Peter_Salett,,3,Source,10,0.000039,0.01317
Haley_Scarnato,Haley_Scarnato,,1,Source,9,0.000019,0.002843
Priscilla_Mitchell,Priscilla_Mitchell,,1,Source,143,0.000023,0.006931
Pegi_Young,Pegi_Young,,3,Source,10,0.000042,0.012888
Jerry_Wallace,Jerry_Wallace,,3,Source,9,0.000043,0.007824
John_Cipollina,John_Cipollina,,2,Source,31,0.000027,0.00908
Dan_Hicks,Dan_Hicks,,2,Source,10,0.00003,0.01714
Dawn_Richard,Dawn_Richard,,3,Source,62,0.000038,0.021531
pop,pop,,3281,; Target,62,0.039893,1
"George_""Chocolate""_Perry","George_""Chocolate""_Perry",,3,Source,62,0.000038,0.021225
Dee_Dee_Ramone,Dee_Dee_Ramone,,2,Source,149,0.000031,0.006294
Sean_Rowe,Sean_Rowe,,2,Source,10,0.000029,0.005181
Greg_Reeves,Greg_Reeves,,3,Source,47,0.000039,0.020345
Rhonda_Vincent,Rhonda_Vincent,,3,Source,143,0.000042,0.009391
Ed_Sheeran,Ed_Sheeran,,3,Source,9,0.000042,0.017575
B.C._Camplight,B.C._Camplight,,2,Source,149,0.000027,0.002384
John_Barry,John_Barry,,1,Source,62,0.00002,0.000289
Ian_Shaw,Ian_Shaw,,1,Source,47,0.00002,0.004197
Joanne_Shenandoah,Joanne_Shenandoah,,1,Source,50,0.000019,0.000641
Jayanthi_Kyle,Jayanthi_Kyle,,2,Source,62,0.000028,0.0068
Malcolm_Middleton,Malcolm_Middleton,,1,Source,149,0.000019,0.002045
Paulini,Paulini,,2,Source,62,0.000019,0.007889
Tim_Harrington,Tim_Harrington,,6,Source,149,0.00006,0.003356
Buddy_Spicher,Buddy_Spicher,,1,Source,143,0.000023,0.006931
Bill_Chambers,Bill_Chambers,,1,Source,143,0.000023,0.006931
Tao_RodrÃ­guez-Seeger,Tao_RodrÃ­guez-Seeger,,3,Source,143,0.000041,0.006545
Ginger_Pooley,Ginger_Pooley,,3,Source,149,0.000036,0.005509
Jack_Conte,Jack_Conte,,7,Source,47,0.000071,0.016033
k_pop,k_pop,,33,; Target,63,0.000441,0.00705
Amil,Amil,,3,Source,90,0.000045,0.005314
James_Brown,James_Brown,,3,Source,62,0.000036,0.014565
Scott_McKenzie,Scott_McKenzie,,1,Source,62,0.00002,0.012594
Robert_Ellis,Robert_Ellis,,2,Source,10,0.000032,0.015191
Son_Seals,Son_Seals,,1,Source,47,0.000021,0.000672
Courtney_Jaye,Courtney_Jaye,,1,Source,10,0.000019,0.000545
W._C._Handy,W._C._Handy,,2,Source,47,0.00003,0.008031
Young_Zee,Young_Zee,,4,Source,90,0.00006,0.000826
Rowshanara_Moni,Rowshanara_Moni,,1,Source,50,0.000024,0.000143
Sara_Gazarek,Sara_Gazarek,,2,Source,9,0.000029,0.00704
Trife_Diesel,Trife_Diesel,,1,Source,90,0.000022,0.004706
Maria_Lawson,Maria_Lawson,,2,Source,62,0.000028,0.012965
Lee_Sargent,Lee_Sargent,,1,Source,149,0.000019,0.002045
Michael_Jagmin,Michael_Jagmin,,4,Source,31,0.000042,0.004255
Austin_Adamec,Austin_Adamec,,2,Source,45,0.000031,0.000411
Baden_Powell_de_Aquino,Baden_Powell_de_Aquino,,2,Source,46,0.000033,0.000358
Tim_Gilbertson,Tim_Gilbertson,,1,Source,149,0.000018,0.000586
Mac_DeMarco,Mac_DeMarco,,5,Source,149,0.000053,0.003933
Grand_Puba,Grand_Puba,,1,Source,90,0.000022,0.004706
Yelawolf,Yelawolf,,2,Source,90,0.000036,0.004856
Kirsty_Hawkshaw,Kirsty_Hawkshaw,,6,Source,62,0.000063,0.00247
JosÃ©_HernÃ¡ndez,JosÃ©_HernÃ¡ndez,,2,Source,50,0.000029,0.000802
Cory_Lee,Cory_Lee,,2,Source,62,0.000029,0.020482
Dorn_Beattie,Dorn_Beattie,,2,Source,10,0.000032,0.015191
Get_Cape._Wear_Cape._Fly,Get_Cape._Wear_Cape._Fly,,2,Source,149,0.000028,0.002203
Avril_Lavigne,Avril_Lavigne,,4,Source,149,0.000043,0.007741
The_Great_Kat,The_Great_Kat,,6,Source,31,0.000058,0.003551
Roy_Gaines,Roy_Gaines,,2,Source,47,0.000033,0.000959
Steve_Freund,Steve_Freund,,1,Source,47,0.000019,0.003835
Snoop_Dogg,Snoop_Dogg,,4,Source,90,0.00005,0.007368
Ricki-Lee_Coulter,Ricki-Lee_Coulter,,3,Source,62,0.000038,0.022031
Eminem,Eminem,,1,Source,90,0.000022,0.004706
Chris_Jagger,Chris_Jagger,,7,Source,143,0.000084,0.02423
Lauren_Aquilina,Lauren_Aquilina,,3,Source,10,0.000037,0.006652
Esthero,Esthero,,7,Source,47,0.000073,0.015098
Vasti_Jackson,Vasti_Jackson,,2,Source,47,0.000034,0.001068
Gary_Grainger,Gary_Grainger,,2,Source,62,0.000028,0.001688
Koopsta_Knicca,Koopsta_Knicca,,5,Source,90,0.000065,0.001302
Carolina_Miskovsky,Carolina_Miskovsky,,2,Source,10,0.00003,0.020854
Lurrie_Bell,Lurrie_Bell,,1,Source,47,0.000022,0.000391
Doug_Wimbish,Doug_Wimbish,,5,Source,31,0.000054,0.008612
Dorothea_Trowbridge,Dorothea_Trowbridge,,1,Source,47,0.000019,0.003835
C.C._DeVille,C.C._DeVille,,2,Source,31,0.000026,0.003138
NadÃ©ah,NadÃ©ah,,2,Source,62,0.000027,0.003892
Loose_Logic,Loose_Logic,,2,Source,90,0.000033,0.004973
Shannon_Rubicam,Shannon_Rubicam,,1,Source,62,0.00002,0.012594
Robert_Ealey,Robert_Ealey,,2,Source,47,0.000033,0.000959
Terry_Slesser,Terry_Slesser,,2,Source,31,0.000026,0.00415
Gary_Miller,Gary_Miller,,2,Source,10,0.00003,0.020854
Ben_Sollee,Ben_Sollee,,6,Source,50,0.000069,0.018678
Wednesday_13,Wednesday_13,,7,Source,149,0.000069,0.003946
Star_De_Azlan,Star_De_Azlan,,1,Source,143,0.000023,0.006931
John_Dawson,John_Dawson,,1,Source,143,0.000019,0.000801
Mark_Masri,Mark_Masri,,5,Source,50,0.000061,0.015548
Jonathan_Donahue,Jonathan_Donahue,,4,Source,149,0.000045,0.006336
Cindy_Herron,Cindy_Herron,,3,Source,62,0.000038,0.025558
Dana_Fuchs,Dana_Fuchs,,2,Source,9,0.000028,0.005312
Mark_Smulian,Mark_Smulian,,3,Source,50,0.000039,0.004984
Kenny_Lattimore,Kenny_Lattimore,,4,Source,62,0.000048,0.018886
Mannie_Fresh,Mannie_Fresh,,2,Source,90,0.000022,0.004706
Lil_Twist,Lil_Twist,,1,Source,90,0.000022,0.004706
Teddy_Park,Teddy_Park,,3,Source,63,0.000043,0.012827
Nomy_Lamm,Nomy_Lamm,,2,Source,149,0.000028,0.00174
Graham_Coxon,Graham_Coxon,,7,Source,149,0.00007,0.007948
Scott_Borland,Scott_Borland,,2,Source,31,0.000026,0.000834
Dickey_Lee,Dickey_Lee,,1,Source,143,0.000023,0.006931
Guy_Penrod,Guy_Penrod,,2,Source,143,0.000035,0.000624
Gary_B.B._Coleman,Gary_B.B._Coleman,,1,Source,47,0.00002,0.000319
Jackie_Orszaczky,Jackie_Orszaczky,,5,Source,31,0.000056,0.01853
Shannon_Leto,Shannon_Leto,,1,Source,149,0.000018,0.003889
Ruby_Starr,Ruby_Starr,,2,Source,143,0.000028,0.008383
Lil_Yachty,Lil_Yachty,,4,Source,90,0.000054,0.005427
Rachel_Farley,Rachel_Farley,,1,Source,143,0.000023,0.006931
Sabi,Sabi,,4,Source,62,0.000051,0.025828
Madeleine_Peyroux,Madeleine_Peyroux,,2,Source,47,0.00003,0.01679
Janis_Martin,Janis_Martin,,3,Source,143,0.000042,0.008958
Imani_Coppola,Imani_Coppola,,2,Source,62,0.000029,0.00044
Sharon_Corr,Sharon_Corr,,2,Source,10,0.000029,0.003203
Rocky_Gray,Rocky_Gray,,3,Source,31,0.000034,0.001293
Carmen_Lundy,Carmen_Lundy,,2,Source,47,0.000031,0.004589
Derrick_Murdock,Derrick_Murdock,,6,Source,50,0.000065,0.022882
Josh_Tillman,Josh_Tillman,,3,Source,10,0.000037,0.004342
hill_country_blues,hill_country_blues,,5,; Target,47,0.000114,0.000693
April_Stevens,April_Stevens,,1,Source,9,0.000019,0.002843
Fantasia_Barrino,Fantasia_Barrino,,5,Source,62,0.000057,0.027532
User:Jtaschen/Alex_John,User:Jtaschen/Alex_John,,2,Source,62,0.000029,0.013501
Shelly_Fairchild,Shelly_Fairchild,,1,Source,143,0.000023,0.006931
Jim_Bob,Jim_Bob,,2,Source,149,0.000027,0.002327
Joshua_Kadison,Joshua_Kadison,,4,Source,62,0.000047,0.016848
KORR-A,KORR-A,,4,Source,90,0.000048,0.014619
Young_Buck,Young_Buck,,1,Source,90,0.000022,0.004706
T-Nutty,T-Nutty,,3,Source,90,0.000045,0.005373
Breeze,Breeze,,1,Source,90,0.000022,0.004706
Liza_Minnelli,Liza_Minnelli,,4,Source,50,0.000049,0.001899
Ray_Pilgrim,Ray_Pilgrim,,1,Source,62,0.00002,0.012594
Ingrid_Burley,Ingrid_Burley,,2,Source,62,0.000031,0.012594
Lily_Mae,Lily_Mae,,3,Source,10,0.000037,0.010195
Tyler_Collins,Tyler_Collins,,3,Source,62,0.000039,0.021017
Mac_Lethal,Mac_Lethal,,1,Source,90,0.000022,0.004706
Greg_Gall,Greg_Gall,,1,Source,31,0.000018,0.000378
Richard_Laviolette,Richard_Laviolette,,3,Source,149,0.000037,0.002787
Young_Thug,Young_Thug,,3,Source,90,0.000043,0.017638
Ladyhawke,Ladyhawke,,3,Source,149,0.000035,0.004245
Johnny_Carroll,Johnny_Carroll,,1,Source,143,0.000019,0.001352
Frank_Fois,Frank_Fois,,3,Source,47,0.00004,0.024688
"Ã�ngel_Romero",Ã�ngel_Romero,,1,Source,50,0.00002,0.000774
Paul_Sikes,Paul_Sikes,,1,Source,143,0.000023,0.006931
Sade,Sade,,4,Source,149,0.000038,0.005459
Mike_Cooley,Mike_Cooley,,3,Source,10,0.000038,0.01405
Slaid_Cleaves,Slaid_Cleaves,,1,Source,10,0.00002,0.004547
Carrie_Brownstein,Carrie_Brownstein,,3,Source,149,0.000038,0.003785
Nacho_Picasso,Nacho_Picasso,,1,Source,90,0.000022,0.004706
Dan_Worton,Dan_Worton,,4,Source,149,0.000027,0.004475
Geoff_Bradford,Geoff_Bradford,,5,Source,9,0.00006,0.007362
Anabel_Englund,Anabel_Englund,,3,Source,62,0.000036,0.004613
Carsie_Blanton,Carsie_Blanton,,4,Source,10,0.000049,0.01747
Donna_Jean_Godchaux,Donna_Jean_Godchaux,,3,Source,149,0.000038,0.013082
Dred_Scott,Dred_Scott,,6,Source,84,0.000068,0.024154
Leo_Brouwer,Leo_Brouwer,,4,Source,50,0.00003,0.005321
AverySunshine,AverySunshine,,2,Source,62,0.000028,0.012965
Marilyn_McCoo,Marilyn_McCoo,,2,Source,62,0.000029,0.020482
Idha,Idha,,2,Source,149,0.000028,0.002799
Trevor_Rabin,Trevor_Rabin,,6,Source,62,0.000066,0.017953
Hindi_Zahra,Hindi_Zahra,,7,Source,50,0.000068,0.030889
Andrei_Ryabov,Andrei_Ryabov,,1,Source,47,0.00002,0.004197
Luke_Elliot,Luke_Elliot,,1,Source,10,0.000019,0.00826
Dez_Cadena,Dez_Cadena,,3,Source,149,0.000034,0.002415
Vincent_Mason,Vincent_Mason,,1,Source,90,0.000022,0.004706
Charlie_Gillingham,Charlie_Gillingham,,1,Source,10,0.000019,0.00826
Rich_Dodson,Rich_Dodson,,1,Source,10,0.000019,0.00826
Alan_Rankine,Alan_Rankine,,3,Source,149,0.000035,0.002907
Margo_Price,Margo_Price,,4,Source,143,0.000041,0.008455
Uffie,Uffie,,5,Source,149,0.000055,0.00164
Erika_Jayne,Erika_Jayne,,3,Source,62,0.000039,0.014287
Brent_Kutzle,Brent_Kutzle,,3,Source,149,0.000038,0.019326
Deemi,Deemi,,3,Source,62,0.00004,0.017671
Sarah_Silverman,Sarah_Silverman,,6,Source,43,0.000056,0.000758
John_Darnielle,John_Darnielle,,5,Source,149,0.000055,0.009227
Wildchild,Wildchild,,2,Source,62,0.000027,0.00177
James_Williamson,James_Williamson,,5,Source,31,0.000051,0.005241
Van_McCoy,Van_McCoy,,3,Source,62,0.000038,0.021326
Frankie_Biggz,Frankie_Biggz,,5,Source,50,0.000059,0.021898
Ella_Mae_Morse,Ella_Mae_Morse,,2,Source,50,0.000032,0.000431
Laura_Marling,Laura_Marling,,2,Source,10,0.000029,0.006306
Emily_Williams,Emily_Williams,,2,Source,62,0.000029,0.020482
Doug_Kershaw,Doug_Kershaw,,4,Source,143,0.000054,0.01242
Sal_Valentino,Sal_Valentino,,4,Source,149,0.000044,0.00647
James_Blackwood,James_Blackwood,,1,Source,143,0.000023,0.000228
Izora_Armstead,Izora_Armstead,,5,Source,62,0.000054,0.014743
Theo_Martins,Theo_Martins,,1,Source,90,0.000022,0.004706
Findlay_Brown,Findlay_Brown,,3,Source,149,0.000036,0.013716
Dave_Pomeroy,Dave_Pomeroy,,4,Source,62,0.000053,0.012074
Cheryl_Wheeler,Cheryl_Wheeler,,2,Source,10,0.000033,0.011478
Aaron_Watson,Aaron_Watson,,3,Source,143,0.000047,0.00729
Nikhil_Korula,Nikhil_Korula,,11,Source,84,0.000114,0.025183
Billy_Graziadei,Billy_Graziadei,,7,Source,31,0.000065,0.00446
Jerry_Kilgore,Jerry_Kilgore,,1,Source,143,0.000023,0.006931
Rick_James,Rick_James,,7,Source,149,0.000071,0.023521
Matt_Johnson,Matt_Johnson,,3,Source,149,0.000035,0.005889
Angel_Olsen,Angel_Olsen,,4,Source,149,0.000046,0.003571
David_G._Walker,David_G._Walker,,3,Source,143,0.000041,0.014342
Verlon_Thompson,Verlon_Thompson,,2,Source,10,0.000029,0.005781
Phillip_Leo,Phillip_Leo,,4,Source,84,0.000046,0.013856
Kafani,Kafani,,3,Source,90,0.000046,0.005167
A._L._Lloyd,A._L._Lloyd,,1,Source,10,0.00002,0.004547
Becky_Stark,Becky_Stark,,3,Source,10,0.000038,0.006909
Camille_Bright-Smith,Camille_Bright-Smith,,2,Source,143,0.000034,0.007353
MÃ©av_NÃ­_Mhaolchatha,MÃ©av_NÃ­_Mhaolchatha,,3,Source,10,0.00004,0.005681
Laura_Turner,Laura_Turner,,3,Source,143,0.000041,0.014713
Anthony_David,Anthony_David,,3,Source,62,0.000037,0.009114
Petter_VÃ¥gan,Petter_VÃ¥gan,,4,Source,149,0.000048,0.017798
Qwote,Qwote,,3,Source,62,0.000038,0.022031
Syd_Kitchen,Syd_Kitchen,,6,Source,10,0.000059,0.018004
Little_Simz,Little_Simz,,1,Source,90,0.000022,0.004706
Streetnix,Streetnix,,1,Source,10,0.000022,0.000187
Antoinette_Montague,Antoinette_Montague,,2,Source,47,0.00003,0.008031
Zachary_Stevens,Zachary_Stevens,,3,Source,31,0.000034,0.005101
Tallan_Noble_Latz,Tallan_Noble_Latz,,3,Source,47,0.00004,0.024688
Orville_Johnson,Orville_Johnson,,3,Source,10,0.00004,0.012578
Joey_Tempest,Joey_Tempest,,4,Source,31,0.000043,0.005911
Chris_Clavin,Chris_Clavin,,1,Source,10,0.000019,0.000317
Jana_McCall,Jana_McCall,,3,Source,10,0.00004,0.0254
Jamaaladeen_Tacuma,Jamaaladeen_Tacuma,,4,Source,149,0.000037,0.004997
Urban_Mystic,Urban_Mystic,,3,Source,62,0.000037,0.013453
Mark_Pender,Mark_Pender,,3,Source,47,0.000038,0.017533
Pete_Wylie,Pete_Wylie,,3,Source,149,0.000035,0.005889
Samantha_Dorrance,Samantha_Dorrance,,2,Source,62,0.000029,0.001068
Stephanie_Bentley,Stephanie_Bentley,,1,Source,143,0.000023,0.006931
Cindy_Walker,Cindy_Walker,,1,Source,9,0.000022,0.000157
Dave_Cochrane,Dave_Cochrane,,2,Source,31,0.000026,0.000565
Tommy_Talton,Tommy_Talton,,4,Source,143,0.000046,0.002686
Dante_DeCaro,Dante_DeCaro,,1,Source,149,0.000019,0.002045
Jesse_Lee,Jesse_Lee,,1,Source,143,0.000023,0.006931
Andy_Duncan,Andy_Duncan,,5,Source,149,0.000055,0.010403
Lane_Turner,Lane_Turner,,1,Source,143,0.000023,0.006931
Naledge,Naledge,,1,Source,90,0.000022,0.004706
Jukka_Tolonen,Jukka_Tolonen,,5,Source,47,0.000047,0.009656
avant_garde_pop,avant_garde_pop,,11,; Target,62,0.000122,0.001815
reggaeton,reggaeton,,13,; Target,90,0.000159,0.002866
Shy'm,Shy'm,,3,Source,149,0.000037,0.021392
Debbi_Peterson,Debbi_Peterson,,6,Source,149,0.000055,0.017497
Robert_J._Sherman,Robert_J._Sherman,,1,Source,62,0.00002,0.000347
Beth_Gibbons,Beth_Gibbons,,6,Source,149,0.000063,0.010152
Corina,Corina,,1,Source,62,0.000019,0.000233
Rattlesnake_Annie,Rattlesnake_Annie,,1,Source,47,0.000022,0.000396
Cub_Koda,Cub_Koda,,1,Source,143,0.000019,0.001352
Buddy_Boy_Hawkins,Buddy_Boy_Hawkins,,1,Source,47,0.000022,0.000396
Brian_Calzini,Brian_Calzini,,2,Source,31,0.000025,0.00083
D._J._Rogers,D._J._Rogers,,5,Source,62,0.000054,0.016958
Jason_Popson,Jason_Popson,,4,Source,31,0.00004,0.001623
Dylan_Donkin,Dylan_Donkin,,4,Source,9,0.000046,0.01047
Charlie_Rich,Charlie_Rich,,7,Source,143,0.000082,0.018039
Andrew_Gold,Andrew_Gold,,3,Source,9,0.000038,0.016313
Ron_Dante,Ron_Dante,,1,Source,62,0.00002,0.012594
Mitch_Mitchell,Mitch_Mitchell,,5,Source,47,0.000053,0.013845
Kurt_Dahle,Kurt_Dahle,,2,Source,149,0.000028,0.010305
Carolyn_Arends,Carolyn_Arends,,1,Source,45,0.000021,0.000483
Jon_Christos,Jon_Christos,,2,Source,50,0.000032,0.00092
Otis_Leavill,Otis_Leavill,,1,Source,62,0.000018,0.005076
Skull_Duggery,Skull_Duggery,,1,Source,90,0.000022,0.004706
Dinah_Cancer,Dinah_Cancer,,4,Source,149,0.000043,0.002201
Glen_Campbell,Glen_Campbell,,7,Source,143,0.000082,0.027267
Krazy,Krazy,,1,Source,90,0.000022,0.004706
Brice_Conrad,Brice_Conrad,,3,Source,9,0.000029,0.00739
Lana_Wolf,Lana_Wolf,,3,Source,10,0.000043,0.027785
Emily_Robison,Emily_Robison,,5,Source,143,0.000061,0.013728
Douglass_Lubahn,Douglass_Lubahn,,4,Source,47,0.000046,0.013892
Victoria_MonÃ©t,Victoria_MonÃ©t,,3,Source,62,0.000042,0.025188
R.O.E.,R.O.E.,,3,Source,90,0.000043,0.00999
Rodney_Griffin,Rodney_Griffin,,2,Source,143,0.000035,0.000624
Snootie_Wild,Snootie_Wild,,1,Source,90,0.000022,0.004706
Jill_Tracy,Jill_Tracy,,4,Source,149,0.000037,0.000611
Tiffany_Giardina,Tiffany_Giardina,,3,Source,62,0.000037,0.004523
Saukrates,Saukrates,,2,Source,62,0.000019,0.007889
Basil_Gabbidon,Basil_Gabbidon,,1,Source,84,0.000019,0.000687
Collette_Roberts,Collette_Roberts,,2,Source,62,0.000027,0.001752
Moxie_Raia,Moxie_Raia,,3,Source,62,0.000042,0.025188
Basia_Bulat,Basia_Bulat,,1,Source,10,0.00002,0.004547
Danny_Weinkauf,Danny_Weinkauf,,1,Source,149,0.000018,0.003889
Kelly_Richey,Kelly_Richey,,1,Source,47,0.000019,0.003835
Christophe_Willem,Christophe_Willem,,2,Source,46,0.000032,0.012925
Tye_Tribbett,Tye_Tribbett,,1,Source,143,0.000021,0.000396
Jack_Vidgen,Jack_Vidgen,,2,Source,62,0.000029,0.01767
Cymphonique_Miller,Cymphonique_Miller,,3,Source,62,0.000042,0.025188
Red_Sovine,Red_Sovine,,1,Source,143,0.000023,0.006931
Dave_Lepard,Dave_Lepard,,2,Source,31,0.000026,0.003138
Nat_King_Cole,Nat_King_Cole,,2,Source,47,0.000029,0.012085
Holiday_Sidewinder,Holiday_Sidewinder,,1,Source,62,0.00002,0.012594
Lady_Sovereign,Lady_Sovereign,,3,Source,62,0.000042,0.005078
Matt_Walden,Matt_Walden,,5,Source,10,0.000061,0.023051
Jim_Messina,Jim_Messina,,5,Source,143,0.000056,0.007798
Shingai_Shoniwa,Shingai_Shoniwa,,7,Source,50,0.000076,0.024966
Davy_Knowles,Davy_Knowles,,2,Source,9,0.000029,0.001643
Barbara_Gaskin,Barbara_Gaskin,,3,Source,149,0.000037,0.0083
Cher_Lloyd,Cher_Lloyd,,4,Source,90,0.000052,0.02542
Margo_Smith,Margo_Smith,,2,Source,143,0.000034,0.007327
Tara_Simmons,Tara_Simmons,,5,Source,10,0.000058,0.026881
Carson_Cole,Carson_Cole,,2,Source,62,0.000029,0.006271
Joni_James,Joni_James,,1,Source,50,0.000021,0.000512
Rita_MacNeil,Rita_MacNeil,,2,Source,10,0.000033,0.011478
The_Callen_Sisters,The_Callen_Sisters,,2,Source,10,0.000029,0.014353
Adam_Stemple,Adam_Stemple,,2,Source,10,0.000029,0.00212
Chris_Standring,Chris_Standring,,2,Source,47,0.000029,0.000386
Joe_Brown,Joe_Brown,,1,Source,143,0.000019,0.001352
Valerie_Murtagh,Valerie_Murtagh,,1,Source,62,0.00002,0.012594
Willy_DeVille,Willy_DeVille,,12,Source,50,0.00012,0.034404
Shaquille_O'Neal,Shaquille_O'Neal,,2,Source,62,0.000031,0.005022
PBN,PBN,,2,Source,50,0.000025,0.000156
Jaron_Lowenstein,Jaron_Lowenstein,,1,Source,143,0.00002,0.000422
Kati_KovÃ¡cs,Kati_KovÃ¡cs,,2,Source,62,0.00003,0.004407
Louis_Chedid,Louis_Chedid,,2,Source,46,0.000032,0.000679
Gangsta_Blac,Gangsta_Blac,,3,Source,90,0.000044,0.005272
Stu_Spasm,Stu_Spasm,,1,Source,149,0.000018,0.000297
Yann_Benoist,Yann_Benoist,,8,Source,47,0.000086,0.043535
Hawkshaw_Hawkins,Hawkshaw_Hawkins,,2,Source,143,0.000033,0.007185
DM_Stith,DM_Stith,,5,Source,10,0.000054,0.006671
Emmylou_Harris,Emmylou_Harris,,8,Source,143,0.000092,0.014904
Jamelia,Jamelia,,3,Source,62,0.000042,0.025188
Dennis_Dunaway,Dennis_Dunaway,,5,Source,31,0.000052,0.01391
Danny_Dill,Danny_Dill,,1,Source,143,0.000023,0.006931
Josie_Zec,Josie_Zec,,1,Source,62,0.00002,0.012594
Brett_Beavers,Brett_Beavers,,1,Source,143,0.000023,0.006931
Woody_Guthrie,Woody_Guthrie,,6,Source,10,0.00006,0.001491
Matthew_Fisher,Matthew_Fisher,,4,Source,31,0.000043,0.004184
Chris_Webby,Chris_Webby,,1,Source,90,0.000022,0.004706
Adrienne_Young,Adrienne_Young,,4,Source,10,0.000058,0.00806
Eric_Stewart,Eric_Stewart,,2,Source,31,0.000026,0.003432
David_Hidalgo,David_Hidalgo,,5,Source,10,0.000055,0.002053
Kelly_Keeling,Kelly_Keeling,,4,Source,31,0.000043,0.006579
Julie_Christensen,Julie_Christensen,,4,Source,10,0.000048,0.01347
Patti_Scialfa,Patti_Scialfa,,1,Source,10,0.000019,0.00826
Bobby_Goldsboro,Bobby_Goldsboro,,3,Source,62,0.000042,0.02006
Etta_James,Etta_James,,6,Source,143,0.000067,0.024072
Keith_Lamb,Keith_Lamb,,1,Source,10,0.000019,0.00826
Afu-Ra,Afu-Ra,,1,Source,90,0.000022,0.004706
Julie_Rogers,Julie_Rogers,,2,Source,9,0.000033,0.000523
Cheryl_Lynn,Cheryl_Lynn,,4,Source,62,0.000047,0.026403
JJ_Gilmour,JJ_Gilmour,,2,Source,10,0.000029,0.012807
Lee_Latchford-Evans,Lee_Latchford-Evans,,1,Source,62,0.00002,0.012594
Bill_Black,Bill_Black,,1,Source,143,0.000019,0.001352
Julianna_Zobrist,Julianna_Zobrist,,2,Source,45,0.000021,0.000198
Jonna_Lee,Jonna_Lee,,4,Source,149,0.000046,0.002231
Mary_Ford,Mary_Ford,,4,Source,143,0.000053,0.021464
Grace_Knight,Grace_Knight,,3,Source,149,0.000038,0.006526
Derek_Wadsworth,Derek_Wadsworth,,1,Source,47,0.00002,0.004197
Kenny_Wayne_Shepherd,Kenny_Wayne_Shepherd,,5,Source,10,0.000055,0.016597
Damian_Abraham,Damian_Abraham,,1,Source,149,0.000018,0.001588
Richard_Smallwood,Richard_Smallwood,,1,Source,62,0.000019,0.001724
Cliff_Richard,Cliff_Richard,,4,Source,62,0.000049,0.017093
Paul_Meany,Paul_Meany,,5,Source,62,0.000053,0.007208
Darren_Criss,Darren_Criss,,1,Source,62,0.00002,0.012594
Dominique_Dussault,Dominique_Dussault,,1,Source,62,0.00002,0.012594
Lisa_Matassa,Lisa_Matassa,,2,Source,10,0.000032,0.015191
Gary_Kemp,Gary_Kemp,,4,Source,9,0.000043,0.003545
Aston_Merrygold,Aston_Merrygold,,5,Source,62,0.00006,0.031814
John_Balance,John_Balance,,7,Source,149,0.000052,0.00203
Pat_Upton,Pat_Upton,,1,Source,62,0.00002,0.012594
Devon_Werkheiser,Devon_Werkheiser,,2,Source,149,0.000028,0.016482
Ben_Gibbard,Ben_Gibbard,,3,Source,149,0.000036,0.006844
Paul_Parker,Paul_Parker,,2,Source,62,0.000028,0.00175
Rory_Storm,Rory_Storm,,2,Source,50,0.000031,0.001497
Produkt,Produkt,,2,Source,90,0.000033,0.004973
Derek_Webb,Derek_Webb,,3,Source,45,0.000041,0.005497
Bob_Cranshaw,Bob_Cranshaw,,1,Source,47,0.00002,0.004197
